Concepto,Respuesta,Codigo
mejilla,músculo facial,partes_del_rostro
mejilla,rosacea,reaccion_corporal
mejilla,margaritas,sonreir
mejilla,pellizcar apretar,accion_fisica
mejilla,pómulo,partes_del_rostro
mejilla,blando,flacidez
mejilla,beso,besos
caverna,cueva,cueva
caverna,oscuridad,oscuridad
caverna,murciélago,animal_salvaje
caverna,insectos,insecto
caverna,mito caverna,filosofia
caverna,túnel,tunel
caverna,antorcha,artefacto
caverna,prehistoria,prehistoria
caverna,rocas,materia_prima
caverna,neanderthal,ser_humano
barbero,barba,vello_facial
barbero,tijeras,herramientas
barbero,navajas,herramientas
barbero,silla,mobiliario
barbero,poste barbero,mobiliario
barbero,espejo,cristal
barbero,centro américa,pais_latinoamericano
barbero,diseño pelo,creatividad
barbero,estilo,tendencia
barbero,futbolista,deporte
cigüeña,ave,aves
cigüeña,bebes,infancia
cigüeña,embarazo,embarazo
cigüeña,cuento,cuento_infantil
cigüeña,niños,infancia
cigüeña,patas largas,extremidades
cigüeña,pájaro blanco,aves
cigüeña,hijos,hijos
cigüeña,nacimiento,engendrar
cigüeña,pañuelo,accesorio
vampiro,sangre,tejido_liquido
vampiro,oscuridad,oscuridad
vampiro,colmillos,dentadura
vampiro,murciélago,animal_salvaje
vampiro,mordida,masticar
vampiro,cuello,cuerpo_humano
vampiro,tez blanca,palidez
vampiro,ojos rojos,ojos
vampiro,halloween,festividad
vampiro,pelo negro,cabello
audacia,capacidad atreverse,valentia
audacia,valentía,valentia
audacia,osadía,valentia
premisa,,suposicion
premisa,hipótesis,metodologia
premisa,afirmación,afirmacion
premisa,razonamiento,razonable
premisa,argumentación,argumentar
premisa,pensamientos,capacidad_cognitiva
premisa,ideas,creatividad
premisa,  base,superficie
premisa,proposición,propuesta
premisa,creencias,creencia
timidez,personalidad,personalidad
timidez,escondido,oculto
timidez,ruborizado,reaccion_corporal
timidez,vergüenza,verguenza
timidez,retraído,introversion
timidez,alguien,introversion
timidez,miedo sociabilizar,introversion
timidez,ansiedad,ansiedad
timidez,inseguridad,inseguridad
timidez,angustia,angustia
modales,costumbres,tradiciones
modales,educación,educacion
modales,enseñanza,educacion
modales,valores,moral
modales,niños,infancia
modales,respeto,responsabilidad
modales,correcto,responsabilidad
modales,crianza,crianza
modales,protocolo,formalidad
modales,orden,ordenado
indicio,pista,pista
indicio,huella,huellas
indicio,signo,pista
indicio,crimen,crimen
indicio,deduccion,deduccion
indicio,sintoma,sintoma
indicio,evidencia,evidenciar
indicio,señal,senales
indicio,lupa,herramientas
indicio,prueba,evidenciar
místico,misterioso,suspenso
místico,extraño,excentrico
místico,oculto,oculto
místico,raro,excentrico
místico,hippie,hippie
místico,oscuro,oscuridad
místico,naturaleza,naturaleza
místico,vida espiritual,espiritualidad
místico,conexión alla,sobrenatural
místico,religion,religion
bohemia,alcohol,bebida_alcoholica
bohemia,drogas ilicitas,drogas
bohemia,vida nocturna,estilo_de_vida
bohemia,madrugada,ciclo_del_dia
bohemia,fiesta,fiesta
bohemia,gente alternativa,tendencia
bohemia,arte callejero,arte
bohemia,bares,cantina
bohemia,música,musica
bohemia,discoteca,discoteca
adición,operación matematica,matematicas
adición,aumentar,crecimiento
adición,integrar,incorporar
adición,generar cantidad,crecimiento
adición,suma,operacion_aritmetica
adición,sustracción,operacion_aritmetica
adición,añadir,incorporar
adición,números,numero
adición,signo,simbolos
adición,restar,operacion_aritmetica
influjo,influencia,influyente
influjo,alguien,poder
influjo,autoridad,autoridad
influjo,dominancia,poder
influjo,alguien cambie opinion,influyente
influjo,fortaleza,fuerza
influjo,atracción,atraccion
influjo,efecto,consecuencias
influjo,estimulación,estimulo
influjo,flujo,flujo
dulzura,ternura,ternura
dulzura,amor,amor
dulzura,pasteles,reposteria
dulzura,cariño,amabilidad
dulzura,besos,besos
dulzura,rosado,color_claro
dulzura,suavidad,suavidad
dulzura,agradable,agradable
dulzura,azucar,azucar
dulzura,bondad,bondad
gatillo,arma,armamento
gatillo,forma curva,figura_geometrica
gatillo,permite percutar arma,percutor
gatillo,sólido metal plástico,solido
gatillo,sólido metal plástico,material_construccion
gatillo,suele espacio protección dedo,proteccion
gatillo,consecuencia acción realizada,consecuencias
barriga,dolor,sufrimiento
barriga,redonda,figura_geometrica
barriga,procesa comida,organo_cuerpo_humano
barriga,cuerpo,cuerpo_humano
barriga,ruge hambre,hambre
barriga,ombligo,cuerpo_humano
barriga,cubre piel,proteccion
barriga,protege sistema digestivo,proteccion
barriga,resiente estrés,fragil
lágrima,lubrica ojo,humedo
lágrima,contiene principalmente agua,liquido
lágrima,barrera protectora,proteccion
lágrima,aparecen emociones,emociones
lágrima,caen gravedad,fuerza_fisica
lágrima,discretas contarlas,discretas
lágrima,lámparas vidrio cristal,cristal
lágrima,resplandecen luz,iluminacion
mejilla,rostro,partes_del_rostro
mejilla,sonroja condiciones,reaccion_corporal
mejilla,recubierta piel,organo_cuerpo_humano
mejilla,contribuye partes angulosas rostro,partes_del_rostro
mejilla,músculos,cuerpo_humano
mejilla,literatura familiares suelen apretarlo niños,accion_fisica
caverna,oscuridad,oscuridad
caverna,roca,materia_prima
caverna,apertura,agujero
caverna,refugio,refugio
caverna,insectos,insecto
caverna,aire estancado,sofocante
caverna,piso frío,humedo
barbero,cuida barba,vello_facial
barbero,asesora estilo,esteticista
barbero,sensibilidad estética,esteticista
barbero,pulso,tranquilidad
barbero,conoce cosméticos,esteticista
barbero,conversador,conversacion
barbero,artista,artista
barbero,afeitan,oficio
barbero,cuidan cabello,esteticista
barbero,creatividad,creatividad
cigüeña,plumas,plumaje
cigüeña,asocia nacimientos,engendrar
cigüeña,volar,vuela
cigüeña,pico,pico
cigüeña,ave,aves
cigüeña,patas largas,extremidades
cigüeña,blanca negro,colores
vampiro,tipo murciélago,animal_salvaje
vampiro,alimenta sangre,hematodixia
vampiro,alas membranosas,alas
vampiro,volar,vuela
vampiro,mala vista,ceguera
vampiro,emplean ondas sonoras guiarse,eco_localizacion
vampiro,pelos cuerpo,velludo
vampiro,morder secretan anticoagulante,secrecion
vampiro,nariz chata,partes_del_rostro
vampiro,mitología hombre muerto alimenta sangre,mitologia
vampiro,mitología hombre muerto alimenta sangre,hematodixia
cáscara,cubre cuerpo,abrigar
cáscara,dura blanda,solido
cáscara,extraer,extraccion
cáscara,protege,proteccion
cáscara,comerse,alimentarse
cáscara,adapta forma protege,proteccion
cáscara,medicinal,remedios
cáscara,aromática,aroma
caracol,lentitud,lentitud
caracol,cachitos,cuernos
caracol,deja baba,baboso
caracol,cuerpo blando,organo_animal
caracol,concha,caracola
caracol,suaviza piel,suavizante
caracol,babosa,insecto
caracol,come plantas,herbivoro
caracol,molusco,molusco
caracol,emplea cocina francesa,comida_gourmet
premisa,concepto,concepto
premisa,ajustado realidad,realismo
premisa,construyen conceptos,concepto
premisa,afirmar negar idea,afirmacion
premisa,falsa,veridico
premisa,tipo menor,cantidad
timidez,rasgo personalidad,personalidad
timidez,dificulta interacción,soledad
timidez,impide deseo interactuar,relacional
timidez,incide prefiera pasar inadvertido,inadvertido
timidez,confunde erróneamente introversión,equivocacion
timidez,incide desear eludir aglomeraciones,soledad
timidez,bloquea determinados cursos acción,planificar
modales,educación,educacion
modales,dicta comportarse,comportamiento
modales,resguarda aprobación social,aceptacion
modales,evoluciona sociedad,constructo_social
modales,implica respeto,responsabilidad
modales,circunscrito grupo,comunidad
indicio,pista,pista
indicio,antecede conclusión,deduccion
indicio,interpretación depende observador,subjetivo
indicio,independiente observador,objetividad
indicio,originarse físico,objetos
indicio,originarse mundo ideas,deduccion
indicio,propiedad objeto,deduccion
indicio,abstracto,abstraccion
influjo,incide,influyente
influjo,relación personas,relacional
influjo,determina forma entender,determinacion
influjo,forma,poder
influjo,acota espacio posibilidades,limitaciones
dulzura,físicamente estimula papilas gustativas,sabor
dulzura,aparece principalmente postres frutas,reposteria
dulzura,aparece principalmente postres frutas,frutas
dulzura,emocionalmente provoca ternura,ternura
dulzura,siente corazón,sentimientos
dulzura,afecta receptor,impactar
réplica,respuesta persona,respuestas
réplica,gatilla argumento contrario,discusion
réplica,oral escrito,conversacion
réplica,oral escrito,escritura
réplica,objeto imita completamente,imitacion
réplica,ilegal falsificación,ilegal
réplica,ilegal falsificación,falsedad
réplica,tratarse movimiento telúrico posterior,sismo
espanto,emoción miedo,miedo
espanto,sobresalta,agitacion
espanto,advierte peligro,precaucion
espanto,referirse atroz,repugnante
espanto,referirse espíritu,sobrenatural
espanto,sobrenatural,sobrenatural
espanto,aspecto horrorizarnos,repugnante
vanidad,religión pecados capitales,religion
vanidad,endiosa,arrogancia
vanidad,relaciona egocentrismo,egocentrico
vanidad,relaciona sentir superioridad,narcisista
vanidad,demanda resto admire,egocentrico
vanidad,mix física intelectual,personalidad
vanidad,mix física intelectual,caracteristica
socorro,grito alguien necesita ayuda,auxilio
socorro,acción ayudar persona,ayudar
socorro,general nace desinteresadamente,desinteres
socorro,ayudar riesgo físico,ayudar
socorro,salvar integridad solicita,rescate
socorro,ayudar problema índole menor,ayudar
socorro,concepción original reviste carácter urgencia,emergencia
socorro,referirse nombre mujer,nombre_femenino
felinos,gatos,animal_domestico
felinos,leones,animal_salvaje
felinos,pumas,animal_salvaje
felinos,leopardos,animal_salvaje
felinos,panteras,animal_salvaje
felinos,linces,animal_salvaje
felinos,ocelotes,animal_salvaje
felinos,mascotas,animal_domestico
felinos,animales,animal
felinos,tiernos,ternura
letrero,cartel,anuncio
letrero,advertencia,advertencia
letrero,peligro,riesgoso
letrero,señal transito,senaletica
letrero,publicidad,publicidad
letrero,neon,iluminacion
letrero,luces,iluminacion
letrero,llamativo,notorio
letrero,colorido,colores
letrero,interesante,interes
albañil,oficio,oficio
albañil,construccion,constructor
albañil,edificios,arquitectura
albañil,arte,arte
albañil,duro,resistencia
albañil,esfuerzo,esfuerzo
albañil,trabajo,oficio
albañil,sudor,sudoracion
albañil,piropero,cumplidos
albañil,fuerte,fuerza
madrina,hada,personaje_ficticio
madrina,mama repuesto,madrastra
madrina,figura creada iglesia,figura_religiosa
madrina,confirmacion,ritual
madrina,bautizo,ritual
madrina,compañia,acompanar
madrina,vi,desaparecer
péndulo,reloj,reloj
péndulo,fisica,disciplina_cientifica
péndulo,teoria pendulo,teorias
péndulo,oscilacion,oscilacion
péndulo,vaiven,movimiento
péndulo,equilibrio,equilibrado
biólogo,trabajo,oficio
biólogo,estudio,aprender
biólogo,animales,animal
biólogo,ecologia,medio_ambiente
biólogo,cientifico,ciencia
biólogo,plantas,naturaleza
biólogo,seres vivos,vida
biólogo,vegano,idealismo
biólogo,profesion,disciplina
aristas,bordes,contorno
aristas,lineas,linea
aristas,poligonos,figura_geometrica
aristas,figuras,figura
aristas,interseccion,interseccion
hormona,quimica,disciplina_cientifica
hormona,periodo regla,menstruacion
hormona,enamoramiento,enamoramiento
hormona,animo,estado_de_animo
hormona,sustancia,particula
hormona,secretar,secrecion
hormona,cuerpo humano,cuerpo_humano
hormona,reguladoras,reguladores
hormona,pastillas,remedios
hormona,fenotipo,fenotipo
neblina,humo,gaseoso
neblina,mañana,ciclo_del_dia
neblina,niebla,niebla
neblina,frio,gelido
neblina,silent hill,videojuego
neblina,ve,visibilidad_reducida
neblina,turbio,turbiedad
neblina,gases,gaseoso
neblina,espesa,texturas
neblina,humedo,humedo
resorte,fisica,disciplina_cientifica
resorte,rebote,rebote
resorte,juguete,juguete
resorte,saltar,accion_fisica
resorte,elastico,elasticidad
resorte,estirar,elasticidad
resorte,pilas,energia
resorte,espiral,circular
resorte,metal,material_construccion
lucidez,mente,mente
lucidez,claridad,claridad
lucidez,despierto,despertar
lucidez,sentidos,sentidos_sensoriales
lucidez,,consciencia
lucidez,,identidad
lucidez,vivo,vida
facetas,caras,partes_del_rostro
facetas,etapas,etapa
facetas,personalidades,personalidad
reclamo,rato,desagrado
reclamo,salio,equivocacion
reclamo,especialidad padres,padres
reclamo,tienes chile quieres funciona,demandar
reclamo,libro,libros
reclamo,constancia,accion_prolongada
reclamo,amonestacion,demandar
reclamo,rabia,frustacion
reclamo,queja,malestar
reclamo,disconformidad,desconforme
evasión,evitar,evadir
evasión,salir,escapar
evasión,ponerse,sobrevivir
evasión,protegerse,proteccion
evasión,escapar,escapar
evasión,huir,escapar
evasión,correr,accion_fisica
evasión,esconderse,oculto
evasión,fuga,escapar
evasión,ilegal,ilegal
inercia,falta energia,fatiga
inercia,incapacidad cambiar,estabilidad
inercia,quedarse estancado,estabilidad
inercia,cosas forma mecanica,automatico
inercia,cosas,automatico
inercia,rutina,rutina
torpeza,,subjetivo
torpeza,torpe,torpe
torpeza,botar cosas,arrojar
torpeza,quebrar cosas,destruccion
torpeza,manos hacha,refran_popular
torpeza,cagarla,ofensivo
torpeza,dificultad,dificil
torpeza,falta dominio,inseguridad
torpeza,nube negra persigue,refran_popular
torpeza,lentitud,lentitud
intriga,misterio,suspenso
intriga,cahuin,calumnia
intriga,curiosidad,curiosidad
intriga,crimen,crimen
intriga,planes complot,planificar
intriga,secretos,secretos
intriga,verdades ocultas,secretos
intriga,detectives,investigador
intriga,policias,policia
intriga,enigma,enigma
solidez,solido,solido
solidez,rigido,estatico
solidez,firme,resistencia
solidez,duro,dureza
solidez,determinado,determinacion
solidez,fuerte,fuerza
aptitud,capacidad,capacidad
aptitud,talento,talento
aptitud,habilidad,destreza
aptitud,destreza,destreza
aptitud,fortalezas,fuerza
aptitud,herramientes,herramientas
anciana,vejez,vejez
anciana,arrugas,arrugas
anciana,canas,pelo_canoso
anciana,experiencia,experiencia
anciana,amigables,amistad
anciana,fragiles,fragil
anciana,mañosos,frustacion
anciana,enferman facilidad,envejecimiento
anciana,lentes,anteojos
anciana,caminan lento,lentitud
felinos,animales,animal
felinos,mamiferos,mamifero
felinos,carniveros,carnivoro
felinos,salvajes,animal_salvaje
felinos,tigres,animal_salvaje
felinos,leones,animal_salvaje
felinos,cazadores,cazadores
letrero,señal,senales
letrero,aviso,anuncio
letrero,propaganda,publicidad
letrero,publicidad,publicidad
letrero,noticia,noticioso
letrero,informar,informacion
letrero,,anuncio
albañil,maestro,maestria
albañil,constructor,constructor
albañil,construcción,constructor
albañil,trabajador,laborioso
albañil,carpinteria,carpinteria
albañil,rubro construcción,constructor
albañil,labores constructivos,constructor
madrina,familiar,familia
madrina,imagen mama,madre
madrina,mama,madre
madrina,madre,madre
madrina,tia,familia
madrina,apego,apego
madrina,sanguineo,herencia
péndulo,objeto,objetos
péndulo,suspensión,suspencion
péndulo,cuerda,cuerda
péndulo,predicción,predecible
péndulo,futuro,futuro
biólogo,ciencia,ciencia
biólogo,seres vivos,vida
biólogo,planeta,astros
biólogo,vida,vida
biólogo,cientifico,ciencia
biólogo,investigación,investigador
aristas,bases,superficie
aristas,pilares,estructura
aristas,conceptos,concepto
aristas,cuadrado,figura_geometrica
aristas,figuras,figura
aristas,geometría,matematicas
hormona,celulas,celulas
hormona,biología,disciplina_cientifica
hormona,sistema humano,cuerpo_humano
hormona,mensajeras,comunicacion
hormona,caracteristicas biologicas,naturaleza
hormona,señales cerebrales,actividad_cerebral
neblina,vision,visibilidad_reducida
neblina,agua,liquido
neblina,llovizna,lluvia
neblina,fenomeno meteorológico,fenomeno_climatico
neblina,esfumado,gaseoso
neblina,bruma,niebla
resorte,muelle,muelle
resorte,elastico,elasticidad
resorte,tension,fuerza_fisica
resorte,fuerza,fuerza
resorte,energía,energia
resorte,física,disciplina_cientifica
pericia,habilidad,destreza
pericia,facilidad,facil
pericia,rapidez,inmediatez
pericia,destreza,destreza
pericia,práctica,entrenamiento
pericia,experiencia,experiencia
pericia,conocimiento,conocimiento
lucidez,claridad,claridad
lucidez,rapidez,inmediatez
lucidez,desplante,arrogancia
lucidez,soltura,libertad
lucidez,habilidad,destreza
lucidez,pensamiento,capacidad_cognitiva
facetas,formas,figura
facetas,aspectos,superficial
facetas,maneras,personalidad
facetas,formas,estado_de_animo
facetas,modos,estado_de_animo
facetas,caracteristicas,caracteristica
reclamo,oposición,opuestos
reclamo,molestia,malestar
reclamo,alegato,demandar
reclamo,enojo,frustacion
reclamo,demandar,demandar
reclamo,exigir,demandar
reclamo,solicitar,peticion
evasión,evadir,evadir
evasión,esquivar,evadir
evasión,omitir,oculto
evasión,cumplir,irresponsabilidad
evasión,eludir,evadir
evasión,fuga,escapar
evasión,escape,escapar
inercia,movimientos,estatico
inercia,movimiento cero,estatico
inercia,reposo,descanso
inercia,cero,numero
inercia,inacción,estatico
inercia,inactividad,estatico
inercia,inmovil,estatico
torpeza,tonto,estupidez
torpeza,inutil,inutilidad
torpeza,letargo,lentitud
torpeza,retardo,lentitud
torpeza,incompetencia,ineficiencia
torpeza,ineptitud,inutilidad
intriga,curiosidad,curiosidad
intriga,trama,suspenso
intriga,drama,drama
intriga,enredo,laberinto
intriga,problema,frustacion
intriga,ansiedad,ansiedad
intriga,interes,interes
solidez,duro,dureza
solidez,fuerza,fuerza
solidez,firmeza,resistencia
solidez,fortaleza,fuerza
solidez,dureza,dureza
solidez,irruptible,irrompible
aptitud,actividades,actividad
aptitud,actitudes,personalidad
aptitud,intenciones,intencion
aptitud,caracteristicas,caracteristica
aptitud,intereses,interes
aptitud,psicología,disciplina_cientifica
aptitud,cerebro,organo_cuerpo_humano
salario,sueldo,remuneracion
salario,remuneración,remuneracion
salario,pago mensual,remuneracion
salario,valoración economica trabajo,remuneracion
salario,dinero percibir,remuneracion
salario,renta mensual,remuneracion
salario,ingresos trabajo,remuneracion
salario,ingresos económicos,remuneracion
salario,efectivo recibir,remuneracion
salario,dinero,dinero
crucero,barco,embarcacion
crucero,buque,embarcacion
crucero,vacaciones,vacaciones
crucero,viaje placer,placer
crucero,control velocidad,velocidad_crucero
crucero,velocidad constante autos,velocidad_crucero
crucero,misil,proyectil
crucero,viaje turistico,vacaciones
crucero,viaje maritimo,embarcacion
crucero,nave guerra,buque_de_guerra
pupitre,escritorio,mobiliario
pupitre,mueble colegio,mobiliario
pupitre,mesa,mobiliario
pupitre,mueble tapa colegio,mobiliario
pupitre,escritorio madera,mobiliario
pupitre,escolares,estudiante
pupitre,sirve tareas,evaluacion
pupitre,palabra antigua colegio,colegio
pupitre,mesa silla integrados,mobiliario
pupitre,antiguamente madera,madera
gatillo,arma,armamento
gatillo,sirve disparar,disparo
gatillo,palanca,palanca
gatillo,pistola,arma_de_fuego
gatillo,percutor,percutor
gatillo,disparador,disparo
gatillo,apretar rifle,dispositivo_mecanico
gatillo,dispositivo mecánico,dispositivo_mecanico
barriga,embarazada,embarazo
barriga,pansa,cuerpo_humano
barriga,gordo,sobrepeso
barriga,guata,cuerpo_humano
barriga,obeso,sobrepeso
barriga,abdomen,cuerpo_humano
barriga,vientre,cuerpo_humano
barriga,gordura,sobrepeso
barriga,adelgazar,delgado
barriga,ponerse forma,ejercicio
caverna,cueva,cueva
caverna,hoyo,agujero
caverna,tierra,subterraneo
caverna,subterraneo,subterraneo
caverna,acceco mina,mineria
caverna,minería,mineria
caverna,lugar profundo,profundidad
caverna,hogar prehistórico,prehistoria
caverna,cavernicola,prehistoria
caverna,excavación,excavacion
barbero,afeitador,oficio
barbero,barba,vello_facial
barbero,tradición,conservadurismo
barbero,cuidado personal,higiene
barbero,navaja,herramientas
barbero,profesión emergente,tendencia
barbero,peluquero,oficio
barbero,moda,tendencia
barbero,cuidado facial,esteticista
barbero,tradición antigua,antiguedad
cáscara,capa,caparazon
cáscara,carcaza,caparazon
cáscara,piel fruta,caparazon
cáscara,protector telefono,proteccion
cáscara,envoltura,abrigar
cáscara,caparazon,caparazon
cáscara,capa protectora,proteccion
cáscara,externo,exterior
cáscara,capa externa,exterior
cáscara,protección,proteccion
caracol,lento,lentitud
caracol,espiral,espiral
caracol,molusco,molusco
caracol,escalera,mobiliario
caracol,babosa,insecto
caracol,desplazamiento lento,lentitud
caracol,concha,caracola
caracol,caparazón,caparazon
caracol,,lentitud
caracol,centro comercial antiguo,negocio
planeta,tierra,terrestre
planeta,mundo,astros
planeta,satelite,astros
planeta,astro,astros
planeta,,sistema_solar
planeta,gira sol,sistema_solar
planeta,habitables,habitable
planeta,sistema solar,sistema_solar
planeta,gravedad,fuerza_fisica
planeta,hogar,hogar
premisa,anticipo,predecible
premisa,indicio,senales
premisa,premonicion,intuicion
premisa,suposición,suposicion
premisa,hipotesis,metodologia
premisa,planificación previa,planificar
premisa,punto inicio,comienzo
premisa,plan basado,suposicion
premisa,afirmación,afirmacion
premisa,condición previa,antecesor
timidez,vergüenza,verguenza
timidez,inseguridad,inseguridad
timidez,panico,alerta
timidez,incapacidad socializar,introversion
timidez,persona palabras,introversion
timidez,persona introvertida,introversion
timidez,miedo,miedo
timidez,retraído,introversion
timidez,temeroso,temor
timidez,falto personalidad,personalidad
modales,costumbres,comportamiento
modales,comportamiento,comportamiento
modales,reglas sociales,civismo
modales,,responsabilidad
modales,formas malas,comportamiento
modales,normas relacionarse,relacional
modales,educación,educacion
modales,persona educada,educacion
indicio,evidencia,evidenciar
indicio,prueba,evidenciar
indicio,señal,senales
indicio,sospecha situacion,suposicion
indicio,huella,huellas
indicio,signo pasara,pista
indicio,sintoma,sintoma
indicio,presentimiento,intuicion
indicio,premonición,intuicion
influjo,acto influenciar,influyente
influjo,genero cambio,cambiante
influjo,sugirió,influyente
influjo,impuso,imponer
influjo,resultado opinion,consecuencias
influjo,autoritario,autoridad
influjo,imponer idea,imponer
influjo,predomino,antecesor
dulzura,afable,agradable
dulzura,persona agradable,agradable
dulzura,nivel azúcar producto,azucar
dulzura,azucarado,azucar
dulzura,miel,dulce
dulzura,sabor,sabor
dulzura,expresión cariño,amabilidad
dulzura,mermelada,dulce
dulzura,amorosa,amabilidad
dulzura,cariñosa,amabilidad
réplica,repetición,reiterado
réplica,temblores consecutivos,sismo
réplica,temblor,sismo
réplica,respuesta alegato,discusion
réplica,respuesta,respuestas
réplica,contesta,reaccion
réplica,saca copia,imitacion
réplica,repite acción,reiterado
réplica,piratea,falsedad
espanto,susto,miedo
espanto,miedo,miedo
espanto,atónito,sorpresa
espanto,sorpresa,sorpresa
espanto,miedo fantasmas,miedo
espanto,temor,temor
espanto,terror,miedo
espanto,horror,horrorifico
espanto,reaccion temer,temor
espanto,asustar,miedo
vanidad,arrogancia,arrogancia
vanidad,superficial,superficial
vanidad,soberbia,arrogancia
vanidad,valor,cobarde
vanidad,irrelevante,irrelevante
vanidad,importante,irrelevante
vanidad,relevancia real,irrelevante
vanidad,modestia,arrogancia
vanidad,ostentar,avaricia
vanidad,presumir,arrogancia
socorro,ayuda,ayudar
socorro,auxilio,auxilio
socorro,acción apoyar,ayudar
socorro,asistencia,requiere_asistencia
socorro,apoyo,ayudar
socorro,petición ayuda,ayudar
socorro,cooperacion,cooperacion
socorro,grupo rescate,rescate
socorro,rescatar,rescate
socorro,nombre mujer,nombre_femenino
ajedrez,juego,juego
ajedrez,deporte,deporte
ajedrez,habilidad mental,capacidad_cognitiva
ajedrez,requiere inteligencia,inteligencia
ajedrez,requiere concentración,capacidad_cognitiva
ajedrez,requiere práctica,entrenamiento
ajedrez,predecir juego,predecible
ajedrez,difícil,dificil
ajedrez,competitivo,competitivo
ajedrez,estrategia,estrategia
cadáver,humano,ser_humano
cadáver,animal,animal
cadáver,muerte,muerte
cadáver,compuesto huesos,huesos
cadáver,oliente,maloliente
cadáver,descomposición,descomposicion
cadáver,asqueroso,desagrado
cadáver,cuerpo,cuerpo_humano
cadáver,cementerio,cementerio
cadáver,morgue,morgue
arreglo,mejora,mejorar
arreglo,perfección,perfeccionismo
arreglo,orden,ordenado
arreglo,estético,belleza
arreglo,,positivo
arreglo,solución,resuelve_problemas
arreglo,corrección,correccion
arreglo,aprendizaje,aprender
arreglo,fortalece,fuerza
arreglo,implica exista falla,falencia
detalle,especifico,especifico
detalle,minimo,rango
detalle,sutil,sutileza
detalle,pequeño,pequeno
detalle,notable,notorio
detalle,toman,exclusivo
detalle,importante,relevancia
detalle,preciso,precision
detalle,positivo negativo,positivo
detalle,positivo negativo,negativo
detalle,,fragmentado
pantano,shrek,pelicula_animada
pantano,lodo,barro
pantano,barro,barro
pantano,selva,paisaje
pantano,sucio,suciedad
pantano,amazonas,region_latinoamericana
pantano,peligroso,riesgoso
pantano,habitable,inhabitable
pantano,cafe,color_oscuro
pantano,vegetacion,naturaleza
pistola,muerte,muerte
pistola,asesinato,asesinos
pistola,balas,municion
pistola,polvora,explosivos
pistola,arma,armamento
pistola,sangre,tejido_liquido
pistola,guerra,guerra
pistola,enfrentamiento,confrontacional
pistola,disparo,disparo
pistola,miedo,miedo
misiles,guerra,guerra
misiles,muerte,muerte
misiles,terrorismo,terrorismo
misiles,conflicto,conflicto
misiles,pistola,arma_de_fuego
misiles,cañones,armamento
misiles,pánico,alerta
misiles,soldados,soldado
misiles,eeuu,estados_unidos
misiles,alarmas,alerta
huracán,viento,aire
huracán,tormenta,tormenta
huracán,pánico,alerta
huracán,desastre sobrenatural,desastre_natural
huracán,bunker,refugio
huracán,caribe,region_centroamericana
huracán,ráfagas,tormenta
huracán,destrucción,destruccion
huracán,katrina,nombre_femenino
huracán,miedo,miedo
ajedrez,juego,juego
ajedrez,fichas,piezas_tablero
ajedrez,inteligencia,inteligencia
ajedrez,negro blanco,dualidad
ajedrez,reina,realeza
ajedrez,tablero,tablero
ajedrez,cuadrados,tablero
ajedrez,jaque mate,instrucciones
ajedrez,estrategia,estrategia
llanura,geografia,disciplina_cientifica
llanura,tierra,terrestre
llanura,desolado,soledad
llanura,llano,paisaje
llanura,hoyo,agujero
llanura,espacio,espacio
llanura,fauna,fauna
llanura,calor,caliente
llanura,desierto,paisaje
llanura,soledad,soledad
estatua,escultura,escultura
estatua,madera,madera
estatua,escultor,artista
estatua,museo,museo
estatua,regalo,obsequio
estatua,arte,arte
estatua,manualidad,manualidad
estatua,marmol,materia_prima
estatua,grecia,pais_europeo
estatua,formas humanas,antropomorfo
monarca,rey,realeza
monarca,reina,realeza
monarca,monarquia,monarquia
monarca,aristocracia,aristocrata
monarca,inglaterra,pais_europeo
monarca,toma decisiones,decisiones
monarca,familia,familia
monarca,jefe,jerarquia
monarca,importante,relevancia
monarca,heredero,herencia
cadáver,muerte,muerte
cadáver,esqueleto,huesos
cadáver,huesos,huesos
cadáver,halloween,festividad
cadáver,miedo,miedo
cadáver,dolor,sufrimiento
cadáver,misterio,suspenso
cadáver,cuerpo,cuerpo_humano
cadáver,putrefacción,descomposicion
cadáver,terror,miedo
poblado,ciudadanos,ciudadanos
poblado,lugar especifico,localidad
poblado,pais,nacion
poblado,region,localidad
poblado,comunidad,comunidad
poblado,hogar,hogar
poblado,familias,familia
poblado,vecindad,comunidad
lamento,dolor,sufrimiento
lamento,arrepentimiento,arrepentido
lamento,grito,sonido_agudo
lamento,duelo,afliccion
lamento,pena,angustia
lamento,sentimiento,sentimientos
lamento,soledad,soledad
arreglo,herramientas,herramientas
arreglo,modificar,modificar
arreglo,mejorar,mejorar
arreglo,dialogar,conversacion
arreglo,embellecer,belleza
arreglo,decoración,decorativo
emoción,felicidad,felicidad
emoción,sentimiento,sentimientos
emoción,euforia,euforia
emoción,extasis,euforia
emoción,extremo,extremos
emoción,entusiasmo,diversion
emoción,,positivo
ingreso,entrada,entrada
ingreso,bienvenida,bienvenida
ingreso,puerta,mobiliario
ingreso,apertura,apertura
ingreso,comienzo,comienzo
ingreso,universidad,universidad
ingreso,dinero,dinero
ingreso,monto,cantidad
ingreso,salario,remuneracion
ingreso,paga,remuneracion
detalle,complicacion,dificil
detalle,pequeño,pequeno
detalle,importancia,irrelevante
detalle,regalo,obsequio
detalle,visible,invisible
detalle,diminuto,pequeno
sanidad,salud,bienestar
sanidad,limpieza,higiene
sanidad,actividad fisica,ejercicio
