Concepto,respuesta,Code
equality,fair treatment by institutions,institutional fairness
equality,transparency and accountability,accountability
equality,equality in public spaces,fairness
equality,fair taxation,impartial taxation
equality,everyone has a vote,voting rights
equality,everyone are equal,social parity
equality,does not exist in a dictatorship,authoritarianism
equality,one voice one vote,uniform voting power
equality,no discrimination,non-discrimination
equality,freedom,freedom
equality,peace,peace
equality,equal voting rights,uniform voting rights
equality,equal acces to public services,fair public access
equality,equal protection under the law,legal protection
equality,equal distribution,fairness
equality,equal treatment,fairness
equality,equal voting rights,voting rights
equality,equal opportunity,fairness
equality,non discriminating,non-discrimination
equality,social equality,social justice
equality,equal representation,impartial representation
equality,economic equality,economic justice
fairness,even,balanced
fairness,inconsistant,unreliable
fairness,purchase able,corruption
fairness,mythical,illusory
fairness,prized,valuable
fairness,fleeting,temporary
fairness,some democracies more fair than others,relative justice
fairness,most democracies certainly more fair than dictatorships or theocracies,relative justice
fairness,still a spectrum,relative justice
fairness,not guaranteed and easily to lose sight of in the midst of propaganda,precarious justice
fairness,means something different to every damn person thanks to said propaganda,subjective justice
fairness,should mean everyone gets a vote,universal voting
fairness,the right to plead your case,legal recourse
fairness,tolerance and respect to everyone,mutual respect
fairness,willingness to listen and hear other 's opinions,open-mindedness
fairness,fairness is affected by what 's legal,legal influence
fairness,fairness changes over time and affects the people,evolving justice
fairness,what 's considered fair is not always easy to tell,subjective justice
fairness,democracy should make life fair for all people living in america,social justice
fairness,democracy is based in fairness,foundation of justice
fairness,a democracy has aims to be fair to all of it 's people,equality
fairness,fairness is critical to the health of a democracy,essential for democracy
fairness,fairness means all voices are heard,inclusivity
fairness,fairness does not discriminate based on any attributes of people,impartiality
fairness,balance,balanced
fairness,even,balanced
fairness,matched,equality
fairness,giving all sides their say,inclusivity
fairness,unattainable in some situations,unreachable
fairness,equal,balanced
fairness,justice,justice
fairness,treating others the way you would want to be treated,golden rule
fairness,no favoritism,impartiality
fairness,equality,equality
fairness,the golden rule,golden rule
fairness,treating people as equal,impartiality
fairness,democracy means fairness,democratic justice
fairness,democracy means accountability that should be maintained,accountability
fairness,the way people can share their opinions,free expression
fairness,fairness prevents corruption,anti-corruption
fairness,it is getting justice,justice
fairness,it means protecting minority rights,minority rights
fairness,equal among all citizens,social parity
fairness,rights for all people of color,inclusivity
fairness,support for people of all incomes,economic inclusivity
fairness,every voice is heard,inclusivity
fairness,equal access to education,educational access
fairness,fair chance of being able to chase dreams,opportunity for success
fairness,equal,balanced
fairness,non discriminatory,impartiality
fairness,respectful,mutual respect
fairness,treated justly,justice
fairness,impartial,unbiased
fairness,not showing favoritism,unbiased
fairness,equal opportunities for all,opportunity for all
fairness,fair elections,transparent elections
fairness,equality and truth,equality
fairness,anti racism,non-discrimination
fairness,second chances,redemption
fairness,justice,justice
fairness,equal voting rights,universal voting
fairness,elections are conducted in a fair matter,transparent elections
fairness,all citizens should have equal opportunity to run for office,open political access
fairness,laws are equally applied to all citizens,impartial law enforcement
fairness,all citizens should have equal access to information,inclusivity
fairness,there should be no discrimination,non-discrimination
fairness,ensures equal rights and opportunities,ensures opportunity
fairness,encourages open dialogue and diverse perspectives,encourages dialogue
fairness,supports independent judiciary and rule of law,judiciary
fairness,fosters just and equitable distribution of resources,resource equity
fairness,level playing field for political competition,balanced competition
fairness,guarantees fair representation and voice,guarantees representation
fairness,gives everyone what they deserve,merit-based
fairness,without discrimination,non-discrimination
fairness,without favoritism,impartiality
fairness,just treatment,justice
fairness,treating people equally,impartiality
fairness,free from bias,unbiased
fairness,transparency,transparency
fairness,accountability,accountability
fairness,non discrimination,non-discrimination
fairness,impartiality,unbiased
fairness,opportunity of participation for everyone,inclusivity
fairness,equal voting rights,universal voting rights
fairness,very needed in democracy,critical for democracy
fairness,needed for equality in society,essential for balance
fairness,shows equity,equity
fairness,judged in an upright manner,just evaluation
fairness,keeps the society in a good pace,social stability
fairness,needed for a free state,necessary for freedom
fairness,impartiality,unbiased
fairness,equal opportunity,opportunity for all
fairness,fair electoral processes,transparent elections
fairness,justice,justice
fairness,protection of all individual rights,individual rights protection
fairness,non discrimination,non-discrimination
fairness,equal rights,social parity
fairness,access to voting,voting access
fairness,broad demographics,inclusivity
fairness,every vote is weighed equally,uniform voting weight
fairness,no big money interests,anti-corruption
fairness,no corruption,anti-corruption
fairness,voting rights,universal voting rights
fairness,fair election,transparent elections
fairness,access to justice,legal access
fairness,opportunity of participation,inclusivity
fairness,fair representation in the media,balanced media representation
fairness,protection of civil liberties,civil liberties
fairness,every citizen 's vote should have equal weight ensuring that all votes are counted equally in elections,voting rights
fairness,elected officials and government institutions should be accountable to the people this includes mechanisms for citizens to hold leaders responsible for their actions and decisions through regular elections and checks and balances,accountability
fairness,citizens should have the right to freely express their opinions criticize the government and engage in political discourse without fear of retribution,freedom of expression
fairness,the law should apply equally to all citizens including those in positions of power legal processes and decisions should be fair and impartial,impartial law
fairness,officials and government institutions should be accountable to the people this includes mechanisms for citizens to hold leaders responsible for their actions and decisions through regular elections and checks and balances,accountability
fairness,all eligible citizens should have the right to participate in the democratic process including voting and running for office this implies the removal of barriers such as discrimination based on race gender socioeconomic status or disability,inclusivity
fairness,is the right to love,universal love
fairness,unity,solidarity
fairness,togetherness,solidarity
fairness,love,compassion
fairness,happiness,contentment
fairness,love,compassion
fairness,lead by elected people,elected leadership
fairness,everyone deserves fair treatment,just treatment
fairness,right of the people,civil rights
fairness,enshrined in constitution,constitution
fairness,no discrimination,non-discrimination
fairness,always present in every action,omnipresent justice
fairness,one person one vote,universal suffrage
fairness,ranked choice voting for the true desired candidate,preferential voting
fairness,electoral security,secure elections
fairness,publicly funded elections with no external money or fundraising,transparent funding
fairness,equal air time or advertisements for all candidates,balanced media access
fairness,accessible voting,voting accessibility
fairness,equality,equality
fairness,equal voting rights,universal voting rights
fairness,freedom of speech,free expression
fairness,freedom of press,press freedom
fairness,due process,legal recourse
fairness,equal opportunity,opportunity for all
freedom,available,access
freedom,universal,universal
freedom,ok,good
freedom,giddy,positive emotion
freedom,selectively enforced,enforcement
freedom,mythical,not real
freedom,individual rights,rights
freedom,autonomy,autonomy
freedom,expression,expression
freedom,participation,engagement
freedom,civil liberties,rights
freedom,legal protections,protection
freedom,is a given,assumed
freedom,is a right,right
freedom,liberty,autonomy
freedom,political independance,sovereignty
freedom,people are able to choose for themselves,autonomy
freedom,people take for granted,assumed
freedom,not controlled,autonomy
freedom,ability to live,existence
freedom,ability to choose,autonomy
freedom,ability to make decisions,autonomy
freedom,happy,positive emotion
freedom,peaceful,positive emotion
freedom,happy,positive emotion
freedom,all people should have,right
freedom,a hope of peace,peace
freedom,to have ones own mind,autonomy
freedom,non slavery,abolition
freedom,liberty,autonomy
freedom,freedom is a fundamental part of democracy,autonomy
freedom,most people strive for freedoms in society,rights
freedom,the freedom of speech and expression is important to democracy,speech
freedom,our country was founded on the concept of heightened freedoms for the people,rights
freedom,freedom is the ability to choose how one should live their life,autonomy
freedom,people have differing ideas of what should or should not be a freedom example freedom to bear arms,bear arms
freedom,able to do what i want when i want and how i want,autonomy
freedom,to be able to speak whatever i want without worry of offending anyone,speech
freedom,to breathe clean air,environment
freedom,to live without oppression,opression
freedom,democrats lie and take away our freedoms,democracts are against
freedom,democrats will tell us everything we want to hear but then sit on their asses and do nothing,politics
freedom,free,unrestricted
freedom,make your own decisions,autonomy
freedom,do as you want to a limit,autonomy
freedom,every country should be,universality
freedom,rights to your own,rights
freedom,no slavery,abolition
freedom,america,America
freedom,opportunity,equality
freedom,fainess,equality
freedom,united states armed forces,Armed Forces
freedom,opportunity,equality
freedom,women 's rights,rights
freedom,balances individual rights with collective responsibility,balanced
freedom,fundamental human right,rights
freedom,promotes autonomy and self determination,autonomy
freedom,allows individuals to make choices and decisions,autonomy
freedom,enables political participation and voting,engagement
freedom,safeguards individual privacy and security,privacy
freedom,freedom of speech,speech
freedom,freedom of choice,autonomy
freedom,freedom of legal rights,rights
freedom,freedom of movement,autonomy
freedom,freedom of vote choice,engagement
freedom,freedom of choice of government,engagement
freedom,free speech,speech
freedom,freedom of religion,religion
freedom,freedom of expression,expression
freedom,the right to buy what products i want,consumer rights
freedom,getting to choose what i do and where i go,autonomy
freedom,knowing someone ca nt simply take my rights away and that my rights are my rights,protection
freedom,vital,necessity
freedom,morally right,ethical
freedom,equal,equality
freedom,we are entitled to it,right
freedom,necessary,necessity
freedom,happiness,positive emotion
freedom,america,America
freedom,press,press
freedom,speech,speech
freedom,religion,religion
freedom,equality,equality
freedom,diversity,diversity
freedom,freedom of speech,speech
freedom,freedom of assembly,assembly
freedom,freedom of associasion,association
freedom,freedom of the press,press
freedom,freedom of choice,autonomy
freedom,autonomy and self determination,autonomy
freedom,ability to choose,autonomy
freedom,ability to live without interference from government,autonomy
freedom,right to vote,voting
freedom,civil rights for all,rights
freedom,right to protest and advocate,protest
freedom,life liberty and the pursuit of happiness,rights
freedom,speech,speech
freedom,press,press
freedom,assembly,assembly
freedom,vote,voting
freedom,fair trial,justice
freedom,privacy,privacy
freedom,free speech,speech
freedom,free speech,speech
freedom,a set of rights given to the public,rights
freedom,free will,autonomy
freedom,equal opportunity,equality
freedom,the ability to do what we want,autonomy
freedom,citizens can express opinions without government censorship,speech
freedom,people can gather and protest peacefully,protest
freedom,individuals can practice any religion or none at all,religion
freedom,media can operate independently from government control,press
freedom,citizens have the right to vote and run for office,voting
freedom,individuals can make personal choices without undue interference,autonomy
freedom,choices,autonomy
freedom,freedom,unrestricted
freedom,peoples opinions,opinion
freedom,no dictitor,sovereignty
freedom,peace,peace
freedom,abraham lincoln,Abraham Lincoln
freedom,own choices are made within reason,autonomy
freedom,living free within reason laws etc,unrestricted
freedom,to marry who you want,couple choice
freedom,love what gender you want,choosing couple
freedom,pick and choose where i send my child to school,autonomy
freedom,old white men should n't get to dictate or regulate what it taught in schools etc,metacommentary
government,chosen by the people,elected
government,work for the people,representative
government,chosen leaders,elected leaders
government,can be corrupt,corruption
government,should look for the best interest of the nation,national interest
government,control the land,governance
government,a mess,inefficiency
government,untrustworthy,deception
government,liars,deception
government,scamming people,fraud
government,unfair,inequality
government,controlling,control
government,gives the people rights,rights protection
government,freedom,freedom
government,republican or democrat,political party
government,should be spread throughout the world,global governance
government,everyone should have a government,universal governance
government,leaders,leaders
government,it means elected representatives,elected representatives
government,it means that the decisions are made based on the majority vote,majority rule
government,it protects fundamental rights,rights protection
government,accountability is the main part of a governement,accountability
government,here citizens are free to choose their representatives,voter choice
government,here the judiciary operates independently,judiciary
government,corrupt,corruption
government,spends to much tax payer money,overspending
government,has to much power,overreach
government,should care for the little man but does'ent,neglect of the public
government,2 sides,bipartisanship
government,to many old people running country,old leaders
government,they are in charge,leadership
government,makes decisions for the people,decision-making
government,creates new laws,legislation
government,makes big decisions,decision-making
government,is responsible for a lot,responsibility
government,has to decide,decision-making
government,elected by people,elected
government,must guard against corruption,anti-corruption
government,represents people,representation
government,does n't represent everyone equally,unequal representation
government,sometimes beholden to corporations,corporate influence
government,peaceful transfer of power,peaceful transition
government,we elect leaders in the us,elections
government,it should be by the people for the people,public representation
government,corruption is rampant in the us,corruption
government,too many politicians mislead the people about what democracy really means,misleading
government,although elected by the people officials often do what they want,political autonomy
government,in the us we have 3 equal branches of government,separation of powers
government,how many are chosen,election process
government,supreme court plays a role in choosing,judiciary
government,freedom of religion press amendments,constitutional rights
government,held accountable or at least attempted to be that way,accountability
government,not always representative of why they were elected,misleading
government,fair election,fair election
government,corrupt,corruption
government,run by the president,presidential leadership
government,run by the party in office,party control
government,elected officials,elected officials
government,frustrating,negative emotion
government,controls the economy,economic control
government,transparency,transparency
government,transparency,transparency
government,president,president
government,elected officials,elected officials
government,legal framework,legal framework
government,checks and balances,checks and balances
government,people,voting
government,votes,taxation
government,taxes,elections
government,elections,elections
government,democracy,democracy
government,represented by the masses,representative
government,law,law
government,peace,peace
government,happiness,positive emotion
government,oneness,unity
government,unity,unity
government,peace,peace
government,elected officials,elected officials
government,separation of powers,separation of powers
government,rule of law,rule of law
government,accountability,accountability
government,protection of rights,rights protection
government,processes,processes
government,international relations government engages in diplomacy and international relations representing the nation 's interests,diplomacy
government,regulation government regulates to ensure public safety health and welfare,regulation
government,protection of property government protects property rights and individual ownership,property rights
government,citizen participation government encourages citizen participation through voting engagement and feedback,citizen participation
government,adherence to constitution government adheres to a constitution or founding document,constitutional adherence
government,promotion of common good government works for the common good balancing individual and collective interests,common good
government,a body that maintains the law,law enforcement
government,legislative,legislative
government,judicial,judiciary
government,executive,executive
government,implements the collection of taxes,taxation
government,implements conducting the execution of projects for the welfare of the public,public welfare
government,system president state local,government system
government,of the people democracy communism marxist russia,government forms
government,three branches executive legislative judicial,separation of powers
government,vote majority rule citizens,democracy
government,laws bills representatives congress,legislation
government,supreme court attorney general house senate,judiciary
government,ruling,ruling
government,multiple parties,multiparty system
government,freedom,freedom
government,parliament,parliament
government,government,parliament
government,peoples opinions,public opinion
government,represent the people,representation
government,law makers,lawmakers
government,adheres to separation of powers,separation of powers
government,ensures accountability,accountability
government,rulers of the country,leadership
government,policy makers,policymakers
government,for the people,public interest
government,just,justice
government,strong,strong
government,trustworthy,trustworthy
government,helpful,helpful
government,listens,listening
justice,sometimes more present in some democracies than others,variation
justice,more justice in most democracies than in a theocracy,democracy
justice,sometimes there is none,absence
justice,fair in some democracies in others powerful rich criminals get to walk scott free while pot offenders rot in for profit prisons   and then maybe the rich offenders run for president,injustice
justice,maybe just not possible in a democracy with a supreme court that has lifetime appointments and no accountability,limited
justice,certainly a spectrum,variation
justice,justice is determined by the law,law
justice,justice changes depending on the context of the democracy,contextual
justice,has levels,variation
justice,a limited few decide justice- whether it 's a jury or law makers,few make decisions
justice,different priorities affects what justice looks life,priorities
justice,some democracies are more forgiving than others,variation
justice,fairness,fairness
justice,rule of law,rule of law
justice,accountability,accountability
justice,impartiality,impartiality
justice,equal rights,equality
justice,due process,due process
justice,an ideal,ideal
justice,fairness,fairness
justice,an ideal,ideal
justice,a doctrine of fairness,fairness
justice,something to strive for,aspiration
justice,a foundational concept,foundation
justice,blind,impartiality
justice,better as technology increases,progress
justice,final say,authority
justice,bi partisan,neutrality
justice,not concerned with the politics just the laws,neutrality
justice,balance,balanced
justice,upholding the laws,law
justice,fairness,fairness
justice,standing up for oneself,self-defense
justice,attonement,atonement
justice,order,order
justice,paying the price for unlawfulness,consequences
justice,should be for all,equality
justice,judges,judiciary
justice,courts,courts
justice,laws implemented,law
justice,fair case,fairness
justice,fairly judged,fairness
justice,justice is blind,impartiality
justice,must be fair,fairness
justice,has equal chance,equality
justice,jury of piers,jury
justice,justice for all,equality
justice,not one sided,impartiality
justice,today 's justice is flawed,criticism
justice,criminals are free and innocent are fined,injustice
justice,there is not justice today,absence
justice,the justice will come when people right the wrongs of the last 4 years,metacommentary
justice,justice needs to come faster,urgency
justice,there is no sense of justice right now,absence
justice,not always given,absence
justice,sometimes unfair,injustice
justice,different meanings to different groups,subjectivity
justice,should be a goal,aspiration
justice,hard to achieve,hard to achieve
justice,more is needed,necessity
justice,fair,fairness
justice,consequences,consequence
justice,punished,penalty
justice,legal,law
justice,great,ideal
justice,american,America
justice,truth,truth
justice,honesty,honesty
justice,law,law
justice,rules,rules
justice,court,courts
justice,fair,fairness
justice,giving someone what they deserve,justice
justice,someone on the supreme court,judiciary
justice,doing what is right for the people regarding a crime,morality
justice,should be fair,fairness
justice,morally correct,morality
justice,fairness for protecting our rights,fairness
justice,can be subjective,subjectivity
justice,must be outlined by rules set in place,structure
justice,based on a system of government in place,structure
justice,may not always be democratic,variation
justice,can be evaded,evasion
justice,can be hard to determine,hard to define
justice,court,courts
justice,supreme court justice,judiciary
justice,president decides,authority
justice,party specific,partisanship
justice,should be trustworthy often is not,criticism
justice,unjust,injustice
justice,love,positive emotion
justice,peace,positive emotion
justice,unity,unity
justice,love,positive emotion
justice,happiness,positive emotion
justice,togetherness,togetherness
justice,equal treatment,equality
justice,fair legal process,due process
justice,due process,due process
justice,rule of law,rule of law
justice,protection of rights,rights
justice,accountability,accountability
justice,best for everyone,equity
justice,not necessarily the most popular idea,controversy
justice,justice should apply to everyone equally,equality
justice,based on laws,law
justice,the supreme court,judiciary
justice,not political,neutrality
justice,its base on rule of law,rule of law
justice,equal protection,equality
justice,impartial judiciary,impartiality
justice,access to justice,access
justice,accountability,accountability
justice,transparent,transparency
justice,equal justices,equality
justice,freedom,freedom
justice,respect for human rights,rights
justice,having womens rights,rights
justice,corrupt justice system,corruption
justice,social inequalities among the people,injustice
justice,rule of law,rule of law
justice,accountability,accountability
justice,protection of human rights,rights
justice,impartial judiciary,impartiality
justice,access to counsel,access
justice,fair and equal treatment under the law,equality
law,ensuring that legal decisions are made based on the law,rule of law
law,public participation,participation
law,separation of powers,separation of powers
law,protection of rights and freedoms,rights
law,applies equally to all individuals,equality
law,ensuring no one is above the law,rule of law
law,laws are guided by societal opinions,societal influence
law,they may change over time,changeable
law,they can divide people,divisive
law,they have the power to drastically change lives,impactful
law,they show societal beliefs over time,societal reflection
law,changes in law can easily show the end of democracy,straying
law,right,rights
law,fair,fairness
law,balanced,balanced
law,rules,rules
law,sue,legal action
law,lawyer,legal representation
law,should be applied fairly,fairness
law,written to provide guardrails for a country,structure
law,what prevents anarchy,order
law,formed by consensus and compromise,consensus
law,means nothing if not enforced,enforcement
law,a guide for how things operate,structure
law,ways by which we live,structure
law,keeping order,order
law,guiding policy,policy guidance
law,organizing a society,structure
law,telling people what to do,authority
law,creating structure,structure
law,necessary,necessity
law,ethical,ethical
law,peace,peace
law,harsh if necessary,strictness
law,must be abided by,enforcement
law,pertains to everyone,equality
law,strict,strictness
law,unchanging,unchangeable
law,scary for certain groups of people,fear
law,not enforce equally on all,injustice
law,big need for it,necessity
law,essential in running a country,necessity
law,must uphold consitution,constitutional
law,can be corrupted,corruption
law,must be upheld,rule of law
law,fair chance to everyone,equality
law,human rights,rights
law,due process,due process
law,fair,fairness
law,considerate of all citizens,inclusivity
law,to be enforced without discrimination,equality
law,equality,equality
law,effective,effectiveness
law,practical,practicality
law,constitution,constitution
law,amendments,constitution
law,court,courts
law,justice system,justice system
law,rules for the country,rules
law,can be fair,fairness
law,meant to preserve order,order
law,meant to protect the innocent,protection
law,meant to punish or jail the guilty,penalty
law,fallible,fallibility
law,changeable based on society,changeable
law,generally needs citizenry to agree,consensus
law,fair,fairness
law,just,justice
law,high standards,standards
law,innocent until proven guilty,presumption of innocence
law,reasonable doubt,reasonable doubt
law,equal,equality
law,supports the people,protection
law,protects the people,protection
law,is upheld by the judicial system,judiciary
law,can be unjust,injustice
law,can be changes by the people,changeable
law,can be improved upon,improvable
law,police,police
law,speed,speed
law,justice,justice
law,rules,rules
law,for the people,inclusivity
law,equality,equality
law,legal equality,equality
law,rules,rules
law,political freedom,freedom
law,foundational characteristics,foundation
law,well function,effectiveness
law,democracy,democracy
law,law bides people,law
law,provide togetherness,togetherness
law,provides unity,unity
law,embrace a country,nationalism
law,help solve conflict,conflict resolution
law,provide oneness,unity
law,foundation of democracy,foundation
law,keeps chaos at bay,order
law,necessary evil,necessity
law,police,police
law,courts,courts
law,keeping us from anarchy,order
law,unjust,injustice
law,lie,deception
law,use it to their favor,exploitation
law,hide,deception
law,deceptive practices,deception
law,no law,lawlessness
law,promises,promises
law,understanding,understanding
law,sympathetic,sympathy
law,decisive,decisiveness
law,listening,understanding
law,creative,creativity
law,designed to oppress the lower class,oppression
law,necessary in some respects but way over used,overused
law,will be the tool used to end democracy in america,democracy threat
law,acab,metacommentary
law,over enforced by violent agitators police,police brutality
law,a charade of order and pageantry for the judge to feel special about themselves,charade
law,legal equality,equality
law,political freedom,freedom
law,general legislation,legislation
law,government powers,government
law,criminal justice,criminal justice
law,civil justice,civil justice
people,people hold their leaders accountable,accountability
people,people have equal rights under the law,equality
people,people have the right to vote,voting rights
people,people can express their opinions freely,free speech
people,people participate in decision making processes,participation
people,people enjoy protection of their civil liberties,civil rights
people,easily manipulated,manipulable
people,hysterical,hysteria
people,happy to elect a fascist,misinformation
people,stupid,ignorance
people,brainwashed,brainwashed
people,still sometimes hopeful,positive emotion
people,untrustworthy,deception
people,annoying,annoying
people,unconsiderate,selfishness
people,people are usually different in apperence then one another,diversity
people,self centered,selfishness
people,cold,indifferent
people,people choose to have a democracy,democratic choice
people,people are the base of our democracy,democratic foundation
people,people 's voices should be heard and counted in a democracy,representation
people,people select representatives to do their will in a democracy,representative democracy
people,a democracy is fundamentally the will of the people who live in it,will of the people
people,people should have the power in a democracy,power to the people
people,people vote in a democracy,voting
people,people shape policy,policy influence
people,people register to vote,voter registration
people,people elect leaders,elections
people,people are voters,voters
people,people influence policy,policy influence
people,people do n't always exercise their right to vote,voter apathy
people,people try to prevent others from voting,voter suppression
people,needs of the people should drive democratic decisions,public needs
people,people are necessary for a democracy,democratic foundation
people,people believe democracy is being threatened,democracy threat
people,people defend democracy incorrectly,misinformation
people,citizens have the right and responsibility to vote in elections,civic duty
people,ultimate power and authority rest with the people,sovereignty
people,their views and opinions influence government decisions and policies,public opinion
people,engage in civic activities such as voting protesting or volunteering,civic engagement
people,enjoy protected civil liberties such as freedom of speech and assembly,civil liberties
people,represent a wide range of backgrounds beliefs and interests within society,diversity
people,civic duty to vote,civic duty
people,civic duty to be informed,civic literacy
people,use their vote to promote social issues they care about,social issues
people,often uninformed,uninformed
people,often more concerned with immediate problems than government,short-term focus
people,often feel oppressed by any government,oppression
people,equal,equality
people,honest,honesty
people,fair,fairness
people,just,justice
people,hard working,diligence
people,honest,honesty
people,equality,equality
people,differences,diversity
people,argument,debate
people,laws and rules,rule of law
people,justice,justice
people,vocal,expression
people,people run for offices,candidates
people,people cast their votes,voting
people,people should always root for the best outcome of elections even if their candidate does n't win,electoral fairness
people,people who vote should be citizens of the country,citizenship
people,people cheat,corruption
people,people who run for office often desire power,power-seeking
people,they can voice their opinions,expression
people,they have rights,rights
people,they have equal rights,equality
people,they contribute to their community,community involvement
people,they have the right to protest,protest rights
people,they can participate in debates,debate
people,vote and voice,voting
people,power and direct elections,sovereignty
people,ability to overthrow when necessary,rebellion
people,many choose not to participate,voter apathy
people,all people regardless of background have the same voice,equality
people,meetings city wide representatives,representation
people,voters,voters
people,over 18,age eligibility
people,engaged,engagement
people,multicultural,diversity
people,the population of a nation,citizenship
people,citizens,citizenship
people,very intelligent,intelligence
people,have love for each other,compassion
people,follow rules regulations,law-abiding
people,walk upright with both legs,humans
people,mostly educated,educated
people,has companion,social beings
people,critical thinking,critical thinking
people,voting as a duty,civic duty
people,respect for the rules of law,rule of law
people,sense of community,community
people,political awareness,political awareness
people,civic literacy,civic literacy
people,voters,voters
people,activists,activists
people,public opinion,public opinion
people,citizens,citizenship
people,population,population
people,taxpayers,taxpayers
people,the voice masses,masses
people,no democracy without people in it,democratic foundation
people,electing and voting representatives,elections
people,exercise civil rights and duties by voting,civic duty
people,informed and educated,educated
people,critical thinking,critical thinking
people,people give the power,sovereignty
people,individual voices allowed to be herd,expression
people,masses can be influenced and swayed,manipulable
people,heartbeat of democracy,democratic foundation
people,grassroots support,grassroots
people,can be candidates and voters,civic engagement
people,the foundation,foundation
people,self rule,self-governance
people,uniformed,uninformed
people,selfish,selfishness
people,voting for personal intrest,self-interest
people,mislead by leaders,misled
people,power,power
people,exercise voting,voting
people,participate in civic live,civic engagement
people,enjoy freedom,freedom
people,respect for rule of law,rule of law
people,influence policy,policy influence
people,sovereignty,sovereignty
people,participation,participation
people,responsibility,responsibility
people,social contract,social contract
people,civil rights,civil rights
people,access to information,information access
politics,are annoying,annoying
politics,is a neccessity for a goverment to work,necessity
politics,needed for a country to work,necessity
politics,is how groups tipically make desicions,decision-making
politics,how the many choose,majority rule
politics,is a way to reach a result or solution to a problem peacefully,peaceful resolution
politics,having people pay taxes,taxation
politics,having national aid,national aid
politics,relying on law and order,law and order
politics,shaping our society,societal development
politics,people can vote for what they believe in and for change,voting rights
politics,branches of government,government structure
politics,political leaders are chosen through fair elections,fair elections
politics,decisions are often made based on the majority vote,majority rule
politics,fundamental rights such as freedom of speech is well protected,civil rights
politics,elected members are held accountable to the public through elections,accountability
politics,government actions and decisions are open by the public and the media,transparency
politics,electoral processes are designed to be competitive and fair,fair elections
politics,news,media
politics,world,global affairs
politics,media,media
politics,leaders,political leaders
politics,senetors,senators
politics,president,president
politics,pots selfforward first,self-interest
politics,loses some integrity trying to please everyone,compromise
politics,charisma counts,charisma
politics,insincerity,deception
politics,dog eat dog affair,competition
politics,generally backs concept of helping america,national interest
politics,governance of a country,governance
politics,debates about power,power struggle
politics,members of law making organizations,law making
politics,influencing how a country is governed,political influence
politics,managing a state or government,governance
politics,governing citizens,governance
politics,regular free and fair elections are a cornerston,fair elections
politics,citizens elect representatives to make decisions on their behalf,representation
politics,open public debate and discourse are encouraged and protected,public discourse
politics,citizen participation in the political process is vital,citizen participation
politics,laws are applied equally to all including those in power,rule of law
politics,power is divided among branches of government to prevent abuse,checks and balances
politics,lying from politicians,dishonesty
politics,party lines less variety of choice,limited choice
politics,biased media or leaning media,media bias
politics,unclear views or standpoints no clear answers at times,uncertainty
politics,can make the importance of democracy non existent,straying
politics,many politicians forget about democracy,neglect of democracy
politics,involves competition for power and representation,competition
politics,evolves through elections reforms and social change,evolution
politics,centers around governance and decision making,governance
politics,requires accountability transparency and ethics,accountability
politics,includes political parties ideologies and interests,political parties
politics,addresses social economic and environmental issues,socioeconomic issues
politics,fair,fairness
politics,informative,information
politics,discussion,discussion
politics,debate,debate
politics,morals,morality
politics,philosophy,philosophy
politics,tied together,common fate
politics,democracy is a form of politics,democracy
politics,must be upheld,democracy protection
politics,can be subjective,subjectivity
politics,can be polarized,polarization
politics,often a hot topic,controversy
politics,confusing,confusion
politics,anxiety inducing,negative emotion
politics,should be fair but often is not,injustice
politics,corrupt,corruption
politics,voters,voters
politics,america,America
politics,citizen participation,citizen participation
politics,policy making,policy making
politics,checks and balances,checks and balances
politics,constituent representation,representation
politics,political campaigning,political campaigning
politics,freedom of the press,press freedom
politics,differences of opinions,differences
politics,leveraging positions to promote an agenda,agenda promotion
politics,dirty,dirty politics
politics,can be righteous depending on the circumstance,situational righteousness
politics,conflicting parties,conflict
politics,division,divided
politics,leaders are chosen through elections,elections
politics,citizens engage in voting and campaigning,citizen engagement
politics,diverse viewpoints are openly discussed and debated,public discourse
politics,parties organize to represent different interests and viewpoints,political parties
politics,government actions are based on established laws,rule of law
politics,government actions and decisions are open to public scrutiny,transparency
politics,collective,collective
politics,divisive,divided
politics,contested,contestation
politics,elite,elite
politics,non inclusive,exclusion
politics,emotional,emotional
politics,voice of people,public voice
politics,corruption,corruption
politics,elections,elections
politics,propaganda,propaganda
politics,manipulation,manipulation
politics,poeple,people
politics,democrat republican independent,political parties
politics,vote election electoral college,elections
politics,president senators house members congress,government structure
politics,supreme court laws bills,legal system
politics,three branches legislative executive judicial,government structure
politics,law and order constitution amenments,rule of law
politics,elections,elections
politics,media bias,media bias
politics,debates,debates
politics,lobbying,lobbying
politics,negotiation,negotiation
politics,sometimes people bend the truth,dishonesty
politics,association,association
politics,consent of the governed,consent of the governed
politics,voting rights,voting rights
politics,freedom of assembly,freedom of assembly
politics,personal property,property rights
politics,freedom of religion and speech,civil rights
politics,debates,debates
politics,dialogues,dialogues
politics,openly ensure public scrutiny and trust,transparency
politics,groups representing a wide range of viewpoints,diversity
politics,policy making,policy making
politics,lies and deceptions sometimes to public,dishonesty
politics,ideology,ideology
politics,parties,political parties
politics,different views on topics,differences
politics,elections,elections
politics,rule of law,rule of law
politics,political participation,citizen participation
president,elected,elected
president,universal,universal
president,checked and balanced,checks and balances
president,impeachable,impeachable
president,unimpaeachable,unimpeachable
president,seen,visible
president,power,power
president,leader,leader
president,liar,deception
