Concepto,respuesta,Code
grass,deer,animals
grass,microworld,microworld
grass,widespread distribution,ubiquity
grass,diverse species,species
grass,herbaceous plants,herbaceous
grass,adaptability,adaptability
grass,important food source,food source
grass,erosion control,soil health
grass,many colors,colors
grass,plants,plant
grass,bugs,insects
grass,food,food source
grass,bed,laying
grass,fire,fire risk
grass,green,green
grass,grows,growth
grass,can be wild or domesticated ie in people 's yards,adaptability
grass,wild grasses can be source of food for wildlfe,food source
grass,helps the ecosystem,ecological role
grass,provides oxygen,oxygen production
grass,seasonal changes grass growth and color can change with the seasons with many grasses going dormant during winter months,seasonal change
grass,oxygen production like all plants grass produces oxygen as a byproduct of photosynthesis,oxygen production
grass,ecological importance grass provides food and habitat for many animals from insects to grazing mammals,ecological role
grass,"diverse species there are over 10,000 known species of grass ranging from tall grasses like bamboo to short grasses like blue grama",species
grass,soil stabilization grass roots help hold soil in place preventing erosion and landslides,soil health
grass,widespread distribution grass is found on every continent and in almost every environment from tropical to arctic regions,ubiquity
grass,it is almost everywhere,ubiquity
grass,it indicates life,life
grass,it is abundant,abundance
grass,it can grow wild,adaptability
grass,it is a good resting area,resting
grass,it nourishes animals,food source
grass,contains chlorophyll for photosynthesis,photosynthesis
grass,forms dense tufts or patches,cluster growth
grass,typically remains close to the ground,growth
grass,features long thin blades,length
grass,needs sunlight for growth,sunlight
grass,supports various wildlife and insects,ecological role
grass,is green,green
grass,is used for feeding,food source
grass,is everywhere,ubiquity
grass,is naturally occuring,natural
grass,can not be eaten by humans,inedible
grass,in farms,agriculture
grass,plant,plant
grass,photosynthesis,photosynthesis
grass,reproduction,reproduction
grass,biodegradable,biodegradable
grass,water requirements,needs water
grass,growth,growth
grass,green,green
grass,useless for humans to use for a lawn we can not eat it,inedible
grass,useful in native habitats for preventing soil erosion,soil health
grass,grazing cows,grazing
grass,open prairie,grass
grass,unruly,untamed
grass,camouflage,camouflage
grass,water collector,water
grass,provides cool spot,shade
grass,ground cover,ground
grass,not trees,ground
grass,low lying cover,ground
grass,grass are green,green
grass,grass are eaten by animals,food source
grass,grass are not as big as trees,size
grass,grass are used for decorating,beauty
grass,grass are home to little insects,insects
grass,grass reduces green house effect,carbon storage
green,signals new life,new life
green,common in spring and summer on trees,spring
green,can be used by animals to chameoflouge,camouflage
green,can signify something is not ripe yet,ripeness
green,is common,common
green,lack of green can indicate end of the growth season,seasonal change
green,is the result of chlorophyll in plants,chlorophyll
green,the color of several minerals,minerals
green,a predominate color of amphibians,amphibian color
green,a predominate color of reptiles,reptile
green,a common color of insects,insects
green,algae blooms,algae
green,natural,natural
green,chlorophyll,chlorophyll
green,vital for photosynthesis,photosynthesis
green,common,common
green,many different shades,shade
green,most plants have some green on them,plant
green,leafy,leafs
green,natural,natural
green,healthy,healthy
green,summer spring,spring
green,mature,maturity
green,camoflague,camouflage
green,trees,trees
green,grass,grass
green,a forest full of trees and unmanned land,forest
green,vitality,vitality
green,growth,growth
green,healthy land,healthy
green,everywhere,ubiquity
green,signifies health,healthy
green,grows in summer,summer
green,goes away in winter,winter
green,helps plants photosynthesize,photosynthesis
green,very pretty,beauty
green,most foliage is green,foliage
green,green means life and growth,growth
green,green is comforting in nature,positive emotion
green,nature is green primarily in warm months,summer
green,the absence of greenery means it is getting colder,winter
green,healthy grass is green,grass
green,plants,plant
green,alive,vitality
green,food,food
green,shelter,shelter
green,cover,cover
green,oxygen,oxygen
green,grass,grass
green,trees,trees
green,clean,clean
green,lively,vitality
green,life source,vitality
green,edible,edible
green,color of leaves,leaf color
green,summer grass,seasonal change
green,certain animals change to green to conceal themselves,camouflage
green,many flower stems are green,green
green,color of frogs,amphibian color
green,polluted waters can be green,algae
green,provides natural balance,balance
green,improves environmental health,healthy
green,fresh environment,freshness
green,pure and clean vegetation,clean
green,biodiversity,biodiversity
green,high degree of photosynthesis,photosynthesis
green,associated with plants and vegetation,plant
green,dominant color in forests and landscapes,forest
green,symbolizes balance and nature 's cycles,balance
green,linked to eco friendliness and sustainability,sustainability
green,calming and soothing color,positive emotion
green,represents growth and harmony,growth
green,chlorophis in plants,chlorophyll
green,the general color of land as seen from space,earth color
green,a way of living that produces as little polutiants as you can,eco-friendly
green,is the best sign of life on earth as seen from space,vitality
green,hold water,water retention
green,the most comon color on earth that occurs naturaly,natural
green,chlorophyll,chlorophyll
green,vegetation,vegetation
green,healthy growth,healthy
green,photosynthesis,photosynthesis
green,ecosystem,ecosystem
green,health of the environment,healthy
green,grass,grass
green,trees,trees
green,health,healthy
green,thriving,vitality
green,beautiful environment,beauty
green,some animals,animals
green,get their color from chlorophyll,chlorophyll
green,are usually plants with leaves,plant
green,trees are usually green during the spring and summer,spring
green,bushes are typically green,bushes
green,grass is typically green,grass
green,a lot of insects and animals eat leaves which are green,leaves
green,trees,trees
green,grass,grass
green,plants,plant
green,gardens,gardens
green,apples,apples
green,forests,forest
green,green is a sign of wealth,wealth
green,green is a sign of love,love
green,green is a sign of love,love
green,green is a color,green
green,green beautify nature,beauty
green,green is a light,light
green,earthy tone green is an earthy tone connecting us to the natural world,earth color
green,healing green is associated with healing as it 's believed to have a soothing effect on the eyes and mind,healing
green,abundance green signifies abundance prosperity and lushness in natural environments,abundance
green,freshness green represents freshness youth and vitality in nature,freshness
green,camouflage green is a common color for animal camouflage helping creatures blend into their surroundings,camouflage
green,symbolism green symbolizes life renewal and fertility in many cultures,vitality
green,it is synonymous with nature,natural
green,it is the color of leaves,leaf color
green,it usually indicates eco friendly,eco-friendly
green,it is the color of leaves that cover the earth,leaf color
green,it indicates vitality,vitality
green,it connotates a healthy forest,forest
green,found in plants due to chlorophyll,chlorophyll
green,associated with healthy growing vegetation,vegetation
green,common color of plant foliage,leaf color
green,represents harmony and equilibrium,balance
green,dominant color in natural landscapes,green
green,ranges from pale to dark green,shade
green,clean,clean
green,low carbon footbprint,eco-friendly
green,organi,organic
green,untainted,clean
green,the original state of things,natural
green,unspoiled by humans,unspoiled
lake,can affect water levels and the behavior of aquatic life,aquatic life
lake,experience seasonal changes,seasonal change
lake,play a key role in nutrient cycling,nutrient cycling
lake,serving as reservoirs for aquatic ecosystems,ecological role
lake,can vary greatly in depth,depth
lake,can influence the types of plants and animals that live in them,ecological role
lake,body of water,body of water
lake,ecosystem,ecosystem
lake,depth variation,depth
lake,water levels,water levels
lake,surrounded by land,landlocked
lake,nutrient cycling,nutrient cycling
lake,water,water
lake,fishing,fishing
lake,boating activities,boating
lake,fish,fish
lake,body of water,body of water
lake,fresh water,freshwater
lake,is its own ecosystem,ecosystem
lake,water source for animals,water source
lake,helps cool down the area,climate influence
lake,home of many animals,animals
lake,full of water,water
lake,are cool,cool
lake,lakes are made from streams and creaks,water source
lake,lakes house fish,fish
lake,lakes give people a place too cool off and swim,swimming
lake,lakes can be so big they look like oceans,size variation
lake,lakes are fresh water generally,freshwater
lake,lakes can be shallow or deep,depth
lake,large,large
lake,water source,water source
lake,fun,recreation
lake,calming,calming
lake,refreshing,refreshing
lake,fishing source,fishing
lake,fresh water,freshwater
lake,provides recreational fishing,fishing
lake,freezes over in cold environments,freezing
lake,provides a home to a multitude of species of fish,ecological role
lake,provides food to animal species that rely on aquatic species,ecological role
lake,gives humans and animals water to stay alive,water source
lake,water,water
lake,supports wildlife,wildlife
lake,refuge for birds,bird
lake,water for animals,water source
lake,supports microscopic organisms,microscopic organisms
lake,often undervalued,undervalued
lake,fun to swim in but can be dangerous,swimming
lake,home to bass,fish
lake,beautiful to view from above,beauty
lake,great for boating and water skiing,boating
lake,covers lots of surface area,large
lake,not typically deep,shallow
lake,body of water,body of water
lake,still,still water
lake,trees,trees
lake,kayak,boating
lake,lake house,lakehouse
lake,fishing,fishing
lake,wet,water
lake,deep,depth
lake,home for fish,fish
lake,swimmable,swimming
lake,no sharks,safe
lake,waves,waves
lake,still water characteristics,still water
lake,defines boundary,landlocked
lake,influence on climate of the area,climate influence
lake,seasonal variation,seasonal change
lake,recreational values,recreation
lake,possesses fresh water,freshwater
lake,blue,blue
lake,can swim without sharks,swimming
lake,beach,beach
lake,fun day out with friends,fun
lake,large,large
lake,safe,safe
lake,water,water
lake,light breeze,breeze
lake,fish,fish
lake,otters,otter
lake,trees,trees
lake,storms,storms
lake,body of fresh or saltwater,body of water
lake,landlocked,landlocked
lake,still.or slow moving water,still water
lake,supports aquatic life,ecological role
lake,water cycle component,water cycle
lake,geological formation,geology
lake,big,large
lake,small,small
lake,water,water
lake,biodiversity,biodiversity
lake,pollution,pollution
lake,clean,clean
lake,fish,fish
lake,water,water
lake,algea,algae
lake,still,still water
lake,boat,boating
lake,swimming,swimming
lake,fresh water,freshwater
lake,contained by land,landlocked
lake,feeds rivers and streams,water source
lake,self contained,contained
lake,home of various species,species
lake,deep water,depth
lake,blue,blue
lake,natural,natural
lake,large and deep,depth
lake,contain wildlife,wildlife
lake,replenished by rain and levels can get too high,rain
lake,clean,clean
lake,is a part of a water bodies,water body
lake,helps animals to drink,water source
lake,covers half of the earth,large
lake,helps nature,natural
lake,adds up to nature,natural
lake,lake contains fishes,fish
lake,support ecosystem,ecological role
lake,fresh water,freshwater
lake,it a still water,still water
lake,is a body of water,body of water
lake,can be used by humans,recreation
lake,lakes often experience seasonal changes such as freezing in winter in colder climates,seasonal change
lake,water,water
lake,boat,boating
lake,wide,large
lake,deep,depth
lake,cold,cold
lake,beautiful,beauty
lake,water body,body of water
lake,has an ecosystem,ecosystem
lake,gets water from another source,water source
lake,freshwater,freshwater
lake,provides extracurricular nature related activities such as swimming fishing etc,recreation
lake,can be natural or man made,natural
lake,still,still water
lake,fish,fish
lake,life,life
lake,peace,calming
lake,souce of water,water source
lake,rocks,rocks
leaf,changing,seasonal change
leaf,green or orange or red,color change
leaf,from deciduous trees,deciduous
leaf,can be poisonous,toxic
leaf,make good compost,compost
leaf,very old fashioned toilet paper,toilet paper
leaf,a plant,plant
leaf,something that grows from a plant,plant part
leaf,a plant structure,plant part
leaf,a part of plant anatomy,plant part
leaf,is green much of the time,green
leaf,a piece of a plant,plant part
leaf,crunchy,texture
leaf,beautiful,beauty
leaf,food for worms,food source
leaf,messy,messy
leaf,brown,brown
leaf,green,green
leaf,a leaf is typically green in summer,seasonal change
leaf,a leaf will change colors in the autumn,color
leaf,a leaf will fall off the tree in autumn,falling
leaf,a leaf will regrow in spring,growth
leaf,a leaf absorbs sunlight like a solar panel,photosynthesis
leaf,a leaf has veins running water to the tips,veins
leaf,extensuion,growth
leaf,integral part of leaf,plant part
leaf,part of plants framework,plant structure
leaf,necessary for ecosystem,ecological role
leaf,food for insects and animals,food source
leaf,provides cushioning for plants,protection
leaf,changes colors,seasonal change
leaf,grows on trees,growth
leaf,falls off of trees during winter,seasonal change
leaf,turns red and orange during fall,seasonal change
leaf,provides shade while on a tree,shade
leaf,can come in various shapes,shape variation
leaf,part of a pant,plant part
leaf,food source,food source
leaf,produces oxygen,oxygen production
leaf,green,green
leaf,creates shade,shade
leaf,feeds the plant,plant nourishment
leaf,plays a key role in photosynthesis converting sunlight into energy for the plant,photosynthesis
leaf,typically green due to chlorophyll which helps in capturing light,chlorophyll
leaf,contains a network of veins that transport water and nutrients,veins
leaf,varies widely in shape and size depending on the plant species,shape variation
leaf,often shed seasonally particularly in deciduous trees,seasonal change
leaf,can have different textures such as smooth jagged or waxy depending on the plant ’s adaptation,texture
leaf,they grow on trees and bushes,growth
leaf,there are many different kinds,variety
leaf,the color changes,seasonal change
leaf,they fall off branches when the weather gets cold,seasonal change
leaf,they play a part in keeping the air clean,oxygen production
leaf,they all have stems,stems
leaf,grows on plants trees and shrubs,plant
leaf,essential for photosynthesis and growth,photosynthesis
leaf,varied shapes sizes and colors,shape variation
leaf,provides food and shelter for wildlife,food source
leaf,changes color with seasons e.g. autumn foliage,seasonal change
leaf,falls off trees during autumn or dry seasons,falling
leaf,green color,green
leaf,process of photosynthesis,photosynthesis
leaf,has veins,veins
leaf,has stomata,stomata
leaf,leaf cycle,seasonal change
leaf,leaf arrangement,plant structure
leaf,looks attractive,beauty
leaf,are mostly green,green
leaf,always at the stems,stems
leaf,serve as medium to which plant grows,plant growth
leaf,serve as flowers,flowers
leaf,some edibles,edible
leaf,the thing on trees,trees
leaf,green or red,color
leaf,falls off trees and is flammable,falling
leaf,gets stuck to feet and car tires,messy
leaf,leaf piles up,messy
leaf,can show what nature is like dead or alive,nature health
leaf,either brown orange red yellow or green,color
leaf,grows on a tree,growth
leaf,falls to the ground in the autumn,seasonal change
leaf,are a part of a plant,plant part
leaf,food for some insects,food source
leaf,crunchy,texture
leaf,grows on trees or plants,growth
leaf,varying shapes depending on the plant it grew on,shape variation
leaf,gathers sunlight for the plant,photosynthesis
leaf,can signal the health of its plant,nature health
leaf,leaves from trees fall in the autumn,seasonal change
leaf,are beneficial to the greater natural system,ecological role
leaf,grean,green
leaf,lush,beauty
leaf,fall colors,seasonal change
leaf,shade,shade
leaf,breeze,breeze
leaf,maple,maple
leaf,part of a plant,plant part
leaf,green and other colors too,color
leaf,stems from the branches and grows,growth
leaf,when plucked can die and wither away,decay
leaf,changes colors in different seasons,seasonal change
leaf,can be beautiful,beauty
leaf,absorbs sunlight,photosynthesis
leaf,requires water,plant nourishment
leaf,eaten by animals,food source
leaf,has viens,veins
leaf,plant 's lifeforce,photosynthesis
leaf,is a limb of plants,plant part
leaf,trees brush pages,trees
leaf,brush blowing tree stump,brush
leaf,fall,seasonal change
leaf,outdoors kids snakes,outdoors
leaf,house yard forest,yard
leaf,lake scenery,beauty
leaf,plant,plant
leaf,water catcher,water retention
leaf,way to determine a plant,plant identification
leaf,provides shade,shade
leaf,can provide camouflage,protection
leaf,food,food source
leaf,green,green
leaf,alive,alive
leaf,oxygen,oxygen production
leaf,natural,natural
leaf,life,life
leaf,photosynthesis,photosynthesis
mountain,incredibly old,ancient
mountain,also creates natural divisions between lands,barrier
mountain,has its own interesting specific species like mountain goats,goats
mountain,can also be deadly,dangerous
mountain,also quite big,large
mountain,unfortunately sometimes full of coal,resource
mountain,a large rock formation,rocks
mountain,a large peak in nature,peak
mountain,a large rocky mound,rocks
mountain,a rock mound covered with plants,vegetation
mountain,a high peak,peak
mountain,a prominent mound,mound
mountain,tall,tall
mountain,have snow on top,snow-capped
mountain,have caves,caves
mountain,have springs,water source
mountain,some are buried pyramids,mystery
mountain,some are ancient civilizations melted to stone,ancient
mountain,very large,large
mountain,taller than everything around it,tall
mountain,touches the clouds,tall
mountain,dangerous to climb,dangerous
mountain,beautiful,beauty
mountain,a home for some animal species,habitat
mountain,daunting,daunting
mountain,great place for hiking,hiking
mountain,massive,large
mountain,blocks the sun,barrier
mountain,fun to climb,climbing
mountain,most fun thing to observe in nature,beauty
mountain,high above the surrounding terrain often with significant altitude,elevation
mountain,comprised of rocks cliffs and rugged landscapes,rugged terrain
mountain,peaks are often covered in snow especially in colder climates,snow-capped
mountain,home to diverse flora and fauna often unique to the mountain environment,biodiversity
mountain,subject to natural erosion processes like wind water and ice,erosion
mountain,popular for outdoor activities like hiking climbing and skiing,outdoors
mountain,high,tall
mountain,breathe taking,beauty
mountain,avalanch,avalanches
mountain,climbers,climbing
mountain,has many different kinds of animals,biodiversity
mountain,peaks and valleys,peak
mountain,fortress,barrier
mountain,weather changer,climate influence
mountain,barrier,barrier
mountain,harsh environment,harsh conditions
mountain,refuge,refuge
mountain,wild,wild
mountain,low oxygen near the top,low oxygen
mountain,a beautiful view,beauty
mountain,a dangerous climb,dangerous
mountain,various wildlife,biodiversity
mountain,a rewarding exercise,hiking
mountain,cold temperatures,cold
mountain,tall,tall
mountain,many climb these,climbing
mountain,mount everest and other landmarks,landmarks
mountain,snow at the peak,snow-capped
mountain,dangerous or cliffs,dangerous
mountain,water sources,water source
mountain,the highes point of land masses,elevation
mountain,the result of plate techtonics and volcanic activity,geology
mountain,worn down over millions of year by erosion,erosion
mountain,are quite big,large
mountain,they get colder the higher you go,temperature variation
mountain,often have few trees at the top and increesingly less o2,low oxygen
mountain,elevated terrain,elevation
mountain,peak or summit,peak
mountain,geological formation,geology
mountain,climate variation,climate influence
mountain,climate variation,climate influence
mountain,vegetation zones,vegetation
mountain,elevation,elevation
mountain,geological formation,geology
mountain,ecosystems,ecosystem
mountain,climate variations,climate influence
mountain,rugged terrain,rugged terrain
mountain,peaks,peak
mountain,stands significantly above surrounding land,elevation
mountain,often has rugged steep terrain,rugged terrain
mountain,hosts various habitats from base to peak,biodiversity
mountain,often has snow capped peaks especially in higher altitudes,snow-capped
mountain,typically part of a larger mountain range,range
mountain,influences local weather patterns and precipitation,climate influence
mountain,tall,tall
mountain,are in a range,range
mountain,climbable,climbing
mountain,covered in snow or ice,snow-capped
mountain,away from the city,remote
mountain,sharp triangular peaks,peak
mountain,lion labdscape,lion
mountain,rocky snow peak valley,terrain
mountain,tall picturesque outdoor forest,outdoors
mountain,trees animals elevation,trees
mountain,dangerous adventure large,dangerous
mountain,clouds birds,clouds
mountain,high,tall
mountain,spring,water source
mountain,trees,trees
mountain,hikes,hiking
mountain,trees,trees
mountain,rocks,rocks
mountain,tall,tall
mountain,snow capped,snow-capped
mountain,kept safe by federal law,protected
mountain,hard to climb,dangerous
mountain,dangerous if not prepared well,dangerous
mountain,mountain goats live there,goats
mountain,formation,geology
mountain,elevation,elevation
mountain,water source,water source
mountain,hiking,hiking
mountain,cold climate,cold
mountain,erosion,erosion
ocean,beautiful,beauty
ocean,mysterious and deep,mystery
ocean,home for animals,habitat
ocean,getting hotter,climate influence
ocean,has currents,currents
ocean,helps form hurricanes,weather influence
ocean,blue,blue
ocean,grey,grey
ocean,water,water
ocean,wet,wet
ocean,fish,marine life
ocean,whales,marine life
ocean,is large in size,large
ocean,has salty water,saltwater
ocean,can create massive flooding,flooding
ocean,controls the weather,weather influence
ocean,has enormous currents,currents
ocean,is fed by rivers on the continents,water source
ocean,vast,large
ocean,deep,depth
ocean,blue,blue
ocean,hard to navigate,navigation
ocean,separates continents,barrier
ocean,full of life,biodiversity
ocean,ecosystem,ecosystem
ocean,large bodies of water,large
ocean,habitat for marine life,habitat
ocean,should be protected,conservation
ocean,salt water,saltwater
ocean,home to the largest mammals,marine life
ocean,oceans are deeper than mount everest,depth
ocean,oceans have coral reefs,ecosystem
ocean,oceans tides depend on the moon,tides
ocean,oceans cover almost 71 of the earth 's surface,large
ocean,the largest mammals like whales are found in the ocean,marine life
ocean,oceans play a crucial role in regulating the earth 's climate,climate influence
ocean,huge,large
ocean,different species,biodiversity
ocean,dangerous,dangerous
ocean,storms,weather influence
ocean,sailing,navigation
ocean,pacific,pacific
ocean,most of the earth is covered by the ocean,large
ocean,the deepest part of the ocean is called the mariana trench,depth
ocean,many different species of fish and mammals live in the ocean,biodiversity
ocean,humans fish in the ocean as a food source,food source
ocean,the ocean is deep,depth
ocean,there are many different oceans in the world,oceans
ocean,vast,large
ocean,life bearing,biodiversity
ocean,home to many fish and other aquatic creatures,marine life
ocean,deep,depth
ocean,a way of travel for many ships,navigation
ocean,the origin of life on earth,origin
ocean,vast,large
ocean,blue,blue
ocean,dangerous,dangerous
ocean,home to many creatures,habitat
ocean,makes waves,waves
ocean,makes white noise,sounds
ocean,covers the majority of earth 's surface and holds the bulk of the planet 's water,large
ocean,composed primarily of saltwater with varying salinity levels,saltwater
ocean,home to a diverse ecosystem including fish mammals and coral reefs,biodiversity
ocean,driven by wind temperature and the earth ’s rotation influencing global climate patterns,climate influence
ocean,affected by the gravitational pull of the moon causing regular rise and fall in sea levels,tides
ocean,ranges from shallow coastal areas to deep ocean trenches some of the deepest parts of the earth,depth
ocean,vast,large
ocean,contains many life forms,biodiversity
ocean,provides food for humans and animials,food source
ocean,crashing waves make serene sounds,sounds
ocean,beautiful color,beauty
ocean,marine life forms are in the millions,biodiversity
ocean,large in size,large
ocean,high degree of salt water,saltwater
ocean,high level of current and tides,currents
ocean,influences the climate,climate influence
ocean,high wave actions,waves
ocean,marine life,marine life
ocean,constantly in motion tides waves currents,tides
ocean,largest body of water on earth,large
ocean,source of food oxygen and resources,food source
ocean,covers most of the planet 's surface,large
ocean,influences global climate and weather,climate influence
ocean,inspires awe recreation and scientific study,beauty
ocean,blue,blue
ocean,deep,depth
ocean,lots of fish and other animals,biodiversity
ocean,salty or freshwater,saltwater
ocean,can vary in color depending on the ocean,color
ocean,there are shipwrecks in the ocean,shipwrecks
ocean,blueish,blue
ocean,large,large
ocean,lots of life,biodiversity
ocean,biodiversity,biodiversity
ocean,clean,clean
ocean,dirty,dirty
ocean,its vast,large
ocean,its often blue,blue
ocean,many creatures inhabit it,biodiversity
ocean,there are many unexplored parts of it,mystery
ocean,humans can not naturally live in it,inhospitable
ocean,it 's been traveled on for many years,navigation
ocean,marine wild life,marine life
ocean,beaches,beach
ocean,some place to relax the mind,serenity
ocean,the taste of salt in my mouth when in the water,saltwater
ocean,fishes and all aquatic animals,marine life
ocean,peaceful serene,serenity
ocean,covers over half the earth,large
ocean,provides habitat for millions of species,biodiversity
ocean,deep,depth
ocean,saltwater,saltwater
ocean,provider of food,food source
ocean,surround continents,barrier
ocean,carbon sequestration the ocean absorbs and stores carbon dioxide from the atmosphere helping to mitigate climate change,carbon storage
ocean,nutrient cycling the ocean plays a key role in cycling nutrients including nitrogen phosphorus and carbon,nutrient cycling
ocean,oxygen production phytoplankton in the ocean produce oxygen through photosynthesis,oxygen production
ocean,shoreline shaping the ocean shapes coastlines through erosion deposition and other processes,shoreline
ocean,weather patterns the ocean influences weather patterns including the formation of hurricanes typhoons and other storms,weather influence
ocean,temperature regulation the ocean plays a crucial role in regulating the earth 's temperature absorbing and storing heat from the sun,climate influence
ocean,most of earth is ocean,large
ocean,contains an extremely diverse variety of fish animals,biodiversity
ocean,sea levels are rising due to climate change,climate influence
ocean,it is used as a food resource,food source
ocean,saltwater,saltwater
ocean,tides currents,tides
ocean,vastness,large
ocean,depth,depth
ocean,tides,tides
ocean,waves,waves
ocean,currents,currents
ocean,salt,saltwater
plant,green,green
plant,alive,life
plant,big,size
plant,cool,beauty
plant,thirsty,water
plant,blooming,bloom
plant,helps create oxygen,oxygen
plant,can be helpful,helpful
plant,could be poison,poisonous
plant,some could be used for medicine,medicinal
plant,some could be used for food,edible
plant,neat to look at,beauty
plant,they are green,green
plant,nature is full of them,nature
plant,are gorgeous,beauty
plant,are alive,life
plant,home to insects,insects
plant,should be taken care off,conservation
plant,gives off oxygen and uses carbon dioxide,oxygen
plant,used to create medicines to cure,medicinal
plant,can be poisonous,poisonous
plant,can be used as food by humans or animals,edible
plant,helps to keep ecosystems alive,ecological role
plant,beautiful,beauty
plant,plants grow continuously throughout their life,growth
plant,plants sometimes changes by seasons,seasonal change
plant,plants also can reduce the greenhouse effect,climate influence
plant,plant provides oxygen,oxygen
plant,flowers mainly come from plants,flowers
plant,plants provide seeds that we can produce or eat,seeds
plant,necessary to combat co2,carbon storage
plant,in danger of becoming extinct,endangered
plant,generally undervalued by humans,undervalued
plant,necessary for our functioning,essential
plant,interwoven with mainly life forms,ecosystem
plant,food,edible
plant,plants are a major part of nature,nature
plant,a houseplant is nature inside your house,houseplant
plant,humans should add more plants to nature,conservation
plant,different kinds of plants thrive in different kinds of nature,diversity
plant,destruction of plants can harm the surrounding nature,destruction
plant,a power plant can harm nature,power plant
plant,important,essential
plant,life,life
plant,pure,natural
plant,beautiful,beauty
plant,natural,natural
plant,unopinionated,neutral
plant,oxygen,oxygen
plant,medicinal,medicinal
plant,edible,edible
plant,poisonous,poisonous
plant,green,green
plant,leaves,leaves
plant,they need water,water
plant,they have roots,roots
plant,the provide oxygen,oxygen
plant,they feed off of the sun,sunlight
plant,they can be habitats to may creatures,habitat
plant,they are bright in color,color
plant,are mostly green,green
plant,very pleasant,beauty
plant,are mostly green,green
plant,keep the environment fresh,ecological role
plant,serve as meal to animals,edible
plant,protect our ecosystem,ecological role
plant,autotrophic,autotrophic
plant,cellulose based cell walls,cell structure
plant,growth and development,growth
plant,diversity,diversity
plant,adaptability,adaptability
plant,essential for life,essential
plant,flowers,flowers
plant,bonsai,bonsai
plant,co2,climate influence
plant,green,green
plant,pretty,beauty
plant,chlorophyll,chlorophyll
plant,green,green
plant,needs sunlight,sunlight
plant,needs water,water
plant,have branches and can blossom,branches
plant,planted in loamy soil,soil
plant,needs manure and fertiizer to grow well,nutrients
plant,we get food from plants,edible
plant,plant provide nature,nature
plant,plants is food for animals,edible
plant,plants provides cotton,cotton
plant,plants provides foods for animals,edible
plant,plants beautify nature,beauty
plant,photosynthesis,photosynthesis
plant,root system,roots
plant,diversity of forms,diversity
plant,development of tissues,growth
plant,reproductions,reproduction
plant,cell walls,cell structure
plant,green,green
plant,living,life
plant,need water to survive,water
plant,generally have branches,branches
plant,generally have leaves,leaves
plant,grow fruits vegetables or flowers,fruit
plant,thrive,growth
plant,sun,sunlight
plant,water,water
plant,oxygen,oxygen
plant,edcosytem,ecosystem
plant,air,air
plant,sand,soil
plant,gravity,gravity
plant,sunshine,sunlight
plant,water,water
plant,growth,growth
plant,air,air
plant,plants depend on photosynthesis,photosynthesis
plant,plants vital to ecosystem,ecological role
plant,seasonal cycles,seasonal change
plant,plants are regenerational,growth
plant,plants play key role in nutrient cycling,nutrient cycling
plant,medicinal,medicinal
river,smaller streams,streams
river,floodplains,floodplain
river,provide habitats for a wide variety of wildlife,habitat
river,play a significant role in shaping landscapes,erosion
river,flowing continuously towards a larger body of water,flow
river,have a source from a spring glacier or rainfall,has source
river,flowing,flow
river,polluted,pollution
river,rushing,current
river,whitewater,current
river,serene,serenity
river,rolling,current
river,wide variety of sizes,size
river,important water and food source,resource
river,can contain a wide variety of species,biodiversity
river,creates natural divisions in the land,barrier
river,can be just as deadly as life giving,dangerous
river,easily polluted,pollution
river,flows south when possible,flow
river,may connect to an ocean,ocean connection
river,may connect to a lake,lake connection
river,is a source of water for people and animals,water source
river,can be contaminated to the point it is unsafe to drink,pollution
river,may be a focal point in cities,urban
river,flows toward an ocean,ocean connection
river,creates a rich biodiversity,biodiversity
river,does not run in a straight line,winding
river,has a current,current
river,attracts land animals,habitat
river,varies in depth,depth
river,flowing,flow
river,missouri river is one of the largest rives ibn the usa,Missouri
river,mississippi river is one of the largest rivers in the usa,Mississippi
river,row boat on the river,boating
river,swimming,swimming
river,cold,temperature
river,wet,wet
river,has lots of wildlife,habitat
river,fragilie ecosysteam,ecosystem
river,fun to swim in,swimming
river,can be dangerous,dangerous
river,has fish or bugs in it,habitat
river,water running over rocks,rocks
river,flow,flow
river,the sound of water flowing over rocks,sound
river,forrest,forest
river,shallow,depth
river,a narrow body of water,size
river,beautiful sound,sound
river,can overtake an area,flooding
river,disastrous,dangerous
river,swimming,swimming
river,serene,serenity
river,different living creatures,biodiversity
river,environment for amphibians,habitat
river,transports plants animals,transport
river,food source,resource
river,water source,water source
river,shapes the land,erosion
river,barrier,barrier
river,home of many animals,habitat
river,dangerous rapids,dangerous
river,they make beautiful sounds,sound
river,a source of fresh water,freshwater
river,they provide food to surrounding ecosystem,resource
river,they lead to the ocean,ocean connection
river,waves current,current
river,blue and fast,blue
river,peaceful,serenity
river,rocks and stones,rocks
river,waterfalll,waterfall
river,watering hole for animals,water source
river,water,water
river,blue,appearance
river,freshwater,dangerous
river,fish,fish
river,rushing,current
river,can be dangerous,dangerous
river,they can vary in size,size
river,the are the center of many ecosystems,ecological role
river,they can erode land around them overtime,erosion
river,they can stretch across entire continents,size
river,many creatures inhabit them,habitat
river,they can be dangerous at times,dangerous
river,flows,flow
river,consists of water,water
river,contain fish,fish
river,participates in erosion,erosion
river,can be used for transport,transport
river,important source of water for wildlife,water source
river,water flows,flow
river,erosion,erosion
river,fish,fish
river,vegetation,vegetation
river,transports seeds naturally,transport
river,supports small ecosystems,ecological role
river,is a water,water
river,fishes,fish
