Concepto,Respuesta,Codigo
pupitre,palabra antiguo colegio,colegio
pupitre,mesa silla integrado,mobiliario
pupitre,antiguamente madera,madera
gatillo,arma,armamento
gatillo,servir disparar,disparo
gatillo,palanca,palanca
gatillo,pistola,arma_de_fuego
gatillo,percutor,percutor
gatillo,disparador,disparo
gatillo,apretar rifle,dispositivo_mecanico
gatillo,dispositivo mecánico,dispositivo_mecanico
barriga,embarazado,embarazo
barriga,pansa,cuerpo_humano
barriga,gordo,sobrepeso
barriga,guata,cuerpo_humano
barriga,obeso,sobrepeso
barriga,abdomen,cuerpo_humano
barriga,vientre,cuerpo_humano
barriga,gordura,sobrepeso
barriga,adelgazar,delgado
barriga,poner él forma,ejercicio
caverna,cuevo,cueva
caverna,hoyo,agujero
caverna,tierra,subterraneo
caverna,subterraneo,subterraneo
caverna,acceco minar,mineria
caverna,mineer,mineria
caverna,lugar profundo,profundidad
caverna,hogar prehistórico,prehistoria
caverna,cavernicola,prehistoria
caverna,excavación,excavacion
barbero,afeitador,oficio
barbero,barba,vello_facial
barbero,tradición,conservadurismo
barbero,cuidado personal,higiene
barbero,navaja,herramientas
barbero,profesión emergente,tendencia
barbero,peluquerir,oficio
barbero,moda,tendencia
barbero,cuidado facial,esteticista
barbero,tradición antiguo,antiguedad
cáscara,capar,caparazon
cáscara,carcazar,caparazon
cáscara,piel fruto,caparazon
cáscara,protector telefono,proteccion
cáscara,envoltura,abrigar
cáscara,caparazon,caparazon
cáscara,capar protectora,proteccion
cáscara,externo,exterior
cáscara,capa externo,exterior
cáscara,protección,proteccion
caracol,lento,lentitud
caracol,espiral,espiral
caracol,molusco,molusco
caracol,escalera,mobiliario
caracol,babós,insecto
caracol,desplazamiento lento,lentitud
caracol,conchaber,caracola
caracol,caparazón,caparazon
caracol,,lentitud
caracol,centro comercial antiguo,negocio
planeta,tierra,terrestre
planeta,mundo,astros
planeta,satelite,astros
planeta,astrir,astros
planeta,,sistema_solar
planeta,gira sol,sistema_solar
planeta,habitable,habitable
planeta,sistema solar,sistema_solar
planeta,gravedad,fuerza_fisica
planeta,hogar,hogar
premisa,anticipo,predecible
premisa,indicio,senales
premisa,premonicion,intuicion
premisa,suposición,suposicion
premisa,hipotesis,metodologia
premisa,planificación previo,planificar
premisa,punto inicio,comienzo
premisa,plan basado,suposicion
premisa,afirmación,afirmacion
premisa,condición previo,antecesor
timidez,vergüenza,verguenza
timidez,inseguridad,inseguridad
timidez,panico,alerta
timidez,incapacidad socializar,introversion
timidez,persona palabras,introversion
timidez,persona introvertido,introversion
timidez,miedo,miedo
timidez,retraer,introversion
timidez,temeroso,temor
timidez,falto personalidad,personalidad
modales,costumbre,comportamiento
modales,comportamiento,comportamiento
modales,regla social,civismo
modales,,responsabilidad
modales,forma mala,comportamiento
modales,norma relacionar él,relacional
modales,educación,educacion
modales,persona educado,educacion
indicio,evidenciar,evidenciar
indicio,prueba,evidenciar
indicio,señal,senales
indicio,sospecha situacion,suposicion
indicio,huella,huellas
indicio,signo pasar,pista
indicio,sintomar,sintoma
indicio,presentimiento,intuicion
indicio,premonición,intuicion
influjo,acto influenciar,influyente
influjo,genero cambio,cambiante
influjo,sugerir,influyente
influjo,imponer,imponer
influjo,resultado opinion,consecuencias
influjo,autoritario,autoridad
influjo,imponer idea,imponer
influjo,predomino,antecesor
dulzura,afable,agradable
dulzura,persona agradable,agradable
dulzura,nivel azúcar producto,azucar
dulzura,azucarado,azucar
dulzura,miel,dulce
dulzura,sabor,sabor
dulzura,expresión cariño,amabilidad
dulzura,mermelada,dulce
dulzura,amoroso,amabilidad
dulzura,cariñoso,amabilidad
réplica,repetición,reiterado
réplica,temblor consecutivo,sismo
réplica,temblor,sismo
réplica,respuesta alegato,discusion
réplica,respuesta,respuestas
réplica,contesta,reaccion
réplica,sacar copia,imitacion
réplica,repetir acción,reiterado
réplica,piratear,falsedad
espanto,susto,miedo
espanto,miedo,miedo
espanto,atónito,sorpresa
espanto,sorpresa,sorpresa
espanto,miedo fantasma,miedo
espanto,temor,temor
espanto,terror,miedo
espanto,horror,horrorifico
espanto,reaccion temer,temor
espanto,asustar,miedo
vanidad,arrogancia,arrogancia
vanidad,superficial,superficial
vanidad,soberbia,arrogancia
vanidad,valor,cobarde
vanidad,irrelevante,irrelevante
vanidad,importante,irrelevante
vanidad,relevancia real,irrelevante
vanidad,modestia,arrogancia
vanidad,ostentar,avaricia
vanidad,presumir,arrogancia
socorro,ayuda,ayudar
socorro,auxilio,auxilio
socorro,acción apoyar,ayudar
socorro,asistencia,requiere_asistencia
socorro,apoyo,ayudar
socorro,petición ayuda,ayudar
socorro,cooperacion,cooperacion
socorro,grupo rescate,rescate
socorro,rescatar,rescate
socorro,nombre mujer,nombre_femenino
ajedrez,juego,juego
ajedrez,deporte,deporte
ajedrez,habilidad mental,capacidad_cognitiva
ajedrez,requerir inteligencia,inteligencia
ajedrez,requerir concentración,capacidad_cognitiva
ajedrez,requerir práctica,entrenamiento
ajedrez,predecir juego,predecible
ajedrez,difícil,dificil
ajedrez,competitivo,competitivo
ajedrez,estrategia,estrategia
cadáver,humano,ser_humano
cadáver,animal,animal
cadáver,muerte,muerte
cadáver,compuesto hueso,huesos
cadáver,oliente,maloliente
cadáver,descomposición,descomposicion
cadáver,asqueroso,desagrado
cadáver,cuerpo,cuerpo_humano
cadáver,cementerio,cementerio
cadáver,morgar,morgue
arreglo,mejora,mejorar
arreglo,perfección,perfeccionismo
arreglo,orden,ordenado
arreglo,estético,belleza
arreglo,,positivo
arreglo,solución,resuelve_problemas
arreglo,corrección,correccion
arreglo,aprendizaje,aprender
arreglo,fortalecer,fuerza
arreglo,implicar existir falla,falencia
detalle,especifico,especifico
detalle,minimo,rango
detalle,sutil,sutileza
detalle,pequeño,pequeno
detalle,notable,notorio
detalle,tomar,exclusivo
detalle,importante,relevancia
detalle,preciso,precision
detalle,positivo negativo,positivo
detalle,positivo negativo,negativo
detalle,,fragmentado
pantano,shrek,pelicula_animada
pantano,lodo,barro
pantano,barro,barro
pantano,selir,paisaje
pantano,sucio,suciedad
pantano,amazona,region_latinoamericana
pantano,peligroso,riesgoso
pantano,habitable,inhabitable
pantano,cafe,color_oscuro
pantano,vegetacion,naturaleza
pistola,muerte,muerte
pistola,asesinato,asesinos
pistola,ba él,municion
pistola,polvoro,explosivos
pistola,arma,armamento
pistola,sangre,tejido_liquido
pistola,guerra,guerra
pistola,enfrentamiento,confrontacional
pistola,disparo,disparo
pistola,miedo,miedo
misiles,guerra,guerra
misiles,muerte,muerte
misiles,terrorismo,terrorismo
misiles,conflicto,conflicto
misiles,pistola,arma_de_fuego
misiles,cañón,armamento
misiles,pánico,alerta
misiles,soldado,soldado
misiles,eeuu,estados_unidos
misiles,alarma,alerta
huracán,viento,aire
huracán,tormenta,tormenta
huracán,pánico,alerta
huracán,desastre sobrenatural,desastre_natural
huracán,bunker,refugio
huracán,caribir,region_centroamericana
huracán,ráfaga,tormenta
huracán,destrucción,destruccion
huracán,katrina,nombre_femenino
huracán,miedo,miedo
ajedrez,juego,juego
ajedrez,ficha,piezas_tablero
ajedrez,inteligencia,inteligencia
ajedrez,negro blanco,dualidad
ajedrez,reinar,realeza
ajedrez,tablero,tablero
ajedrez,cuadrado,tablero
ajedrez,jaque mate,instrucciones
ajedrez,estrategia,estrategia
llanura,geografio,disciplina_cientifica
llanura,tierra,terrestre
llanura,desolado,soledad
llanura,llano,paisaje
llanura,hoyo,agujero
llanura,espacio,espacio
llanura,fauna,fauna
llanura,calor,caliente
llanura,desierto,paisaje
llanura,soledad,soledad
estatua,escultura,escultura
estatua,madera,madera
estatua,escultor,artista
estatua,museo,museo
estatua,regalo,obsequio
estatua,arte,arte
estatua,manualidad,manualidad
estatua,marmol,materia_prima
estatua,grecia,pais_europeo
estatua,forma humano,antropomorfo
monarca,rey,realeza
monarca,reinar,realeza
monarca,monarquia,monarquia
monarca,aristocracia,aristocrata
monarca,inglaterro,pais_europeo
monarca,tomar decisión,decisiones
monarca,familia,familia
monarca,jefe,jerarquia
monarca,importante,relevancia
monarca,heredero,herencia
cadáver,muerte,muerte
cadáver,esqueleto,huesos
cadáver,hueso,huesos
cadáver,halloweir,festividad
cadáver,miedo,miedo
cadáver,dolor,sufrimiento
cadáver,misterio,suspenso
cadáver,cuerpo,cuerpo_humano
cadáver,putrefacción,descomposicion
cadáver,terror,miedo
poblado,ciudadano,ciudadanos
poblado,lugar especifico,localidad
poblado,pai,nacion
poblado,region,localidad
poblado,comunidad,comunidad
poblado,hogar,hogar
poblado,familia,familia
poblado,vecindad,comunidad
lamento,dolor,sufrimiento
lamento,arrepentimiento,arrepentido
lamento,grito,sonido_agudo
lamento,duelo,afliccion
lamento,pena,angustia
lamento,sentimiento,sentimientos
lamento,soledad,soledad
arreglo,herramienta,herramientas
arreglo,modificar,modificar
arreglo,mejorar,mejorar
arreglo,dialogar,conversacion
arreglo,embellecer,belleza
arreglo,decoración,decorativo
emoción,felicidad,felicidad
emoción,sentimiento,sentimientos
emoción,euforio,euforia
emoción,extasis,euforia
emoción,extremo,extremos
emoción,entusiasmo,diversion
emoción,,positivo
ingreso,entrada,entrada
ingreso,bienvenido,bienvenida
ingreso,puerta,mobiliario
ingreso,apertura,apertura
ingreso,comienzo,comienzo
ingreso,universidad,universidad
ingreso,dinero,dinero
ingreso,monto,cantidad
ingreso,salario,remuneracion
ingreso,pagar,remuneracion
detalle,complicacion,dificil
detalle,pequeño,pequeno
detalle,importancia,irrelevante
detalle,regalo,obsequio
detalle,visible,invisible
detalle,diminuto,pequeno
sanidad,salud,bienestar
sanidad,limpiecer,higiene
sanidad,actividad fisico,ejercicio
sanidad,clorir,elemento_quimico
sanidad,vital,necesario
mandato,instrucción,instrucciones
mandato,favor,ayudar
mandato,pedido,tramite
mandato,ayuda,ayudar
mandato,jefe,jerarquia
mandato,tramitar,tramite
mandato,mandar,imposicion
mandato,trabajador,oficio
mandato,orden,imposicion
mandato,afirmación,afirmacion
entidad,,ente
entidad,fantasma,fantasma
entidad,espiritu,inmaterial
entidad,cuerpo,inmaterial
entidad,paranormal,sobrenatural
entidad,terror,miedo
entidad,medium,pseudociencia
entidad,satanico,religion
reserva,opción,elegir
reserva,cita,reunion
reserva,propiedad,edificacion
reserva,munición,municion
reserva,alimento,comida
fortuna,millonario,riqueza
fortuna,dinero,dinero
fortuna,legado,legado
fortuna,bien,patrimonio
fortuna,monopoly,juego_de_mesa
fortuna,oro,materia_prima
fortuna,cofrir,tesoros
fortuna,banco,banco
fortuna,cheque,dinero
fortuna,capital,dinero
llanura,campo plano desolado,paisaje
llanura,campo plano desolado,plano
llanura,campo plano desolado,soledad
llanura,area tierra extenso,terreno_delimitado
estatua,roca esculpido,arte
estatua,obra hecho mano humano,manualidad
estatua,obra arte,obra_de_arte
monarca,liderar reino,reinado
monarca,soberano reino,soberania
monarca,cara reino,figura_publica
cadáver,cuerpo muerto,difunto
cadáver,tragedia,tragedia
poblado,lugar residir pequeño poblacion persona,comunidad
poblado,distrito residencial comercial area pequeño,negocio
poblado,distrito residencial comercial area pequeño,residencial
capilla,lugar religioso,iglesia
capilla,casa deidad,iglesia
capilla,hogar vagabundo,vagabundos
bandera,pedazo tela representar,material_textil
bandera,patria,nacion
bandera,orgullo,orgullo
bandera,libertad,libertad
bandera,dependencia,dependiente
planeta,objeto espacio,astros
planeta,masa rocoso gasienta proporción orbitar estrella,astros
capitán,cargo,liderazgo
capitán,liderar equipo,liderazgo
capitán,motivar dema,motivacion
capitán,grupo persona,sobresaliente
palacio,lugar residir monarca,monarcas
palacio,lugar entierrir gente alcurnia,cementerio
palacio,lugar realeza,realeza
detalle,puntual,especifico
detalle,cualidad especifico,especifico
sanidad,mental humano,mente
sanidad,fisico humano,capacidad_fisica
mandato,deber,deberes
mandato,obligacion hecho alguien,autoridad
mandato,,finalizar
entidad,presencia,ente
entidad,cosa manifestar frente,ente
reserva,almacenir cosa,almacenar
reserva,conjunto cosa caso emergencia,emergencia
reserva,preservir cosa,almacenar
fortuna,suerte poseer,suerte
fortuna,cantidad bien,patrimonio
regreso,volver lugar,retorno
regreso,volver alguien ido,retorno
entorno,rodear,ambiente
entorno,area cosa,contorno
alcance,lograr,objetivos
alcance,rango,rango
alcance,lejos llegar,trascender
malicia,acto mala intención,malintencionado
malicia,encontra,malintencionado
malicia,actuar inmoral,inmoral
ajedrez,juego,juego
ajedrez,inteligencia,inteligencia
ajedrez,tabla,tablero
ajedrez,blanco negro,dualidad
ajedrez,pieza,piezas_tablero
ajedrez,estrategia,estrategia
ajedrez,intuición,intuicion
ajedrez,rapidez mental,capacidad_cognitiva
ajedrez,2 contrincante,relacional
ajedrez,tension,estresante
estatua,entidad aislado,aislado
estatua,homenaje,homenaje
estatua,monumento,monumento
estatua,recordar,recuerdo
estatua,construido cemento,material_construccion
estatua,importante,relevancia
estatua,arte representativo,representativo
estatua,asistir gente,reunion
estatua,placa recuerdo,recuerdo
estatua,lugar importante,relevancia
cadáver,hueso,huesos
cadáver,esqueleto,huesos
cadáver,muerte,muerte
cadáver,fallecimiento,muerte
cadáver,persona,personas
cadáver,asesinato,crimen
cadáver,aniquilación,muerte
cadáver,cementerio,cementerio
cadáver,persona acostado tabla,difunto
cadáver,crimar,crimen
arreglo,reparar,reparar
arreglo,ordenar,ordenado
arreglo,clasificar,categorizar
arreglo,ajustar,ajuste
arreglo,embellecer,belleza
arreglo,adornar,decorativo
arreglo,sistematizar,sistema
arreglo,reformar,modificar
arreglo,retocar,modificar
arreglo,mejorar,mejorar
emoción,sentimiento,sentimientos
emoción,repercusión,impactar
emoción,felicidad,felicidad
emoción,llorar,angustia
emoción,acontecimiento importante,relevancia
emoción,alteración,distorsiones
emoción,impresión,impactar
emoción,exaltar,exageracion
emoción,agitar persona,agitacion
emoción,inquieto,intranquilidad
detalle,pequeño,pequeno
detalle,diferencia,diferenciador
detalle,mejorar,mejorar
detalle,particular,especifico
detalle,pormenor,irrelevante
detalle,elemento,elemento
detalle,rasgo,caracteristica
detalle,sobresalir,notorio
detalle,fragmento cosa,fragmentado
detalle,prolijo,meticuloso
entidad,identidad,identidad
entidad,individuo,identidad
entidad,imagen representar persona,identidad
entidad,esencia,escencia
entidad,ente,ente
entidad,organismo,organismo
entidad,unidad,unificar
entidad,sociedad,comunidad
entidad,organizar,ordenado
entidad,representación,abstraccion
aliento,olor boca,halitosis
aliento,animo,motivacion
aliento,fuerza,fuerza
aliento,partido futbol,deporte
aliento,cebollo,verduras
aliento,menta,sabor
crucero,barco gigante,embarcacion
crucero,vacación,vacaciones
crucero,sol playa,estrella
crucero,sol playa,playa
crucero,tropical,clima
crucero,verano,estaciones_del_ano
crucero,titanic,pelicula
crucero,viaje bahama,vacaciones
cantina,bar,cantina
cantina,tomar cerveza,bebida_alcoholica
cantina,whiskey,bebida_alcoholica
cantina,viejo oeste,historia
cantina,puerta giratorio,mobiliario
cantina,vaquero,vaqueros
cantina,pelea bar,pelea
cantina,mesero,oficio
cantina,cherif,filosofia
camisón,polerar largo,vestimenta
camisón,camisa quedar largo,vestimenta
camisón,pijama,vestimenta_de_dormir
camisón,abuelo,abuelos
camisón,gorro ponpon,accesorio
camisón,traje entero,vestimenta
camisón,placo ancianos,envejecimiento
aullido,lobo salvaje,animal_salvaje
aullido,perro,animal_domestico
aullido,llamado asustado,socorro
aullido,llamado auxilio,auxilio
aullido,grito,sonido_agudo
aullido,noche,ciclo_del_dia
aullido,luna,satelite_terrestre
aullido,hombre lobo,animal_mitologico
cazuela,abuela,abuelos
cazuela,caliente,caliente
cazuela,sopa,liquido
cazuela,acojedor,acompanar
cazuela,típico chileno,pais_latinoamericano
cazuela,zapallo,verduras
cazuela,comida invierno,clima
cazuela,calor,caliente
aguijón,punzante,penetrante
aguijón,abeja,insecto
aguijón,hinchazón,reaccion_corporal
aguijón,defensa,defenderse
aguijón,dolor,sufrimiento
aguijón,veneno,venenoso
aguante,sostener,accion_prolongada
aguante,capacidad mental,capacidad_cognitiva
aguante,coraje,valentia
aguante,paciencia,paciencia
aguante,fuerza,fuerza
aguante,acompañar,acompanar
atuendo,prenda vestir,vestimenta
atuendo,traje,vestimenta
atuendo,formal,formalidad
atuendo,chaqueta largo,vestimenta
atuendo,estilo vestimenta,vestimenta
atuendo,traje baño,vestimenta
atuendo,ropa,vestimenta
delicia,chocolate,chocolate
delicia,dulce,dulce
delicia,jugoso,liquido
delicia,comida dulce,dulce
delicia,comida gourmet,comida_gourmet
conjuro,hechizero,brujeria
conjuro,maldal,malefico
conjuro,maleficio,malefico
conjuro,mago,magia
conjuro,juego rol,juego_de_rol
conjuro,carta mágico,juego_de_cartas
conjuro,magia,magia
conjuro,miedo,miedo
conjuro,harry potter,personaje_ficticio
llanura,generalmente terreno nivelado,plano
llanura,utilizado referir él tierra desnivel,plano
llanura,superficie igualdad nivel,plano
llanura,plano,plano
llanura,desnivel,plano
llanura,desnivel,plano
llanura,terreno parejo,plano
llanura,bosque terreno,deforestacion
llanura,superficie parejo,plano
llanura,utilizar referir él dialogo bajo alto marcado,concepto
estatua,figura tallado voluntad,artista
estatua,representar,representativo
estatua,obra creado proceso escultura,escultura
estatua,tipo,variedad
estatua,forma,variedad
estatua,material,material_construccion
estatua,tamaño,tamanos
estatua,histórico moderno,historia
estatua,histórico moderno,modernidad
monarca,similar rey,realeza
monarca,autoridad formal máximo,autoridad
monarca,alguien soberano reino,soberania
monarca,subdito,jerarquia
monarca,hombre,masculino
monarca,mujer,femenino
monarca,jefe,gobierno
monarca,similar reina,realeza
cadáver,cuerpo vida,difunto
cadáver,vida,vida
cadáver,muerto,muerte
cadáver,cuerpo muerto,difunto
cadáver,asociado muerte,muerte
cadáver,enterrado,inhumacion
poblado,lugar habitante,sobrepoblado
poblado,habitar persona,sobrepoblado
poblado,habitar animal,fauna
poblado,habitar,sobrepoblado
poblado,espacio físico virtual habitado,sobrepoblado
poblado,lugar físico virtual,sobrepoblado
poblado,,diversidad
poblado,referir él pueblo provisional,localidad
poblado,pequeño espacio disminuido conjunto casa rededor metrópoli,suburbio
poblado,espacio habitado pequeño cantidad persona,vivienda
capilla,lugar practicar religión,iglesia
capilla,espacio adoración,iglesia
capilla,inglesia,iglesia
capilla,sala catedral,iglesia
capilla,habitación iglesia,iglesia
capilla,cárcel,carcel
capilla,hotel,hotel
capilla,edificio,arquitectura
capilla,hospital,hospital
capilla,encontrar diverso edificación querer destinar espacio religión,arquitectura
bandera,representar institución,identidad
bandera,representar país,nacion
bandera,utilizar guerra,guerra
bandera,representar,identidad
bandera,acompañado sentimiento,sentimientos
bandera,color,colores
bandera,muticolor,colores
bandera,acompañado escudo patrio,simbolos
bandera,importante signo unidad,unificar
bandera,abogar idea,idealismo
planeta,cuerpo celeste,astros
planeta,universo,astros
planeta,emitir luz,oscuridad
planeta,sólir gaseoso núcleo mayoría caso sólido,elemento_quimico
planeta,forma redondo mayoría caso,figura_geometrica
planeta,poseer atmosfera,fuerza_fisica
planeta,atmosfera débil,fuerza_fisica
planeta,atmosfera fuerte,fuerza_fisica
capitán,alguien mandar,autoridad
capitán,autoridad grupo subordinado,autoridad
capitán,,jerarquia
capitán,tenientir,jerarquia
capitán,mando compañía,liderazgo
capitán,rango militar,jerarquia
capitán,persona dirigir,liderazgo
capitán,tomar desición,responsabilidad
capitán,responsabilidad superior,responsabilidad
palacio,tipo edificación caracterizado lujo espacio,arquitectura
palacio,tipo edificación caracterizado lujo espacio,lujos
palacio,tipo edificación caracterizado lujo espacio,amplitud
palacio,edificio monumental,monumento
palacio,edificio dimensión espacio terminación costoso,arquitectura
palacio,edificio dimensión espacio terminación costoso,lujos
palacio,edificio dimensión espacio terminación costoso,amplitud
palacio,edificio asociado lujo,lujos
palacio,habitar rey,monarcas
detalle,comprar,consumo
detalle,implicar cantidad definición,concepto
detalle,lista compra pormenorizado,irrelevante
detalle,utilizar solicitar descripción nivel descripción,instrucciones
sanidad,vivo,vida
sanidad,utilizar referir él consulta servicio médico,medico
mandato,orden,imposicion
entidad,persona dedicar,disciplina
entidad,institución dedicar,institucion
entidad,cumplir función,utilidad
entidad,utilizar magnitud superior,medicion
entidad,representar ideal,idealismo
entidad,representar persona,identidad
reserva,terreno protegido conservar vida entorno lugar,santuario_natural
reserva,almacenado conservar,almacenar
reserva,guardar,almacenar
reserva,conjunto cosa guardar momento,almacenar
fortuna,cantidad riqueza,riqueza
fortuna,cantidad suerte,suerte
fortuna,magnitud riqueza,riqueza
fortuna,magnitud suerte,suerte
fortuna,causa,causalidad
fortuna,efecto,consecuencias
regreso,acción,accion_fisica
regreso,describir forma andar,descripcion
regreso,vivo regresar,organismo
regreso,alguien volver lugar,retorno
entorno,conjunto espacio punto,conjunto
entorno,describir espacio físico,ambiente
entorno,describir espacio virtual,virtualidad
entorno,tangible componer,abstraccion
entorno,utilizar referir él extensión terreno,terreno_delimitado
entorno,informática ambiente trabajo cumplir determinado característica,computacion
alcance,distancia lograr acción,accion_fisica
alcance,magnitud trascendencia,trascender
alcance,medir,medicion
alcance,estimar,medicion
alcance,controlar,capacidad_cognitiva
alcance,interpretar,interpretable
alcance,mido distancia virtual acción,medicion
alcance,aplicar mundo físico,abstraccion
alcance,afectar cosa,impactar
alcance,preciso,interpretable
malicia,intención maldad,malintencionado
malicia,intención,intencion
malicia,ocurrir intencionado,malintencionado
malicia,intención escondido,malintencionado
malicia,cualidad,caracteristica
malicia,cualidad negativo,negativo
malicia,acto cometido intención perjudicar,malintencionado
felinos,gato,animal_domestico
felinos,puma,animal_salvaje
felinos,bigote,vello_facial
felinos,especiar,especie
felinos,mamifero,mamifero
felinos,animal,animal
felinos,4 pata,cuadrupedo
felinos,cola,extremidades
felinos,maúllar,ronroneo
felinos,saltar,accion_fisica
letrero,cartel,anuncio
letrero,información,informacion
letrero,colgado,colgante
letrero,pegado,sobrepuesto
letrero,servir mapa,mapa
letrero,nombre local,nombramiento
letrero,adorno,decorativo
letrero,letra,contenido
letrero,advertir peligro,advertencia
letrero,led,iluminacion
albañil,emplear,empleado
albañil,construcción,constructor
albañil,levantar saco,accion_fisica
albañil,fuerza,fuerza
albañil,ladrillo,material_construccion
albañil,cemento,material_construccion
albañil,carga carretillo,accion_fisica
albañil,ropa sucio,vestimenta_de_trabajo
albañil,trabajar,oficio
albañil,obrero,oficio
madrina,persona amar,amor
madrina,mujer,femenino
madrina,designado padre,designado
madrina,asignar bautizo,ritual
madrina,comadre padre,familia
madrina,religión católico,religion
madrina,acompañar novia,acompanar
madrina,presente matrimonio,matrimonio
madrina,cumplir función iglesia,figura_religiosa
madrina,amiga novia madre,familia
péndulo,oscilar,oscilacion
péndulo,hilo peso,objetos
péndulo,fijo punto,estatico
péndulo,medir gravedad,instrumento_de_medicion
péndulo,presente asignatura física,disciplina_cientifica
péndulo,ayuda experimento,experimentos
péndulo,columpio,juego
péndulo,periodo,periodo
péndulo,largo,tamanos
péndulo,amplitud,amplitud
biólogo,estudiar celula,celulas
biólogo,estudio vida,vida
biólogo,microscopio,instrumento_de_medicion
biólogo,estudio,investigador
biólogo,utilizar método científico,ciencia
biólogo,profesión,disciplina_cientifica
biólogo,experimentar,experimentos
biólogo,enseño,educacion
biólogo,genetico,genes
biólogo,adn,genes
aristas,figura geométrico,figura_geometrica
aristas,lado,contorno
aristas,unir punto,interseccion
aristas,numero punto figura plano,figura_geometrica
aristas,geometer,matematicas
aristas,colegio,colegio
aristas,diseño,diseno
aristas,cara figura geométrico,figura_geometrica
aristas,estudio,aprender
aristas,definir figura,figura
hormona,sustancia,particula
hormona,libera glándula,sistema_endocrino
hormona,inyectar,inyeccion
hormona,ayudar crecimiento,crecimiento
hormona,hormona sexual,sistema_endocrino
hormona,testosteronar,moleculas
hormona,estrógeno,moleculas
hormona,progesterona,moleculas
hormona,metabolismo,metabolismo
hormona,estimular,estimulo
neblina,tono blanco,color_claro
neblina,dejar parcialmente,visibilidad_reducida
neblina,,cantidad
neblina,ver cima cerros,distancia
neblina,disminuir temperatura,temperatura
neblina,nube,sensaciones
neblina,ver cerca mar ocasión,playa
neblina,contener gota agua,liquido
neblina,dificultar conducir,riesgoso
neblina,clima,clima
resorte,estudiar físico,fisica
resorte,servir amortiguar,rebote
resorte,utilizar cama,mobiliario
resorte,apretar,accion_fisica
resorte,volver posición,retorno
resorte,producto,variedad
resorte,tamaño material,tamanos
resorte,tamaño material,material
resorte,ayudar saltar,rebote
resorte,forma espiral,circular
resorte,elemento elástico,elasticidad
pericia,habilidad,destreza
pericia,sabidurio,conocimiento
pericia,conocimiento,conocimiento
pericia,dificultad,dificil
pericia,palabra,palabras
pericia,frecuente escuchar él,infrecuente
pericia,investigacion,investigador
pericia,resultado,resultado
pericia,informir,documento
pericia,perito,forense
lucidez,capaz pensar,capacidad_cognitiva
lucidez,tomar decisión,asertividad
lucidez,consciente,consciencia
lucidez,perder,perdidas
lucidez,perder alcohol,embriaguez
lucidez,perder sueño,cansancio
lucidez,cansancio mental,capacidad_cognitiva
lucidez,consumir droga,sobriedad
lucidez,inteligente,inteligencia
lucidez,conducir,conducir
facetas,etapa,etapa
facetas,,estado_de_animo
facetas,,diversidad
facetas,persona,personalidad
facetas,actitud,personalidad
facetas,apariencia,apariencia
facetas,idea,creatividad
facetas,acción,reaccion
facetas,meta,objetivos
facetas,característica,caracteristica
reclamo,enojado,frustacion
reclamo,exigir,demandar
reclamo,incorrecto,demandar
reclamo,conversar escrito,conversacion
reclamo,conversar escrito,escritura
reclamo,disconformidad,desconforme
reclamo,pedir creer merecer,justicia
reclamo,libro local dejar él,libros
reclamo,sernac recibir,institucion
reclamo,opcional decir él,optativo
reclamo,expresar descontento,desconforme
evasión,evitar,evadir
evasión,aceptar regla,rebeldia
evasión,esquivar,evadir
evasión,posponer,accion_prolongada
evasión,,holgazanear
evasión,seguir,holgazanear
evasión,pagar,irresponsabilidad
evasión,cumplir,irresponsabilidad
evasión,responsabilidad,irresponsabilidad
evasión,eludir,evadir
inercia,quieto,estatico
inercia,aplicar fuerza,estatico
inercia,objeto reposo,descanso
inercia,fuerza mover,estatico
inercia,físico,disciplina_cientifica
inercia,actuar pensar,impulsividad
inercia,actuar rápido,inmediatez
inercia,,estatico
inercia,sumar fuerza 0,fatiga
inercia,fuerza,fuerza
torpeza,inútil,inutilidad
torpeza,dificultad,limitaciones
torpeza,tonto,estupidez
torpeza,habilidad,brusquedad
torpeza,agradable,desagrado
torpeza,sentir,irrespetuoso
torpeza,frustrar,frustacion
torpeza,sentir débil,debilidad
torpeza,gente burlar,broma
torpeza,ridiculez,estupidez
intriga,misterio,suspenso
intriga,curiosidad,curiosidad
intriga,inter,interes
intriga,necesidad,conocimiento
intriga,secreto,secretos
intriga,desconocido,desconocido
intriga,desesperación,desesperacion
intriga,desagrado,desagrado
intriga,estrés,estresante
intriga,suspenso,suspenso
solidez,sólido,solido
solidez,firme,resistencia
solidez,difícil derrumbar,resistencia
solidez,duro,dureza
solidez,rígido,estatico
solidez,,cantidad
solidez,argumento válido,argumentar
solidez,,perfeccionismo
solidez,asociar cosa,positivo
solidez,respetable,responsabilidad
aptitud,servir alcanzar meta,logros
aptitud,capaz,optimo
aptitud,característica persona,caracteristica
aptitud,,personalidad
aptitud,habilidad,destreza
costura,ropa,vestimenta
costura,union tela,enhebrar
barriga,panza,cuerpo_humano
barriga,,tamanos
barriga,diverso motivo causa,multidimensional
lágrima,agua,liquido
lágrima,tristeza,angustia
lágrima,alegrio,felicidad
lágrima,reaccion quimicar humano,reaccion_quimica
lágrima,humano,ser_humano
lágrima,llanto,angustia
lágrima,pena,angustia
lágrima,triunfo,victoria
lágrima,perdido querer,funeral
lágrima,llorar,angustia
palanca,,tamanos
palanca,ejecutable,accion_fisica
