Palabra (concepto),Descripción,Codificación
Ganancia ,tener uno margen positivo en utilidad,utilidades
Ganancia ,contrario a perdido,no perder
Ganancia ,cuando él vender algo a uno precio mayor que el del costo original,ventas
Verdad,cuando decir algo con certeza,certeza
Verdad,cuando no miente,no mentir
Verdad,cuando hablas con uno persona y él revelar algo que tenía oculto,revelación
Verdad,él que buscar el creyent y cinetifico sobre el creación del universo,búsqueda
Verdad,cuando alguien algo y este en él cierto,cierto
Peligro,algo que no ser bueno,mal
Peligro,cuando tú poder pasar algo malo,mal
Peligro,cuando este en situacion riesgós,riesgo
Peligro,si haber uno incendio tú encontrar en ese estado,incendio
Peligro,cuando a veces tem por tu vida,temor
Peligro,si tú encontrar con uno animal feroz,animales
Agradecimiento,cuando alguien hacer algo amable por tú,amabilidad
Agradecimiento,cuando él dar el gracia a uno persona,gratitud
Agradecimiento,acción a favor de uno persona que tú ayudo,favor
Agradecimiento,sentir él feliz por el ayuda de alguien y hacerelir notar,felicidad
Destreza,habilidad,habilidades
Destreza,maester,maestría
Acuerdo,pacto,pacto
Acuerdo,conciliación,conciliación 
Acuerdo,tratar,trato
Seguridad,confianza,confianza
Seguridad,control,control
Seguridad,en chile no haber,no hay en Chile
Excusa,justificación,justificación
Excusa,el gente soler entregar mucho,muchos
Excusa,pretexto,pretexto
Plan,futuro,futuro
Plan,meta,meta
Plan,algo que busca cumplir,búsqueda
Ganancia ,beneficio,beneficios
Ganancia ,poder ser material o de conocimiento,material
Ganancia ,éxito,éxito
Sugerencia ,proposición,proposición
Sugerencia ,consejo,concejo
Sugerencia ,tip,tip
Honestidad,uno virtud mucho positivo,virtud
Honestidad,sinceridad,sinceridad
Honestidad,él relacionar con el integridad,integridad
Honestidad,hacer falta en el persona poderoso de este mundo,escasez
Honestidad,no decir mentira,no mentir
Oportunidad,evento del que poder sacar uno ganancia,ganar
Oportunidad,ventana ofrecido por el azar,ventana
Oportunidad,posibilidad,posibilidad
Felicidad,calma,calma
Felicidad,familia,familia
Felicidad,skittl,dulces
Felicidad,vacación en uno lugar soleado pero no mucho caluroso,vacaciones
Felicidad,estar con persona amada,amor
Felicidad,reír,risa
Felicidad,sensación pleno de satisfacción,satisfacción
Habilidad,cualidad positivo de uno persona,cualidad
Habilidad,necesario para lograr algo,necesario
Habilidad,tú diferenciar de otro persona,personal
Habilidad,haber distinto tipo de este,distintos
Honestidad,cualidad de uno persona que decir el verdad,verdad
Honestidad,cualidad positivo de uno persona,cualidad
Honestidad,tener el verdad por delante,verdad
Desesperación,uno forma de estrés,estrés
Desesperación,él sufrir el persona cuando el cosa no él resultar,no éxito
Desesperación,este alterar a el persona,alteración
Definición,dicese de el descripción de uno objeto o concepto,descripción
Definición,él poder encontrar en diccionario,diccionario
Decisión,el eleción de uno personta ante uno situación,elección
Decisión,haber buena y mala,bien/mal
Decisión,él deber evaluar antes de,anticipación
Plan,esquema organizado para lograr uno objetivo,esquema
Plan,él realizar antes de ejecutar uno trabajo o acción,previo
Plan,él que realacer previmente organizar mi prioridad a ejecutar para lograr uno buen desempeño de mi objetivo,organización
Destreza,dicese de uno persona que tener buena cualidad en uno tema,cualidades
Destreza,él tener uno persona con buena habilidad,habilidades
Destreza,él que tú diferenciar de otro persona en realizar cierto actividad,actividades
Destreza,uno persona que jugar futbol él tener para el deporte,deporte
Excusa,él decir cuando querer justificarno por alguno accion que hacer ante otro persona,justificación
Excusa,forma de salir ileso ante uno situación que yo desfavoreceer,ileso
Culpa,sentimiento negativo ante uno malo accion,negativo
Culpa,sentimiento al reconocer el equivocación y no comentar él,reconocimiento
Culpa,cuando uno persona tener conocimiento de su error y saber que estar afectar a otro ente,error
Razón,capacidad de organizar pensamiento críticamente,organización
Razón,el animal no él tener,no animal
Razón,yo permitir tomar desición correcto y no actuar por instinto,desiciones
Esperanza,ser el inverso de el media,matemáticas
Esperanza,él utilizar en el estadística,estadística
Esperanza,ser uno emocion,emoción
Esperanza,él tener cuando uno querer lograr algo pero ser dificil lograr él,logro
Esperanza,servir para el automotivación,motivación
Esperanza,todo ir a estar bien,bien
Verdad,ser él que uno siempre tener que decir,deber
Verdad,ser uno valor,valor
Verdad,el gente que él decir ser de confianza,confianza
Verdad,haber que decir él en uno juicio,juicio
Verdad,juez,justicia
Verdad,a veces ser dificil decir él,dificultad
Verdad,credibilidad,credibilidad
Culpa,ser uno sentimiento,sentimiento
Culpa,cuando uno comar demaciado él sentir,comer
Culpa,delito,delito
Culpa,pecado,pecado
Culpa,hacer algo saber que este mal,mal
Culpa,castigo,castigo
Culpa,juicio,juicio
Culpa,ser abstracto,abstracción
Culpa,depender del juicio,juicio
Culpa,ser variable,variable
Obligación,tarea,tareas
Obligación,deber,deber
Obligación,reunión importante,reunión
Obligación,regla,reglas
Obligación,ser de carácter,carácter
Obligación,él tú forzar a hacer algo,forzar
Obligación,cuando deber hacer algo,hacer
Obligación,él poder evadir,evación
Acuerdo,contrato,contrato
Acuerdo,venta,ventas
Acuerdo,condición,condición
Acuerdo,dos o mas participante,dos o más partes
Acuerdo,establecer regla,reglas
Acuerdo,tratar,tratado
Acuerdo,memorio,memoria
Ansiedad,estrés,estrés
Ansiedad,rapidez,rápidez
Ansiedad,gana por que ocurrir algo,ganar
Ansiedad,terminar rapido,rápidez
Ansiedad,comer rapido,comer
Ansiedad,enfermedad psicologico,enfermedad
Ansiedad,picotear comida,comer
Ansiedad,normalmente en mujer,mujeres
Honestidad,decir el verdad,verdad
Honestidad,confiable,confiabilidad
Honestidad,buen persona,bien
Honestidad,ser uno valor,valor
Honestidad,ser calificativo,calificativo
Honestidad,ser veraz,veracidad
Seguridad,empresa,empresas
Seguridad,estar en el concierto,conciertos
Seguridad,estar en el banco,bancos
Seguridad,confianza personal,confianza
Seguridad,camara de vigilancia,cámaras
Seguridad,certeza en tu palabra,certeza
Seguridad,con el mente claro,claridad
Seguridad,policia,policias
Destreza,hablidad para algo,habilidades
Destreza,el mejor,el mejor
Destreza,preciso,precisión
Destreza,seguro,seguridad
Destreza,rapido,rápidez
Destreza,genio,genialidad
Destreza,facilidad para algo,facilidad
Agradecimiento,él decir cuando él ora,oración
Agradecimiento,misar,misa
Agradecimiento,cuando tú sacar de uno problema,solución
Agradecimiento,ser importante decir él,importante
Agradecimiento,ser uno valor decir él,valor
Decisión,aceptar hacer algo o no,aceptación
Definición,significado de uno elemento,significado
Definición,dar caracateristica tipica de ese elemento,características
Definición,especificar su uso,uso
Definición,decir su componente,componentes
Definición,determinar el objetivo del elemento,determinación
Verdad,no mentir,no mentir
Verdad,honestidad,honestidad
Verdad,no él crear falso testimonio,no mentir
Verdad,real,real
Compasión,tener lastima de alguien,lástima
Compasión,sentir pena por alguno accion o suceso,pena
Pensamiento,accion mental,mente
Pensamiento,idea,idea
Pensamiento,mucho vez no él hacer y solo él actuar,hacer sin
Habilidad,capacidad de uno persona,capacidad
Habilidad,ser bueno para realizar uno accion,bien
Habilidad,todo el persona ser buena para algo,todos
Habilidad,todo poseer capacidad diferente,capacidad
Acuerdo,decision entre dos o mas persona,decisión
Acuerdo,llegar   a uno concenso,consenso
Acuerdo,tener el capacidad de determinar uno idea,idea
Acuerdo,llevar a cabo uno idea que él tomo anteriormente,idea
Éxito,él él desear a el persona para que él vallar bien,bien
Éxito,él él decir a el persona que tener uno vida lleno de logro,logro
Éxito,lograr uno objetivo,logro
Éxito,forma de medida del logro,logro
Sugerencia ,concejo,concejo
Sugerencia ,el persona él dar para ayudar a otro en su decisión,ayuda
Sugerencia ,dar motivo para cambiar o ratificar uno decision,motivación
Plan,sucesivo de acción,acción
Plan,haber persona que él poseer para organizar su vida,organización
Definición,ser aquel que yo dar el significado de uno palabra u concepto,significado
Definición,ser aquel de él que estar lleno en el diccionario,diccionario
Definición,tener que ver con él que ser uno palabra o concepto,palabra
Excusa,mentira,mentira
Excusa,ser él que utilizar para evadir algo,evación
Peligro,ser algo de él que yo alejar normalmente,alejamiento
Culpa,él que sentir cuando hacer algo malo a alguien,mal
Culpa,tener este cuando hacer algo mal,mal
Desesperación,él sentir cuando no poder respirar,ahogamiento
Felicidad,alegrio,alegría
Felicidad,arcoiri,arcoiris
Felicidad,risa,risa
Verdad,ser aquel que ser innegable,innegable
Agradecimiento,él sient cuando alguien hacer algo bueno por tú,bien
Obligación,ser algo que deber hacer,deber
Obligación,el adulto tener mas que el niño,adultez
Obligación,tarea,tareas
Razón,estar en él cierto respecto a algo,correcto
Razón,propio de uno persona que él encontrar en él correcto,correcto
Razón,su sustrato biológico ser el cerebro,cerebro
Razón,verdadero según él concebido como cierto por el ser humano,verdad
Razón,el por qué de uno acción o acontecimiento,causa
Razón,mente,mente
Ansiedad,impulso que llevar a hacer algo,impulso
Ansiedad,desear incontrolable frente a uno acontecimiento o evento,descontrol
Ansiedad,desesperación,desesperación
Ansiedad,producir efecto movimiento físico involuntario,cambio corporal
Ansiedad,el novio antes de el boda él presentar,boda
Ansiedad,poder generar acné tensión muscular y o tic nervioso,cambio corporal
Ansiedad,soler ocurrir previo a uno hecho importante,anticipación
Habilidad,capacidad de realizar algo,capacidad
Habilidad,destreza en uno disciplina,destreza
Habilidad,que él ser facil realizar algo,facilidad
Habilidad,tú hacer esoecial o característico,características
Habilidad,característica positivo que tú destacar por sobre el demá en uno área,características
Habilidad,virtud,virtud
Habilidad,como tener capacidad para el desarrollo de artes manual,capacidad
Obsesión,preocupación extremo por algo,preocupación
Obsesión,caús preocupación en quien él poseer,preocupación
Obsesión,no permitir apartar el pensamiento de algo o alguien,no peligro
Esperanza,pensar positivo pensar que algo ocurrirar,pensamiento
Esperanza,el creyent él tener en dio,Dios
Esperanza,saber que algo suceder,saber
Esperanza,tener confianza en que él hecho o él que él hacer ser él correcto,confianza
Esperanza,propio de persona positivo,positivo
Seguridad,otorgar tranquilidad en el hogar,tranquilidad
Seguridad,el padre él él otorgar a su hijo mediante el protección,padres
Seguridad,evitar asalto intranquilidad malestar y o daño,intranquilidad
Seguridad,certeza sobre algo,certeza
Felicidad,alegría que perdurar,alegría
Felicidad,estado de ánimo positivo,ánimo
Felicidad,opuesto a tristeza o amargura,no tristeza
Felicidad,propio de persona positivo,positivo
Felicidad,permitir disfrutar mejor el cosa de el vida,disfrute
Desesperación,angustiar frente a algo,angustia
Desesperación,incapacidad de estar tranquilo,incapacidad
Desesperación,producir estrés en quien él tener constantemente,estrés
Verdad,que ser certero,certeza
Verdad,concebido como real,real
Destreza,habilidad para el realización de algo,habilidades
Destreza,capacidad mayor que el promedio de el gente en alguno disciplina,capacidad
Destreza,mayor desrrollo de uno caracteristica positivo que tú hacer destacar por sobre el dema,características
Esperanza,tener fé,fe
Esperanza,algo positivo,positivo
Esperanza,pensar que el cosa ir a estar bien,pensamiento
Esperanza,no rendir él,no rendición
Esperanza,confiar,confianza
Obligación,algo que si o si él hacer,hacer
Obligación,no poder no hacer algo,no voluntad
Éxito,buen resultado,bien
Éxito,lograr el cien por ciento,logro
Éxito,estar satisfecho,satisfacción
Éxito,tener él que uno querer,tener
Éxito,realización,realización
Honestidad,verdad,verdad
Honestidad,no mentir,no mentir
Honestidad,decir él que uno pensar,decir
Honestidad,obtener confianza,confianza
Honestidad,real,real
Habilidad,capacidad,capacidad
Habilidad,ser bueno para algo,bien
Habilidad,algo propio que tener cada persona,personal
Habilidad,abarcar distinto ambito,ambitos
Razón,tener el verdad,verdad
Razón,justificación,justificación
Razón,algo que él creer que ser cierto,cierto
Razón,pensamiento,pensamiento
Razón,él que creer tener todo el persona,todos
Razón,él poder contradecir,contradecir
Razón,opinión,opinión
Desesperación,perder el calma,intranquilidad
Desesperación,estar inquieto,inquietud
Desesperación,estar ansioso,ansiedad
Desesperación,susto,susto
Desesperación,efecto del miedo,miedo
Desesperación,impaciente,impaciencia
Desesperación,contrario a estar pasivo,activo
Desesperación,fuera de lugar,fuera de lugar
Desesperación,perder el control,incontrolable
Desesperación,pensamiento malo,pensamiento
Agradecimiento,dar el gracia,gratitud
Agradecimiento,estar feliz con él que uno recibir,felicidad
Agradecimiento,ser respetuoso,respeto
Agradecimiento,él dá cuando otro persona hacer algo bueno por el otro,bien
Agradecimiento,satisfecho,satisfacción
Agradecimiento,no él pedir algo a cambio él dar por él solo,no pedido
Peligro,algo malo,mal
Peligro,tener cuidado,cuidado
Peligro,advertencia,advertencia
Peligro,poder ocurrir uno situación en uno futuro,futuro
Peligro,desastre,cuidado
Peligro,prevenir,prevención
Pensamiento,opinión,opinión
Pensamiento,él tener en el mente,mente
Pensamiento,el persona él tener,lenguaje
Pensamiento,existir buen y malo,bien/mal
Pensamiento,ser diferente al resto,diferentes
Pensamiento,él dar en el día a día,día a día
Pensamiento,creencia,creencia
Peligro,peligro,peligro
Peligro,auxilio,auxilio
Peligro,que este pasar,actual
Peligro,que suceder,suceso
Peligro,alertar,alerta
Peligro,bomba,bomba
Peligro,terrorismo,terrorismo
Peligro,seguridad,seguridad
Peligro,vida de el persona,vida
Amenaza,peligro,peligro
Amenaza,auxilio,auxilio
Amenaza,que este pasar,actual
Amenaza,que suceder,real
Amenaza,alertar,alerta
Amenaza,bomba,bomba
Amenaza,terrorismo,terrorismo
Amenaza,ataque,ataque
Amenaza,seguridad,seguridad
Amenaza,vida de el persona,vida
Destreza,habilidad,habilidades
Destreza,leonel messi,deporte
Destreza,rapidez,rápidez
Destreza,fisico,físico
Destreza,pensamiento rapido,rápidez
Destreza,habilidad para correr,habilidades
Destreza,don,don
Destreza,destreza,destreza
Destreza,aptitud,aptitud
Destreza,genio,genialidad
Pensamiento,reflexion,reflexión
Pensamiento,inteligencia,inteligencia
Pensamiento,juicio,juicio
Pensamiento,idea,idea
Pensamiento,concepto,concepto
Pensamiento,plan,plan
Pensamiento,esperame uno poco,ejemplo
Pensamiento,dejame uno tiempo,insomnio
Seguridad,poco robo,no delincuencia
Seguridad,certeza,certeza
Seguridad,confianza,confianza
Seguridad,convencido,convencimiento
Seguridad,evidenciar,evidencia
Seguridad,consentimiento,consentimiento
Seguridad,yo sentir protegido,protección
Seguridad,carabinero,policias
Seguridad,pdi,policias
Agradecimiento,reconocimiento,reconocimiento
Agradecimiento,dio él bendecir,Dios
Agradecimiento,satisfaccion,satisfacción
Agradecimiento,premio,premio
Agradecimiento,complacer él,complacencia
Agradecimiento,gracia por el favor,gratitud
Agradecimiento,retribucion,retribución
Peligro,inseguridad,inseguridad
Peligro,ataque,ataque
Peligro,bomba,bomba
Peligro,choque,choque
Peligro,velocidad excesivo,velocidad
Peligro,amenazar,amenaza
Peligro,exposicion,exposición
Peligro,accidente,accidente
Peligro,malo nota,mal
Esperanza,probablidad,probabilidad
Esperanza,estadístico,estadística
Esperanza,analisis numerico,análisisnumerico
Esperanza,año de vida,vida
Esperanza,calidad de vida,vida
Esperanza,confianza,confianza
Esperanza,seguridad,seguridad
Esperanza,certidumbre,certidumbre
Esperanza,ilusión,ilusión
Plan,proyecto,proyecto
Plan,proposito,propósito
Plan,intencion,intención
Plan,prototipo,prototipo
Plan,arduino,arduino
Plan,trabajar,trabajo
Plan,ingenierio,ingeniería
Plan,borrador,borrador
Plan,boceto,boceto
Ansiedad,codicia,codicia
Ansiedad,desear,deseo
Ansiedad,querer algo,querer
Ansiedad,necesidad,necesario
Ansiedad,impulsividad,impulsividad
Ansiedad,afán,afán
Ansiedad,anhelar,anhelo
Ansiedad,angustiar,angustia
Ansiedad,inquietud,inquietud
Acuerdo,estar totalmente a tu lado,lado
Acuerdo,a favor,a favor
Acuerdo,convenio,convenio
Acuerdo,pacto,pacto
Acuerdo,estrategia,estrategia
Acuerdo,mercado,mercado
Acuerdo,tratar,tratado
Acuerdo,transacción,transacción
Acuerdo,decision final,decisión
Honestidad,veracidad,veracidad
Honestidad,decir el verdad,verdad
Honestidad,no ser mentiroso,no mentir
Culpa,sentir que ser responsable de algo ocurrido,responsabilidad
Culpa,experimentar remordimiento,remordimiento
Culpa,algo que sentar cuando hier a alguien,herir
Definición,significado de uno palabra,significado
Definición,forma en que dar a entender a otro él que querer decir uno concepto,entendimiento
Definición,característica que tú ayudar a comprender mejor uno palabra,caracterización
Peligro,ser él que haber si estuviera en medio de uno incendio,incendio
Sugerencia ,recomendación,recomendación
Sugerencia ,ser uno forma de aconsejar a alguien para que llevar a cabo algo,consejo
Desesperación,ser él que sentir el persona cuando estar lidiar con su fobia,fobia
Desesperación,él sentiría si estuviera sumergido en el agua sin poder salir,ahogamiento
Desesperación,él sentiría si no tú dejar respirar,ahogamiento
Oportunidad,ser uno chance para algo,chance
Oportunidad,ser cuando haber uno momento exacto para llevar a cabo algo,momento apropiado
Obligación,él referir a cuando si o sí tener que hacer algo,no opción
Obligación,ser como tú sentir cuando tener que hacer algo que no quierar,no querer
Obligación,ser como tener que hacer uno tarea del colegio o de el universidad,deber
Obligación,cuando tu padre salir y tener que si o sí cuidar a tu hermano,responsabilidad
Decisión,cuando opta hacer algo que nada ni nadie tú detener,optar
Decisión,él referir a cuando elegir uno carrera universitario al salir del colegio,carrera
Verdad,afirmación que tú llevar a creer en algo real,real
Verdad,ser él que tú hacer ser uno persona auténtico,autenticidad
Verdad,ser él contrario a falsedad,verdad
Oportunidad,opcion,opción
Oportunidad,él presentar varios en el vida,durante la vida
Oportunidad,no todo él tener,no todos
Oportunidad,uno él agradecer,gratitud
Oportunidad,tú él dar algo o alguien,dadas
Oportunidad,si él cometer uno error este el posibilidad de enmendar él con él,enmendar
Oportunidad,uno nuevo camino,camino
Oportunidad,uno desafio,desafío
Oportunidad,hacer algo por primero vez o repetir él,primera vez
Oportunidad,uno fortuna,fortuna
Peligro,provocar palpitación rapida,palpitaciones
Peligro,tener consecuencia,consecuencias
Peligro,miedo,miedo
Peligro,cuidado,cuidado
Peligro,ser uno advertencia,advertencia
Peligro,haber que pensar antes de actuar,anticipación
Peligro,él poder evitar,evitación
Peligro,advertir riesgo,advertencia
Peligro,ser uno advertencia,advertencia
Peligro,evitar sufrimiento o molestia,sufrimiento
Ganancia ,dinero,dinero
Ganancia ,fruto de algo,fruto
Ganancia ,cuando ser niño tener poco,escasez en la niñes
Ganancia ,él ganar en el primero trabajo,trabajo
Ganancia ,capital,capital
Ganancia ,billete,dinero
Ganancia ,ser satisfactorio,satisfacción
Felicidad,amor,amor
Felicidad,realizacion personal,realización
Felicidad,unobjetivo de vida,objetivos
Felicidad,uno gran mision,misión
Felicidad,uno deseo,deseo
Felicidad,no ser constante,breve
Felicidad,requerir esfuerzo,esfuerzo
Felicidad,depender de uno mismo,uno mismo
Felicidad,estar emocional,emoción
Felicidad,gratificante,gratificante
Razón,logico,lógica
Razón,pensamiento,pensamiento
Razón,el mente el crea,mente
Razón,permitir críticar,permitir
Razón,tú permitir crear argumento,argumentación
Razón,uno capacidad del ser humano,humano
Razón,parte de el especie,humano
Razón,poder ser logico critico,lógica
Razón,permitir el comunicación,permitir
Obligación,deber,deber
Obligación,imposicion,imposición
Obligación,accion inmediato,acción
Obligación,tener tiempo determinado,tiempo determinado
Obligación,no él poder decir él no,no voluntad
Obligación,tu mama tú dar mucho,madres
Obligación,implicar responsabilidad,responsabilidad
Obligación,tarea,tareas
Obligación,ir a secar el ropa,quehaceres
Obligación,tener uno buen rendimiento,rendimiento
Habilidad,uno capacidad,capacidad
Habilidad,poder ser blandas,blandas
Habilidad,ser intrinsica,intrínseco
Habilidad,el poder desarrollar,desarrollo
Habilidad,el matematica,matemáticas
Habilidad,el labia,labia
Habilidad,especie de don,don
Habilidad,facilitadora de objetivo,facilidad
Seguridad,confort,confort
Seguridad,mama,padres
Seguridad,comodiad absoluto,comodidad
Seguridad,proteccion,protección
Seguridad,el sient en uno lugar,lugar
Seguridad,el sient con uno persona,persona
Seguridad,el poder tener en tú mismo,uno mismo
Seguridad,él poder trabajar si no el tener,trabajable
Seguridad,él construir con el experiencia,experiencia
Seguridad,algo reconfortante,real
Pensamiento,logico deductivo etc,lógica
Pensamiento,critico,crítica
Pensamiento,permitir comunicación,comunicación
Pensamiento,creer uno opinion,opinión
Pensamiento,uno idea,idea
Pensamiento,representación mental,mente
Pensamiento,imaginacion,imaginación
Pensamiento,poder ser positivo o negativo,positivo/negativo
Pensamiento,ahora este tener uno,presente
Definición,concepto,concepto
Definición,concreto,concreto
Definición,no ser abstracto,concreto
Definición,todo el palabra tener uno,palabra
Definición,tú permitir entender,entendimiento
Definición,tú dar conocimiento,conocimiento
Definición,estar estipulada,estipulación
Definición,real academia español,diccionario
Definición,avez costar entender él,entendimiento
Definición,haber ma de 1000000 en el mundo,muchos
Obsesión,adicción,adicción
Obsesión,cuando algo ser desear,deseo
Obsesión,ser constante,constante
Obsesión,soler provocar malo resultado,mal
Obsesión,dificíl controlar,descontrol
Obsesión,generar placer él que desencadenar en este,placer
Obsesión,obstinación,observación
Culpa,sensación molesto,molestia
Culpa,él deber a alguno acción o situación que involucrar uno autorresponsabilidad,responsabilidad
Culpa,malestar,malestar
Culpa,incomodidad,incomodidad
Culpa,poder generar ansiedad,ansiedad
Culpa,él tender a sentir luego de producir algun daño,daño
Culpa,el forma de remediar él ser arreglar el motivo causante,remediar
Desesperación,sensación que producir disgusto,disgusto
Desesperación,angustiar,angustia
Desesperación,el persona que el sienta poder estar nervioso,nerviosismo
Desesperación,necesidad de uno solución inmediato,necesario
Desesperación,limite,limitación
Desesperación,busquedar de ayuda,ayuda
Ganancia ,él que él obtener por realizar alguno acción,optención
Ganancia ,beneficiar a quien él obtener,beneficios
Ganancia ,poder ser material y no material,material
Ganancia ,recompensar,recompensa
Ganancia ,poder simular uno premio,premio
Acuerdo,entre dos o mas persona,dos o más partes
Acuerdo,tratar,trato
Acuerdo,desición,decisión
Acuerdo,todo el parte involucrado estar conforme con el resultado,conformidad
Acuerdo,conforme,conformidad
Habilidad,destresar,destreza
Habilidad,don,don
Habilidad,talento,talento
Habilidad,uno persona que desarrollar bien uno actividad o conocimiento,bien
Habilidad,él poder desarrollar con practica,práctica
Sugerencia ,recomendación,recomendación
Sugerencia ,consejo,concejo
Sugerencia ,para que uno persona tomar uno buen desición él él dar uno,preguntar
Sugerencia ,él decir en forma de opinión,opinión
Sugerencia ,apoyo,apoyo
Sugerencia ,él transmitir como uno opción mas a considerar,transmición
Felicidad,alegrio,alegría
Felicidad,  sensación placentero,placer
Felicidad,sonrisa,sonrisa
Felicidad,dicho,dicha
Felicidad,emoción,emoción
Felicidad,bienestar,bienestar
Felicidad,mejor salud,salud
Felicidad,estado de animo,ánimo
Felicidad,poder ser uno respuesta a algo que él querer o esperar,respuesta
Éxito,triunfo,triunfo
Éxito,meta logrado,meta
Éxito,él tener luego de esforzar él para alcanzar él,esfuerzo
Éxito,producir felicidad,felicidad
Éxito,quien él lograr sentir satisfacción,satisfacción
Razón,motivo,motivación
Razón,él que desencadenar que suceder,causa
Razón,el ser humano él caracterizar por poseer este capacidad,humano
Razón,él desarrollar por el pensamiento,pensamiento
Acuerdo,consensir,consenso
Acuerdo,algo que beneficiar a ambos parte,dos o más partes
Acuerdo,requerir compromiso de ambos parte,compromiso
Acuerdo,alianza,alianza
Acuerdo,colaborar con alguien,colaborar
Desesperación,histeria,histeria
Desesperación,falta de control de sentimiento propio,incontrolable
Desesperación,estar bajo presion,presión
Desesperación,no saber que hacer,no acción
Desesperación,angustiar,angustia
Desesperación,creer que ya no existir mas posibilidad,sin salida
Desesperación,falta de control de el situacion,incontrolable
Desesperación,pánico,pánico
Desesperación,temor,temor
Desesperación,miedo,miedo
Ganancia ,beneficio,beneficios
Ganancia ,recompenza,recompensa
Ganancia ,recibir algo despu de uno logro,logro
Ganancia ,poder ser extrinseco como intrinseco,interno/externo
Ganancia ,uno él sentir realizado,realización
Ganancia ,efecto de esfuerzo,esfuerzo
Ganancia ,consecuencia de venta,ventas
Ganancia ,poder ser monetario,monetario
Habilidad,capacidad de hacer algo,hacer
Habilidad,uno don,don
Habilidad,ser bueno en algo,bien
Habilidad,destacar él en uno area,destacado
Habilidad,ser competente para algo,competencia
Habilidad,poder relacionar él con el hobbi,hobbies
Compasión,ser empatico con el otro,empatía
Compasión,perdonar por pena,perdón
Compasión,ayudar,ayuda
Compasión,poner él en el lugar de alguien que él este pasar peor que uno,empatía
Seguridad,confort,confort
Seguridad,estabilidad,estabilidad
Seguridad,no sentir miedo,no miedo
Seguridad,proteccion,protección
Seguridad,fuera de peligro,no peligro
Seguridad,cuidado,cuidado
Seguridad,cuando uno poner uno candado,candados
Obligación,compromiso que deber cumplir él,compromiso
Obligación,regla que él deber acatar,reglas
Obligación,no él poder evadir,no voluntad
Plan,proyecto,proyecto
Plan,conjunto de idea que podriar realizar él,confort
Plan,panoramar,panorama
Plan,acción a segui,acción
Agradecimiento,como tú sentir despues de recibir algo,sentimiento
Agradecimiento,gratitud,gratitud
Agradecimiento,él que sentar cuando alguien tú hacer uno favor,favor
Excusa,intento de justificacion de uno accion,justificación
Excusa,mentira o verdad que servir para evadir uno situacion,mentira
Excusa,frase con el cual   buscar ser perdonar,perdón
Excusa,frase que él emitir con tal de no ver él perjudicado,no perjuicio
Decisión,elegir algo por sobre otro,elección
Decisión,estudiar ser uno buen,estudiar
Decisión,para hacer uno gol ser necesario tomar uno buen,deporte
Decisión,al momento de elegir ser importante,importante
Destreza,habilidad,habilidades
Destreza,para jugar futbol él necesitar,deporte
Destreza,motricidad fino,motricidad
Destreza,movimiento cordinado,coordinación
Destreza,habilidad en combate,habilidades
Destreza,aumentar el probabilidad de golpe crítico,golpear
Destreza,aumentar el probabilidad de esquivar uno golpe,esquivar
Destreza,agilidad,agilidad/fuerza
Destreza,capacidad fisico,capacidad
Éxito,triunfo,triunfo
Éxito,victoria,victoria
Éxito,logro obtenido,logro
Éxito,realización de sueño,realización
Éxito,para conseguir él ser necesario el trabajo duro,trabajo
Éxito,fruto del esfuerzo,esfuerzo
Éxito,cumplimiento de el objetivo,cumplimiento
Éxito,el esfuerzo ser el camino al,esfuerzo
Éxito,haber que luchar para conseguir él,lucha
Éxito,mision cumplido,cumplimiento
Culpa,angustiar,angustia
Culpa,sensación tras cometer uno error,error
Culpa,gana de corrergir uno accion,correción
Culpa,generalmente él él asociar a el arquero,arquero
Culpa,intranquilidad frente a uno decision tomado,intranquilidad
Culpa,querer revertir uno situacion,querer
Culpa,sensación al no realizar uno accion,omisión
Culpa,el autogol ser por mi,error
Culpa,pensamiento autocritico,autocrítica
Peligro,uno situacion que generar miedo,miedo
Peligro,sensacion de inseguridad frente a algo o alguien,sensación
Peligro,situacion impredecible,impredecible
Peligro,tsunami,tsunami
Peligro,en chile él vivir en constante,hay en Chile
Peligro,advertencia,advertencia
Peligro,aviso previo frente a uno situacion,advertencia
Peligro,señaletico de,advertencia
Peligro,probabildiad de salir dañado,daño
Ansiedad,angustia interno,angustia
Ansiedad,desesperacion frente a uno situacion,desesperación
Ansiedad,ataquede,ataque
Ansiedad,falta de respiracion,ahogamiento
Ansiedad,no saber que ir a suceder,no saber
Ansiedad,sentimiento frente a el adversidad,adversidad
Ansiedad,existir medicamento para reducir él,tratamiento contra
Ansiedad,el medicina no convencional decir tratar él,tratamiento contra
Ansiedad,visita al psicologo,psicológico
Ansiedad,ataquede panico,ataque
Seguridad,sensacion de comodidad,comodidad
Seguridad,guardia,guardias
Seguridad,antivirus,antivirus
Seguridad,contraseña,contraseña
Seguridad,barrera,barrera
Seguridad,tranquilidad,tranquilidad
Seguridad,contencion frente a uno situacion,contención
Seguridad,el dinero decir que el otorga,dinero
Seguridad,confianza en si mismo,confianza
Peligro,manera de entender algo,entendimiento
Peligro,idea,idea
Peligro,vision de mundo,visión
Peligro,ocurrir en el mente,mente
Peligro,entregar respuesta,respuesta
Peligro,generar pregunta,preguntas
Peligro,cuestionamiento de algo,cuastionamiento
Acuerdo,entendimiento,entendimiento
