Concepto,respuesta,Code
grass,seasonal change grass growth and color can change with the season with many grass go dormant during winter month,seasonal change
grass,oxygen production like all plant grass produce oxygen as a byproduct of photosynthesis,oxygen production
grass,ecological importance grass provide food and habitat for many animal from insect to graze mammal,ecological role
grass,"diverse specie there be over 10,000 know specie of grass range from tall grass like bamboo to short grass like blue grama",species
grass,soil stabilization grass root help hold soil in place prevent erosion and landslide,soil health
grass,widespread distribution grass be find on every continent and in almost every environment from tropical to arctic region,ubiquity
grass,it be almost everywhere,ubiquity
grass,it indicate life,life
grass,it be abundant,abundance
grass,it can grow wild,adaptability
grass,it be a good resting area,resting
grass,it nourish animal,food source
grass,contain chlorophyll for photosynthesis,photosynthesis
grass,form dense tuft or patch,cluster growth
grass,typically remain close to the ground,growth
grass,feature long thin blade,length
grass,need sunlight for growth,sunlight
grass,support various wildlife and insect,ecological role
grass,be green,green
grass,be use for feed,food source
grass,be everywhere,ubiquity
grass,be naturally occur,natural
grass,can not be eat by human,inedible
grass,in farm,agriculture
grass,plant,plant
grass,photosynthesis,photosynthesis
grass,reproduction,reproduction
grass,biodegradable,biodegradable
grass,water requirement,needs water
grass,growth,growth
grass,green,green
grass,useless for human to use for a lawn we can not eat it,inedible
grass,useful in native habitat for prevent soil erosion,soil health
grass,graze cow,grazing
grass,open prairie,grass
grass,unruly,untamed
grass,camouflage,camouflage
grass,water collector,water
grass,provide cool spot,shade
grass,ground cover,ground
grass,not tree,ground
grass,low lie cover,ground
grass,grass be green,green
grass,grass be eat by animal,food source
grass,grass be not as big as tree,size
grass,grass be use for decorate,beauty
grass,grass be home to little insect,insects
grass,grass reduce green house effect,carbon storage
green,signal new life,new life
green,common in spring and summer on tree,spring
green,can be use by animal to chameoflouge,camouflage
green,can signify something be not ripe yet,ripeness
green,be common,common
green,lack of green can indicate end of the growth season,seasonal change
green,be the result of chlorophyll in plant,chlorophyll
green,the color of several mineral,minerals
green,a predominate color of amphibian,amphibian color
green,a predominate color of reptile,reptile
green,a common color of insect,insects
green,algae bloom,algae
green,natural,natural
green,chlorophyll,chlorophyll
green,vital for photosynthesis,photosynthesis
green,common,common
green,many different shade,shade
green,most plant have some green on they,plant
green,leafy,leafs
green,natural,natural
green,healthy,healthy
green,summer spring,spring
green,mature,maturity
green,camoflague,camouflage
green,tree,trees
green,grass,grass
green,a forest full of tree and unmanned land,forest
green,vitality,vitality
green,growth,growth
green,healthy land,healthy
green,everywhere,ubiquity
green,signify health,healthy
green,grow in summer,summer
green,go away in winter,winter
green,help plant photosynthesize,photosynthesis
green,very pretty,beauty
green,most foliage be green,foliage
green,green mean life and growth,growth
green,green be comfort in nature,positive emotion
green,nature be green primarily in warm month,summer
green,the absence of greenery mean it be get cold,winter
green,healthy grass be green,grass
green,plant,plant
green,alive,vitality
green,food,food
green,shelter,shelter
green,cover,cover
green,oxygen,oxygen
green,grass,grass
green,tree,trees
green,clean,clean
green,lively,vitality
green,life source,vitality
green,edible,edible
green,color of leave,leaf color
green,summer grass,seasonal change
green,certain animal change to green to conceal themselves,camouflage
green,many flower stem be green,green
green,color of frog,amphibian color
green,polluted water can be green,algae
green,provide natural balance,balance
green,improve environmental health,healthy
green,fresh environment,freshness
green,pure and clean vegetation,clean
green,biodiversity,biodiversity
green,high degree of photosynthesis,photosynthesis
green,associate with plant and vegetation,plant
green,dominant color in forest and landscape,forest
green,symbolize balance and nature 's cycle,balance
green,link to eco friendliness and sustainability,sustainability
green,calm and soothe color,positive emotion
green,represent growth and harmony,growth
green,chlorophis in plant,chlorophyll
green,the general color of land as see from space,earth color
green,a way of living that produce as little polutiant as you can,eco-friendly
green,be the good sign of life on earth as see from space,vitality
green,hold water,water retention
green,the most comon color on earth that occur naturaly,natural
green,chlorophyll,chlorophyll
green,vegetation,vegetation
green,healthy growth,healthy
green,photosynthesis,photosynthesis
green,ecosystem,ecosystem
green,health of the environment,healthy
green,grass,grass
green,tree,trees
green,health,healthy
green,thrive,vitality
green,beautiful environment,beauty
green,some animal,animals
green,get their color from chlorophyll,chlorophyll
green,be usually plant with leave,plant
green,tree be usually green during the spring and summer,spring
green,bush be typically green,bushes
green,grass be typically green,grass
green,a lot of insect and animal eat leave which be green,leaves
green,tree,trees
green,grass,grass
green,plant,plant
green,gardens,gardens
green,apple,apples
green,forest,forest
green,green be a sign of wealth,wealth
green,green be a sign of love,love
green,green be a sign of love,love
green,green be a color,green
green,green beautify nature,beauty
green,green be a light,light
green,earthy tone green be an earthy tone connect we to the natural world,earth color
green,healing green be associate with healing as it be believe to have a soothe effect on the eye and mind,healing
green,abundance green signifie abundance prosperity and lushness in natural environment,abundance
green,freshness green represent freshness youth and vitality in nature,freshness
green,camouflage green be a common color for animal camouflage help creature blend into their surrounding,camouflage
green,symbolism green symbolize life renewal and fertility in many culture,vitality
green,it be synonymous with nature,natural
green,it be the color of leave,leaf color
green,it usually indicate eco friendly,eco-friendly
green,it be the color of leave that cover the earth,leaf color
green,it indicate vitality,vitality
green,it connotate a healthy forest,forest
green,find in plant due to chlorophyll,chlorophyll
green,associate with healthy grow vegetation,vegetation
green,common color of plant foliage,leaf color
green,represent harmony and equilibrium,balance
green,dominant color in natural landscape,green
green,range from pale to dark green,shade
green,clean,clean
green,low carbon footbprint,eco-friendly
green,organi,organic
green,untainted,clean
green,the original state of thing,natural
green,unspoile by human,unspoiled
lake,can affect water level and the behavior of aquatic life,aquatic life
lake,experience seasonal change,seasonal change
lake,play a key role in nutrient cycling,nutrient cycling
lake,serve as reservoir for aquatic ecosystem,ecological role
lake,can vary greatly in depth,depth
lake,can influence the type of plant and animal that live in they,ecological role
lake,body of water,body of water
lake,ecosystem,ecosystem
lake,depth variation,depth
lake,water level,water levels
lake,surround by land,landlocked
lake,nutrient cycling,nutrient cycling
lake,water,water
lake,fishing,fishing
lake,boat activity,boating
lake,fish,fish
lake,body of water,body of water
lake,fresh water,freshwater
lake,be its own ecosystem,ecosystem
lake,water source for animal,water source
lake,help cool down the area,climate influence
lake,home of many animal,animals
lake,full of water,water
lake,be cool,cool
lake,lake be make from stream and creak,water source
lake,lake house fish,fish
lake,lake give people a place too cool off and swim,swimming
lake,lake can be so big they look like ocean,size variation
lake,lake be fresh water generally,freshwater
lake,lake can be shallow or deep,depth
lake,large,large
lake,water source,water source
lake,fun,recreation
lake,calm,calming
lake,refresh,refreshing
lake,fishing source,fishing
lake,fresh water,freshwater
lake,provide recreational fishing,fishing
lake,freeze over in cold environment,freezing
lake,provide a home to a multitude of specie of fish,ecological role
lake,provide food to animal specie that rely on aquatic specie,ecological role
lake,give human and animal water to stay alive,water source
lake,water,water
lake,support wildlife,wildlife
lake,refuge for bird,bird
lake,water for animal,water source
lake,support microscopic organism,microscopic organisms
lake,often undervalue,undervalued
lake,fun to swim in but can be dangerous,swimming
lake,home to bass,fish
lake,beautiful to view from above,beauty
lake,great for boat and water skiing,boating
lake,cover lot of surface area,large
lake,not typically deep,shallow
lake,body of water,body of water
lake,still,still water
lake,tree,trees
lake,kayak,boating
lake,lake house,lakehouse
lake,fishing,fishing
lake,wet,water
lake,deep,depth
lake,home for fish,fish
lake,swimmable,swimming
lake,no shark,safe
lake,wave,waves
lake,still water characteristic,still water
lake,define boundary,landlocked
lake,influence on climate of the area,climate influence
lake,seasonal variation,seasonal change
lake,recreational value,recreation
lake,possess fresh water,freshwater
lake,blue,blue
lake,can swim without shark,swimming
lake,beach,beach
lake,fun day out with friend,fun
lake,large,large
lake,safe,safe
lake,water,water
lake,light breeze,breeze
lake,fish,fish
lake,otter,otter
lake,tree,trees
lake,storm,storms
lake,body of fresh or saltwater,body of water
lake,landlocke,landlocked
lake,still.or slow move water,still water
lake,support aquatic life,ecological role
lake,water cycle component,water cycle
lake,geological formation,geology
lake,big,large
lake,small,small
lake,water,water
lake,biodiversity,biodiversity
lake,pollution,pollution
lake,clean,clean
lake,fish,fish
lake,water,water
lake,algea,algae
lake,still,still water
lake,boat,boating
lake,swim,swimming
lake,fresh water,freshwater
lake,contain by land,landlocked
lake,feed river and stream,water source
lake,self contain,contained
lake,home of various specie,species
lake,deep water,depth
lake,blue,blue
lake,natural,natural
lake,large and deep,depth
lake,contain wildlife,wildlife
lake,replenish by rain and level can get too high,rain
lake,clean,clean
lake,be a part of a water body,water body
lake,help animal to drink,water source
lake,cover half of the earth,large
lake,help nature,natural
lake,add up to nature,natural
lake,lake contain fish,fish
lake,support ecosystem,ecological role
lake,fresh water,freshwater
lake,it a still water,still water
lake,be a body of water,body of water
lake,can be use by human,recreation
lake,lake often experience seasonal change such as freeze in winter in colder climate,seasonal change
lake,water,water
lake,boat,boating
lake,wide,large
lake,deep,depth
lake,cold,cold
lake,beautiful,beauty
lake,water body,body of water
lake,have an ecosystem,ecosystem
lake,get water from another source,water source
lake,freshwater,freshwater
lake,provide extracurricular nature relate activity such as swimming fishing etc,recreation
lake,can be natural or man make,natural
lake,still,still water
lake,fish,fish
lake,life,life
lake,peace,calming
lake,souce of water,water source
lake,rock,rocks
leaf,change,seasonal change
leaf,green or orange or red,color change
leaf,from deciduous tree,deciduous
leaf,can be poisonous,toxic
leaf,make good compost,compost
leaf,very old fashioned toilet paper,toilet paper
leaf,a plant,plant
leaf,something that grow from a plant,plant part
leaf,a plant structure,plant part
leaf,a part of plant anatomy,plant part
leaf,be green much of the time,green
leaf,a piece of a plant,plant part
leaf,crunchy,texture
leaf,beautiful,beauty
leaf,food for worm,food source
leaf,messy,messy
leaf,brown,brown
leaf,green,green
leaf,a leaf be typically green in summer,seasonal change
leaf,a leaf will change color in the autumn,color
leaf,a leaf will fall off the tree in autumn,falling
leaf,a leaf will regrow in spring,growth
leaf,a leaf absorb sunlight like a solar panel,photosynthesis
leaf,a leaf have vein run water to the tip,veins
leaf,extensuion,growth
leaf,integral part of leaf,plant part
leaf,part of plant framework,plant structure
leaf,necessary for ecosystem,ecological role
leaf,food for insect and animal,food source
leaf,provide cushioning for plant,protection
leaf,change color,seasonal change
leaf,grow on tree,growth
leaf,fall off of tree during winter,seasonal change
leaf,turn red and orange during fall,seasonal change
leaf,provide shade while on a tree,shade
leaf,can come in various shape,shape variation
leaf,part of a pant,plant part
leaf,food source,food source
leaf,produce oxygen,oxygen production
leaf,green,green
leaf,create shade,shade
leaf,feed the plant,plant nourishment
leaf,play a key role in photosynthesis convert sunlight into energy for the plant,photosynthesis
leaf,typically green due to chlorophyll which help in capture light,chlorophyll
leaf,contain a network of vein that transport water and nutrient,veins
leaf,vary widely in shape and size depend on the plant specie,shape variation
leaf,often shed seasonally particularly in deciduous tree,seasonal change
leaf,can have different texture such as smooth jagged or waxy depend on the plant ’s adaptation,texture
leaf,they grow on tree and bush,growth
leaf,there be many different kind,variety
leaf,the color change,seasonal change
leaf,they fall off branch when the weather get cold,seasonal change
leaf,they play a part in keep the air clean,oxygen production
leaf,they all have stem,stems
leaf,grow on plant tree and shrub,plant
leaf,essential for photosynthesis and growth,photosynthesis
leaf,varied shape size and color,shape variation
leaf,provide food and shelter for wildlife,food source
leaf,change color with season e.g. autumn foliage,seasonal change
leaf,fall off tree during autumn or dry season,falling
leaf,green color,green
leaf,process of photosynthesis,photosynthesis
leaf,have vein,veins
leaf,have stoma,stomata
leaf,leaf cycle,seasonal change
leaf,leaf arrangement,plant structure
leaf,look attractive,beauty
leaf,be mostly green,green
leaf,always at the stem,stems
leaf,serve as medium to which plant grow,plant growth
leaf,serve as flower,flowers
leaf,some edible,edible
leaf,the thing on tree,trees
leaf,green or red,color
leaf,fall off tree and be flammable,falling
leaf,get stuck to foot and car tire,messy
leaf,leaf pile up,messy
leaf,can show what nature be like dead or alive,nature health
leaf,either brown orange red yellow or green,color
leaf,grow on a tree,growth
leaf,fall to the ground in the autumn,seasonal change
leaf,be a part of a plant,plant part
leaf,food for some insect,food source
leaf,crunchy,texture
leaf,grow on tree or plant,growth
leaf,vary shape depend on the plant it grow on,shape variation
leaf,gather sunlight for the plant,photosynthesis
leaf,can signal the health of its plant,nature health
leaf,leave from tree fall in the autumn,seasonal change
leaf,be beneficial to the great natural system,ecological role
leaf,grean,green
leaf,lush,beauty
leaf,fall color,seasonal change
leaf,shade,shade
leaf,breeze,breeze
leaf,maple,maple
leaf,part of a plant,plant part
leaf,green and other color too,color
leaf,stem from the branch and grow,growth
leaf,when pluck can die and wither away,decay
leaf,change color in different season,seasonal change
leaf,can be beautiful,beauty
leaf,absorb sunlight,photosynthesis
leaf,require water,plant nourishment
leaf,eat by animal,food source
leaf,have vien,veins
leaf,plant 's lifeforce,photosynthesis
leaf,be a limb of plant,plant part
leaf,tree brush page,trees
leaf,brush blow tree stump,brush
leaf,fall,seasonal change
leaf,outdoors kid snake,outdoors
leaf,house yard forest,yard
leaf,lake scenery,beauty
leaf,plant,plant
leaf,water catcher,water retention
leaf,way to determine a plant,plant identification
leaf,provide shade,shade
leaf,can provide camouflage,protection
leaf,food,food source
leaf,green,green
leaf,alive,alive
leaf,oxygen,oxygen production
leaf,natural,natural
leaf,life,life
leaf,photosynthesis,photosynthesis
mountain,incredibly old,ancient
mountain,also create natural division between land,barrier
mountain,have its own interesting specific specie like mountain goat,goats
mountain,can also be deadly,dangerous
mountain,also quite big,large
mountain,unfortunately sometimes full of coal,resource
mountain,a large rock formation,rocks
mountain,a large peak in nature,peak
mountain,a large rocky mound,rocks
mountain,a rock mound cover with plant,vegetation
mountain,a high peak,peak
mountain,a prominent mound,mound
mountain,tall,tall
mountain,have snow on top,snow-capped
mountain,have cave,caves
mountain,have spring,water source
mountain,some be bury pyramid,mystery
mountain,some be ancient civilization melt to stone,ancient
mountain,very large,large
mountain,tall than everything around it,tall
mountain,touch the cloud,tall
mountain,dangerous to climb,dangerous
mountain,beautiful,beauty
mountain,a home for some animal specie,habitat
mountain,daunt,daunting
mountain,great place for hiking,hiking
mountain,massive,large
mountain,block the sun,barrier
mountain,fun to climb,climbing
mountain,most fun thing to observe in nature,beauty
mountain,high above the surround terrain often with significant altitude,elevation
mountain,comprise of rock cliff and rugged landscape,rugged terrain
mountain,peak be often cover in snow especially in colder climate,snow-capped
mountain,home to diverse flora and fauna often unique to the mountain environment,biodiversity
mountain,subject to natural erosion process like wind water and ice,erosion
mountain,popular for outdoor activity like hiking climbing and skiing,outdoors
mountain,high,tall
mountain,breathe taking,beauty
mountain,avalanch,avalanches
mountain,climber,climbing
mountain,have many different kind of animal,biodiversity
mountain,peak and valley,peak
mountain,fortress,barrier
mountain,weather changer,climate influence
mountain,barrier,barrier
mountain,harsh environment,harsh conditions
mountain,refuge,refuge
mountain,wild,wild
mountain,low oxygen near the top,low oxygen
mountain,a beautiful view,beauty
mountain,a dangerous climb,dangerous
mountain,various wildlife,biodiversity
mountain,a rewarding exercise,hiking
mountain,cold temperature,cold
mountain,tall,tall
mountain,many climb these,climbing
mountain,mount everest and other landmark,landmarks
mountain,snow at the peak,snow-capped
mountain,dangerous or cliff,dangerous
mountain,water source,water source
mountain,the highe point of land masse,elevation
mountain,the result of plate techtonic and volcanic activity,geology
mountain,wear down over million of year by erosion,erosion
mountain,be quite big,large
mountain,they get cold the high you go,temperature variation
mountain,often have few tree at the top and increesingly less o2,low oxygen
mountain,elevated terrain,elevation
mountain,peak or summit,peak
mountain,geological formation,geology
mountain,climate variation,climate influence
mountain,climate variation,climate influence
mountain,vegetation zone,vegetation
mountain,elevation,elevation
mountain,geological formation,geology
mountain,ecosystem,ecosystem
mountain,climate variation,climate influence
mountain,rugged terrain,rugged terrain
mountain,peak,peak
mountain,stand significantly above surround land,elevation
mountain,often have rugge steep terrain,rugged terrain
mountain,host various habitat from base to peak,biodiversity
mountain,often have snow cap peak especially in high altitude,snow-capped
mountain,typically part of a large mountain range,range
mountain,influence local weather pattern and precipitation,climate influence
mountain,tall,tall
mountain,be in a range,range
mountain,climbable,climbing
mountain,cover in snow or ice,snow-capped
mountain,away from the city,remote
mountain,sharp triangular peak,peak
mountain,lion labdscape,lion
mountain,rocky snow peak valley,terrain
mountain,tall picturesque outdoor forest,outdoors
mountain,tree animal elevation,trees
mountain,dangerous adventure large,dangerous
mountain,cloud bird,clouds
mountain,high,tall
mountain,spring,water source
mountain,tree,trees
mountain,hike,hiking
mountain,tree,trees
mountain,rock,rocks
mountain,tall,tall
mountain,snow cap,snow-capped
mountain,keep safe by federal law,protected
mountain,hard to climb,dangerous
mountain,dangerous if not prepare well,dangerous
mountain,mountain goat live there,goats
mountain,formation,geology
mountain,elevation,elevation
mountain,water source,water source
mountain,hike,hiking
mountain,cold climate,cold
mountain,erosion,erosion
ocean,beautiful,beauty
ocean,mysterious and deep,mystery
ocean,home for animal,habitat
ocean,get hot,climate influence
ocean,have current,currents
ocean,help form hurricane,weather influence
ocean,blue,blue
ocean,grey,grey
ocean,water,water
ocean,wet,wet
ocean,fish,marine life
ocean,whale,marine life
ocean,be large in size,large
ocean,have salty water,saltwater
ocean,can create massive flooding,flooding
ocean,control the weather,weather influence
ocean,have enormous current,currents
ocean,be feed by river on the continent,water source
ocean,vast,large
ocean,deep,depth
ocean,blue,blue
ocean,hard to navigate,navigation
ocean,separate continent,barrier
ocean,full of life,biodiversity
ocean,ecosystem,ecosystem
ocean,large body of water,large
ocean,habitat for marine life,habitat
ocean,should be protect,conservation
ocean,salt water,saltwater
ocean,home to the large mammal,marine life
ocean,ocean be deep than mount everest,depth
ocean,ocean have coral reef,ecosystem
ocean,ocean tide depend on the moon,tides
ocean,ocean cover almost 71 of the earth 's surface,large
ocean,the large mammal like whale be find in the ocean,marine life
ocean,ocean play a crucial role in regulate the earth 's climate,climate influence
ocean,huge,large
ocean,different specie,biodiversity
ocean,dangerous,dangerous
ocean,storm,weather influence
ocean,sailing,navigation
ocean,pacific,pacific
ocean,most of the earth be cover by the ocean,large
ocean,the deep part of the ocean be call the mariana trench,depth
ocean,many different specie of fish and mammal live in the ocean,biodiversity
ocean,human fish in the ocean as a food source,food source
ocean,the ocean be deep,depth
ocean,there be many different ocean in the world,oceans
ocean,vast,large
ocean,life bear,biodiversity
ocean,home to many fish and other aquatic creature,marine life
ocean,deep,depth
ocean,a way of travel for many ship,navigation
ocean,the origin of life on earth,origin
ocean,vast,large
ocean,blue,blue
ocean,dangerous,dangerous
ocean,home to many creature,habitat
ocean,make wave,waves
ocean,make white noise,sounds
ocean,cover the majority of earth 's surface and hold the bulk of the planet 's water,large
ocean,compose primarily of saltwater with vary salinity level,saltwater
ocean,home to a diverse ecosystem include fish mammal and coral reef,biodiversity
ocean,drive by wind temperature and the earth ’s rotation influence global climate pattern,climate influence
ocean,affect by the gravitational pull of the moon cause regular rise and fall in sea level,tides
ocean,range from shallow coastal area to deep ocean trench some of the deep part of the earth,depth
ocean,vast,large
ocean,contain many life form,biodiversity
ocean,provide food for human and animial,food source
ocean,crash wave make serene sound,sounds
ocean,beautiful color,beauty
ocean,marine life form be in the million,biodiversity
ocean,large in size,large
ocean,high degree of salt water,saltwater
ocean,high level of current and tide,currents
ocean,influence the climate,climate influence
ocean,high wave action,waves
ocean,marine life,marine life
ocean,constantly in motion tide wave current,tides
ocean,large body of water on earth,large
ocean,source of food oxygen and resource,food source
ocean,cover most of the planet 's surface,large
ocean,influence global climate and weather,climate influence
ocean,inspire awe recreation and scientific study,beauty
ocean,blue,blue
ocean,deep,depth
ocean,lot of fish and other animal,biodiversity
ocean,salty or freshwater,saltwater
ocean,can vary in color depend on the ocean,color
ocean,there be shipwreck in the ocean,shipwrecks
ocean,blueish,blue
ocean,large,large
ocean,lot of life,biodiversity
ocean,biodiversity,biodiversity
ocean,clean,clean
ocean,dirty,dirty
ocean,its vast,large
ocean,its often blue,blue
ocean,many creature inhabit it,biodiversity
ocean,there be many unexplored part of it,mystery
ocean,human can not naturally live in it,inhospitable
ocean,it be be travel on for many year,navigation
ocean,marine wild life,marine life
ocean,beach,beach
ocean,some place to relax the mind,serenity
ocean,the taste of salt in my mouth when in the water,saltwater
ocean,fish and all aquatic animal,marine life
ocean,peaceful serene,serenity
ocean,cover over half the earth,large
ocean,provide habitat for million of specie,biodiversity
ocean,deep,depth
ocean,saltwater,saltwater
ocean,provider of food,food source
ocean,surround continent,barrier
ocean,carbon sequestration the ocean absorb and store carbon dioxide from the atmosphere help to mitigate climate change,carbon storage
ocean,nutrient cycling the ocean play a key role in cycling nutrient include nitrogen phosphorus and carbon,nutrient cycling
ocean,oxygen production phytoplankton in the ocean produce oxygen through photosynthesis,oxygen production
ocean,shoreline shaping the ocean shape coastline through erosion deposition and other process,shoreline
ocean,weather pattern the ocean influence weather pattern include the formation of hurricane typhoon and other storm,weather influence
ocean,temperature regulation the ocean play a crucial role in regulate the earth 's temperature absorb and store heat from the sun,climate influence
ocean,most of earth be ocean,large
ocean,contain an extremely diverse variety of fish animal,biodiversity
ocean,sea level be rise due to climate change,climate influence
ocean,it be use as a food resource,food source
ocean,saltwater,saltwater
ocean,tide current,tides
ocean,vastness,large
ocean,depth,depth
ocean,tide,tides
ocean,wave,waves
ocean,current,currents
ocean,salt,saltwater
plant,green,green
plant,alive,life
plant,big,size
plant,cool,beauty
plant,thirsty,water
plant,bloom,bloom
plant,help create oxygen,oxygen
plant,can be helpful,helpful
plant,could be poison,poisonous
plant,some could be use for medicine,medicinal
plant,some could be use for food,edible
plant,neat to look at,beauty
plant,they be green,green
plant,nature be full of they,nature
plant,be gorgeous,beauty
plant,be alive,life
plant,home to insect,insects
plant,should be take care off,conservation
plant,give off oxygen and use carbon dioxide,oxygen
plant,use to create medicine to cure,medicinal
plant,can be poisonous,poisonous
plant,can be use as food by human or animal,edible
plant,help to keep ecosystem alive,ecological role
plant,beautiful,beauty
plant,plant grow continuously throughout their life,growth
plant,plant sometimes change by season,seasonal change
plant,plant also can reduce the greenhouse effect,climate influence
plant,plant provide oxygen,oxygen
plant,flower mainly come from plant,flowers
plant,plant provide seed that we can produce or eat,seeds
plant,necessary to combat co2,carbon storage
plant,in danger of become extinct,endangered
plant,generally undervalue by human,undervalued
plant,necessary for our functioning,essential
plant,interweave with mainly life form,ecosystem
plant,food,edible
plant,plant be a major part of nature,nature
plant,a houseplant be nature inside your house,houseplant
plant,human should add more plant to nature,conservation
plant,different kind of plant thrive in different kind of nature,diversity
plant,destruction of plant can harm the surround nature,destruction
plant,a power plant can harm nature,power plant
plant,important,essential
plant,life,life
plant,pure,natural
plant,beautiful,beauty
plant,natural,natural
plant,unopinionated,neutral
plant,oxygen,oxygen
plant,medicinal,medicinal
plant,edible,edible
plant,poisonous,poisonous
plant,green,green
plant,leave,leaves
plant,they need water,water
plant,they have root,roots
plant,the provide oxygen,oxygen
plant,they feed off of the sun,sunlight
plant,they can be habitat to may creature,habitat
plant,they be bright in color,color
plant,be mostly green,green
plant,very pleasant,beauty
plant,be mostly green,green
plant,keep the environment fresh,ecological role
plant,serve as meal to animal,edible
plant,protect our ecosystem,ecological role
plant,autotrophic,autotrophic
plant,cellulose base cell wall,cell structure
plant,growth and development,growth
plant,diversity,diversity
plant,adaptability,adaptability
plant,essential for life,essential
plant,flower,flowers
plant,bonsai,bonsai
plant,co2,climate influence
plant,green,green
plant,pretty,beauty
plant,chlorophyll,chlorophyll
plant,green,green
plant,need sunlight,sunlight
plant,need water,water
plant,have branch and can blossom,branches
plant,plant in loamy soil,soil
plant,need manure and fertiizer to grow well,nutrients
plant,we get food from plant,edible
plant,plant provide nature,nature
plant,plant be food for animal,edible
plant,plant provide cotton,cotton
plant,plant provide food for animal,edible
plant,plant beautify nature,beauty
plant,photosynthesis,photosynthesis
plant,root system,roots
plant,diversity of form,diversity
plant,development of tissue,growth
plant,reproduction,reproduction
plant,cell wall,cell structure
plant,green,green
plant,live,life
plant,need water to survive,water
plant,generally have branch,branches
plant,generally have leave,leaves
plant,grow fruit vegetable or flower,fruit
plant,thrive,growth
plant,sun,sunlight
plant,water,water
plant,oxygen,oxygen
plant,edcosytem,ecosystem
plant,air,air
plant,sand,soil
plant,gravity,gravity
plant,sunshine,sunlight
plant,water,water
plant,growth,growth
plant,air,air
plant,plant depend on photosynthesis,photosynthesis
plant,plant vital to ecosystem,ecological role
plant,seasonal cycle,seasonal change
plant,plant be regenerational,growth
plant,plant play key role in nutrient cycling,nutrient cycling
plant,medicinal,medicinal
river,small stream,streams
river,floodplain,floodplain
river,provide habitat for a wide variety of wildlife,habitat
river,play a significant role in shape landscape,erosion
river,flow continuously towards a large body of water,flow
river,have a source from a spring glacier or rainfall,has source
river,flow,flow
river,polluted,pollution
river,rush,current
river,whitewater,current
river,serene,serenity
river,roll,current
river,wide variety of size,size
river,important water and food source,resource
river,can contain a wide variety of specie,biodiversity
river,create natural division in the land,barrier
river,can be just as deadly as life give,dangerous
river,easily pollute,pollution
river,flow south when possible,flow
river,may connect to an ocean,ocean connection
river,may connect to a lake,lake connection
river,be a source of water for people and animal,water source
river,can be contaminate to the point it be unsafe to drink,pollution
river,may be a focal point in city,urban
river,flow toward an ocean,ocean connection
river,create a rich biodiversity,biodiversity
river,do not run in a straight line,winding
river,have a current,current
river,attract land animal,habitat
river,vary in depth,depth
river,flow,flow
river,missouri river be one of the large rive ibn the usa,Missouri
river,mississippi river be one of the large river in the usa,Mississippi
river,row boat on the river,boating
river,swim,swimming
river,cold,temperature
river,wet,wet
river,have lot of wildlife,habitat
river,fragilie ecosysteam,ecosystem
river,fun to swim in,swimming
river,can be dangerous,dangerous
river,have fish or bug in it,habitat
river,water run over rock,rocks
river,flow,flow
river,the sound of water flow over rock,sound
river,forrest,forest
river,shallow,depth
river,a narrow body of water,size
river,beautiful sound,sound
river,can overtake an area,flooding
river,disastrous,dangerous
river,swim,swimming
river,serene,serenity
river,different living creature,biodiversity
river,environment for amphibian,habitat
river,transport plant animal,transport
river,food source,resource
river,water source,water source
river,shape the land,erosion
river,barrier,barrier
river,home of many animal,habitat
river,dangerous rapid,dangerous
river,they make beautiful sound,sound
river,a source of fresh water,freshwater
river,they provide food to surround ecosystem,resource
river,they lead to the ocean,ocean connection
river,wave current,current
river,blue and fast,blue
river,peaceful,serenity
river,rock and stone,rocks
river,waterfalll,waterfall
river,water hole for animal,water source
river,water,water
river,blue,appearance
river,freshwater,dangerous
river,fish,fish
river,rush,current
river,can be dangerous,dangerous
river,they can vary in size,size
river,the be the center of many ecosystem,ecological role
river,they can erode land around they overtime,erosion
river,they can stretch across entire continent,size
river,many creature inhabit they,habitat
river,they can be dangerous at time,dangerous
river,flow,flow
river,consist of water,water
river,contain fish,fish
river,participate in erosion,erosion
river,can be use for transport,transport
river,important source of water for wildlife,water source
river,water flow,flow
river,erosion,erosion
river,fish,fish
river,vegetation,vegetation
river,transport seed naturally,transport
river,support small ecosystem,ecological role
river,be a water,water
river,fish,fish
river,cover part of the earth,geography
river,be good in nature,nature
river,provide drinking water,water source
river,have a great impact,importance
river,wet,wet
river,long,size
river,windy,wind
river,rock,rocks
river,dangerous,dangerous
river,wild and fun,adventure
river,flow,flow
river,fishing,fishing
river,water,water
river,raft,rafting
river,canoe,canoeing
river,waterfall,waterfall
river,water stick leave wildlife rock,habitat
river,cold fast,temperature
river,a cool breeze,breeze
river,white cap and a strong current,current
river,fishing and boat,fishing
river,large body or water where you spend your summer,recreation
river,strong,current
river,alive,life
river,wind,winding
river,home for fish,fish
river,home for bear,bear
river,giver of life,life
sky,blue,blue
sky,cloudy,clouds
sky,overcast,clouds
sky,sunny,sunshine
sky,grey,grey
sky,big,size
sky,cloudy,clouds
sky,blue,blue
sky,sunset,sunset
sky,rainy,rain
sky,dome like,shape
sky,ozone,ozone
sky,blue,blue
sky,bright,brightness
sky,cloudy,clouds
sky,white,white
sky,beautiful,beauty
sky,high,altitude
sky,the sky be blue,blue
sky,vast,size
sky,the sky could be cover up by cloud,clouds
sky,part of what separate earth from outerspace,barrier
sky,pretty,beauty
sky,calm,calm
