Palabra (concepto),Descripción,Codificación
Honestidad,,verdad
Honestidad,pensar,decir
Honestidad,consecuente,consecuencias
Honestidad,distorcionar realidad,no distorsión
Honestidad,omitir detalle,no omitir
Honestidad,persona,bien
Honestidad,transparencia,transparencia
Honestidad,forma,ser
Honestidad,concepto diametralmente contrario mentira,no mentir
Éxito,,bien
Éxito,llegar meta,meta
Éxito,ganar,ganar
Éxito,sortear obstaculo,sortear
Obligación,deber,deber
Obligación,responsabilidad tipo,responsabilidad
Obligación,persona,humano
Obligación,dependiento grado concepto tenga importancia,grado
Acuerdo,tratar,trato
Acuerdo,pacto,pacto
Acuerdo,llegar punto comun,común
Acuerdo,entendimiento,entendimiento
Acuerdo,país materia relación,países
Acuerdo,persona negocio,negocios
Acuerdo,relación basica ser humano,relación
Acuerdo,entendimiento necesario,entendimiento
Compasión,pena,pena
Compasión,poner él lugar,empatía
Compasión,empatiar,empatía
Compasión,sentimiento,sentimiento
Compasión,pasar rabia sentimiento,post rabia
Compasión,gente sentir gente pobre,pobreza
Compasión,mayoria persona sentir,muchos
Compasión,acogimiento,acogedor
Compasión,tristeza,tristeza
Honestidad,transparente persona,transparencia
Honestidad,contar,verdad
Honestidad,distorsionar realidad,no distorsión
Honestidad,asumir presente,aceptación
Honestidad,evitar mentira,no mentir
Honestidad,frente alto,frente en alto
Honestidad,,verdad
Honestidad,hecho,hechos
Ganancia ,utilidad,utilidad
Ganancia ,riqueza obtenido,riqueza
Ganancia ,liquido,líquido
Ganancia ,obtener experiencia,optención
Ganancia ,ingreso,ingreso
Ganancia ,sacar negocio,negocios
Ganancia ,corte personal,personal
Ganancia ,resultado,resultado final
Desesperación,espada pared,sin salida
Desesperación,nerviosismo,nerviosismo
Desesperación,angustiar,angustia
Desesperación,intranquilidad,intranquilidad
Desesperación,negar él encontrar paz,intranquilidad
Desesperación,error frente problema,error
Desesperación,correr tiempo,correr
Desesperación,mental nervioso,nerviosismo
Desesperación,evitar calma,inquietud
Esperanza,fe,fe
Esperanza,creer benevolo suceder,creencia
Esperanza,esperar resultar,esperar
Esperanza,fe,fe
Esperanza,creer,creencia
Esperanza,asumir,aceptación
Esperanza,salto ciegas,a ciegas
Esperanza,sentir,sentir
Esperanza,experimentar,todos
Esperanza,sentimiento,sentimiento
Acuerdo,tratar,trato
Acuerdo,termino aprovado,aprobación
Acuerdo,aprovacion,aprobación
Acuerdo,punto vista frente,punto de vista
Acuerdo,ok,ok
Acuerdo,confirmacion,confirmación
Acuerdo,ractificar idea,ratificación
Pensamiento,profundidad,profundidad
Pensamiento,idea,idea
Pensamiento,filosofia,filosofía
Pensamiento,expresar distinto forma,expresión
Pensamiento,amplio,amplio
Pensamiento,constructivo,constructivo
Pensamiento,dejar ejecutar él,no terminan
Pensamiento,pertenecer plano fisico,no físico
Pensamiento,imposible expresar totalidad,inexpresable
Ganancia ,logro adquirido,logro
Ganancia ,resultado,bien
Ganancia ,llenar felicidad,felicidad
Ganancia ,querer lograr,logro
Ganancia ,objetivo persona,objetivos
Ganancia ,odiado,odiado por pocos
Ganancia ,victoria,victoria
Ganancia ,ganar,ganar
Verdad,honestidad,honestidad
Verdad,camino correcto,correcto
Verdad,transparencia,transparencia
Verdad,sinceridad,sinceridad
Verdad,arma poderoso,arma
Verdad,justicia,justicia
Verdad,hablar tranquilidad,tranquilidad
Verdad,consiencia limpio,conciencia
Verdad,caer mentira,no mentir
Oportunidad,encontrar camino,camino
Oportunidad,solucion,solución
Oportunidad,posibilidad,posibilidad
Oportunidad,momento esperado,momento
Oportunidad,constante busquedo,búsqueda
Oportunidad,solucion esperar tomar,solución
Oportunidad,tomar dejar,tomar/dejar
Oportunidad,aparecer distinto situación,distintos
Oportunidad,gente dejar pasar,dejar pasar
Oportunidad,traer mala consecuencia,consecuencias
Plan,estrategia,estrategia
Plan,modus operandi,modus
Plan,forma actuar pensado,acción
Plan,organización,organización
Plan,efectuan partido,deporte
Plan,idear forma lograr,idea
Plan,necesario alcanzar objetivo,objetivos
Plan,especifico distinto tarea,tareas
Plan,compartir él situación contexto,compartir
Destreza,virtud,virtud
Destreza,relacionar,bien
Destreza,habilidad,habilidades
Acuerdo,tratar,trato
Acuerdo,tratar,tratado
Acuerdo,pacto,pacto
Acuerdo,llegar 2 firmar convenio,convenio
Acuerdo,crees interlocutor correcto,confianza
Acuerdo,chile país limitar,países
Verdad,honestidad,honestidad
Verdad,contrario mentira,no mentir
Verdad,clave relación amistad pareja,relación
Verdad,pinoccio tenia decir él crecer nariz,Pinoccio
Razón,división,división
Razón,correcto,correcto
Obsesión,compulsivamente trastorno mental,trastorno
Obsesión,loco,locura
Obsesión,nombre galleta forma tubo rellena chocolate,galletas
Obsesión,,mal
Obsesión,dañino,daño
Peligro,accidente poner cinta seguridad palabra,cintas de seguridad
Peligro,cuidado,cuidado
Peligro,cartel palabra avisar malo suceder,advertencia
Seguridad,creer correcto,correcto
Seguridad,guardia,guardias
Seguridad,preservativo,preservativo
Seguridad,dispositivo electronico contraseña,contraseña
Seguridad,guadaespaldar,guardaespalda
Seguridad,anticonceptivo,anticonceptivo
Seguridad,barrio marginal,no marginal
Seguridad,presidente ee.uu,presidente USA
Agradecimiento,gracia,gratitud
Agradecimiento,alguien favor ayudar,favor
Agradecimiento,gratitud,gratitud
Agradecimiento,dar obsequio devolución favor,regalo
Ganancia ,utilidad,utilidad
Ganancia ,recibir dinero invertir,dinero
Ganancia ,saldo positivo,positivo
Ganancia ,ganar,ganar
Ganancia ,dinero,dinero
Ganancia ,plata,dinero
Ganancia ,factible,factible
Ganancia ,contrario pérdida,no perdida
Ganancia ,recibir proyecto,bien
Ganancia ,rendir,rendimiento
Felicidad,contento,alegría
Felicidad,chile ganar futbol,Deporte
Felicidad,contrario tristeza,no tristeza
Felicidad,alegría,alegría
Felicidad,producto mc'donalds referencia concepto,marca
Felicidad,sentir padre hijo,familia
Felicidad,sonrisa,sonrisa
Felicidad,risa,risa
Felicidad,dicho,dicha
Pensamiento,ocupar cerebro,cerebro
Pensamiento,tipo corriente,corriente
Pensamiento,mil,muchos
Pensamiento,personal saber él exprés,personal
Pensamiento,lugar idea,idea
Amenaza,peligroso,peligro
Amenaza,riesgo,riesgo
Obligación,cumplir,compromiso
Obligación,tomar deber,deber
Obligación,país votar,votar
Ganancia ,obtener restar ingreso costo,ingreso
Ganancia ,positivo experiencia,positivo
Culpa,sentir perjudicial arrepentido,arrepentimiento
Culpa,sentimiento angustia perjudicar,angustia
Oportunidad,tipo costo economía,costo
Oportunidad,elección generar beneficio,elección
Oportunidad,gente estrato social afortunado,estrato social
Definición,explicación palabra,explicación
Definición,encontrar diccionario,diccionario
Seguridad,sentir protegido,protección
Seguridad,guardias,guardias
Seguridad,nivel pirámidir maslow,Maslow
Acuerdo,llegar término aceptable persona tema,aceptación
Acuerdo,tipo pacto,pacto
Destreza,habilidad fisico mental,habilidades
Destreza,juego mesa nombre,juego de mesa
Destreza,necesitar deportista,deporte
Obligación,alguien hacer,hacer
Obligación,colegio,colegio
Obligación,deber,hacer
Obligación,deber,deber
Obligación,tener responsabilidad,responsabilidad
Destreza,habilidad,habilidades
Destreza,,bien
Destreza,cualidad positivo,positivo
Destreza,contrario actividad,bien
Destreza,característica persona mostrar realizar operación,características
Oportunidad,chance,chance
Oportunidad,posibilidad,posibilidad
Oportunidad,permitir quierar,permitir
Oportunidad,hiciste dejar intentar él denuevo,reintento
Oportunidad,lograr,posibilidad
Oportunidad,contrario dejar intentar él denuevo,no nuevos intentos
Oportunidad,aprovechas,aprovechar
Desesperación,paciencia,impaciencia
Desesperación,,no acción
Desesperación,encontrar él situación malo perder control,descontrol
Desesperación,comenzar cosa lógico lograr,no lógica
Desesperación,actitud tomar frente situación estresant,estrés
Desesperación,encerrado lugar pequeño poner,fobia
Desesperación,pides ayudar alguien pensastar acudiría,ayuda
Desesperación,cosa pensastar haría situación normal,anormal
Felicidad,pleno,plenitud
Felicidad,sentir él entorno,bien
Felicidad,aceptar rodear,aceptación
Felicidad,aprender valorar cosa,valor
Felicidad,sentir él alegre,alegría
Felicidad,sentir él contento,alegría
Felicidad,juzgar él,no juicio
Felicidad,pasar situación añorabas tener sentimiento positivo,positivo
Culpa,sentimiento negativo,negativo
Culpa,incorrecto quedar pensar,incorrecto
Culpa,mujer dieta come chocolate sentir,comer
Culpa,pasar malo responsabilidad sient,responsabilidad
Culpa,pasar buscar cometer,responsabilidad
Ganancia ,ganar entrada dinero típico,dinero
Ganancia ,entrada dinero extraordinario,dinero
Ganancia ,margen positivo utilidad,utilidades
Ganancia ,contrario perdido,no perder
Ganancia ,vender precio costo original,ventas
Verdad,decir certeza,certeza
Verdad,miente,no mentir
Verdad,hablas persona revelar tenía oculto,revelación
Verdad,buscar creyent cinetifico creación universo,búsqueda
Verdad,alguien,cierto
Peligro,,mal
Peligro,pasar malo,mal
Peligro,situacion riesgós,riesgo
Peligro,incendio encontrar,incendio
Peligro,tem vida,temor
Peligro,encontrar animal feroz,animales
Agradecimiento,alguien amable,amabilidad
Agradecimiento,dar gracia persona,gratitud
Agradecimiento,acción favor persona ayudo,favor
Agradecimiento,sentir él feliz ayuda alguien hacerelir notar,felicidad
Destreza,habilidad,habilidades
Destreza,maester,maestría
Acuerdo,pacto,pacto
Acuerdo,conciliación,conciliación 
Acuerdo,tratar,trato
Seguridad,confianza,confianza
Seguridad,control,control
Seguridad,chile,no hay en Chile
Excusa,justificación,justificación
Excusa,gente soler entregar,muchos
Excusa,pretexto,pretexto
Plan,futuro,futuro
Plan,meta,meta
Plan,busca cumplir,búsqueda
Ganancia ,beneficio,beneficios
Ganancia ,material conocimiento,material
Ganancia ,éxito,éxito
Sugerencia ,proposición,proposición
Sugerencia ,consejo,concejo
Sugerencia ,tip,tip
Honestidad,virtud positivo,virtud
Honestidad,sinceridad,sinceridad
Honestidad,relacionar integridad,integridad
Honestidad,falta persona poderoso mundo,escasez
Honestidad,mentira,no mentir
Oportunidad,evento poder sacar ganancia,ganar
Oportunidad,ventana ofrecido azar,ventana
Oportunidad,posibilidad,posibilidad
Felicidad,calma,calma
Felicidad,familia,familia
Felicidad,skittl,dulces
Felicidad,vacación lugar soleado caluroso,vacaciones
Felicidad,persona amada,amor
Felicidad,reír,risa
Felicidad,sensación pleno satisfacción,satisfacción
Habilidad,cualidad positivo persona,cualidad
Habilidad,necesario lograr,necesario
Habilidad,diferenciar persona,personal
Habilidad,distinto tipo,distintos
Honestidad,cualidad persona,verdad
Honestidad,cualidad positivo persona,cualidad
Honestidad,,verdad
Desesperación,forma estrés,estrés
Desesperación,sufrir persona cosa resultar,no éxito
Desesperación,alterar persona,alteración
Definición,dicese descripción objeto concepto,descripción
Definición,encontrar diccionario,diccionario
Decisión,eleción personta situación,elección
Decisión,mala,bien/mal
Decisión,evaluar,anticipación
Plan,esquema organizado lograr objetivo,esquema
Plan,realizar ejecutar trabajo acción,previo
Plan,realacer previmente organizar prioridad ejecutar lograr desempeño objetivo,organización
Destreza,dicese persona cualidad tema,cualidades
Destreza,persona habilidad,habilidades
Destreza,diferenciar persona actividad,actividades
Destreza,persona jugar futbol deporte,deporte
Excusa,decir justificarno accion hacer persona,justificación
Excusa,forma salir ileso situación desfavoreceer,ileso
Culpa,sentimiento negativo malo accion,negativo
Culpa,sentimiento reconocer equivocación comentar él,reconocimiento
Culpa,persona conocimiento error afectar ente,error
Razón,capacidad organizar pensamiento críticamente,organización
Razón,animal,no animal
Razón,permitir tomar desición correcto actuar instinto,desiciones
Esperanza,inverso media,matemáticas
Esperanza,utilizar estadística,estadística
Esperanza,emocion,emoción
Esperanza,lograr dificil lograr él,logro
Esperanza,servir automotivación,motivación
Esperanza,,bien
Verdad,,deber
Verdad,valor,valor
Verdad,gente confianza,confianza
Verdad,decir él juicio,juicio
Verdad,juez,justicia
Verdad,dificil decir él,dificultad
Verdad,credibilidad,credibilidad
Culpa,sentimiento,sentimiento
Culpa,comar demaciado sentir,comer
Culpa,delito,delito
Culpa,pecado,pecado
Culpa,saber,mal
Culpa,castigo,castigo
Culpa,juicio,juicio
Culpa,abstracto,abstracción
Culpa,depender juicio,juicio
Culpa,variable,variable
Obligación,tarea,tareas
Obligación,deber,deber
Obligación,reunión importante,reunión
Obligación,regla,reglas
Obligación,carácter,carácter
Obligación,forzar,forzar
Obligación,deber,hacer
Obligación,evadir,evación
Acuerdo,contrato,contrato
Acuerdo,venta,ventas
Acuerdo,condición,condición
Acuerdo,participante,dos o más partes
Acuerdo,establecer regla,reglas
Acuerdo,tratar,tratado
Acuerdo,memorio,memoria
Ansiedad,estrés,estrés
Ansiedad,rapidez,rápidez
Ansiedad,gana ocurrir,ganar
Ansiedad,terminar rapido,rápidez
Ansiedad,comer rapido,comer
Ansiedad,enfermedad psicologico,enfermedad
Ansiedad,picotear comida,comer
Ansiedad,normalmente mujer,mujeres
Honestidad,,verdad
Honestidad,confiable,confiabilidad
Honestidad,persona,bien
Honestidad,valor,valor
Honestidad,calificativo,calificativo
Honestidad,veraz,veracidad
Seguridad,empresa,empresas
Seguridad,concierto,conciertos
Seguridad,banco,bancos
Seguridad,confianza personal,confianza
Seguridad,camara vigilancia,cámaras
Seguridad,certeza palabra,certeza
Seguridad,mente claro,claridad
Seguridad,policia,policias
Destreza,hablidad,habilidades
Destreza,,el mejor
Destreza,preciso,precisión
Destreza,seguro,seguridad
Destreza,rapido,rápidez
Destreza,genio,genialidad
Destreza,facilidad,facilidad
Agradecimiento,ora,oración
Agradecimiento,misar,misa
Agradecimiento,sacar problema,solución
Agradecimiento,importante decir él,importante
Agradecimiento,valor decir él,valor
Decisión,aceptar,aceptación
Definición,significado elemento,significado
Definición,caracateristica tipica elemento,características
Definición,especificar,uso
Definición,componente,componentes
Definición,determinar objetivo elemento,determinación
Verdad,mentir,no mentir
Verdad,honestidad,honestidad
Verdad,crear falso testimonio,no mentir
Verdad,real,real
Compasión,lastima alguien,lástima
Compasión,sentir pena accion suceso,pena
Pensamiento,accion mental,mente
Pensamiento,idea,idea
Pensamiento,actuar,hacer sin
Habilidad,capacidad persona,capacidad
Habilidad,accion,bien
Habilidad,persona,todos
Habilidad,poseer capacidad,capacidad
Acuerdo,decision persona,decisión
Acuerdo,llegar   concenso,consenso
Acuerdo,capacidad determinar idea,idea
Acuerdo,cabo idea tomo anteriormente,idea
Éxito,desear persona vallar,bien
Éxito,persona vida lleno logro,logro
Éxito,lograr objetivo,logro
Éxito,forma medida logro,logro
Sugerencia ,concejo,concejo
Sugerencia ,persona ayudar decisión,ayuda
Sugerencia ,motivo cambiar ratificar decision,motivación
Plan,sucesivo acción,acción
Plan,persona poseer organizar vida,organización
Definición,significado palabra concepto,significado
Definición,lleno diccionario,diccionario
Definición,palabra concepto,palabra
Excusa,mentira,mentira
Excusa,utilizar evadir,evación
Peligro,alejar normalmente,alejamiento
Culpa,sentir malo alguien,mal
Culpa,,mal
Desesperación,sentir respirar,ahogamiento
Felicidad,alegrio,alegría
Felicidad,arcoiri,arcoiris
Felicidad,risa,risa
Verdad,innegable,innegable
Agradecimiento,sient alguien,bien
Obligación,deber,deber
Obligación,adulto niño,adultez
Obligación,tarea,tareas
Razón,,correcto
Razón,persona correcto,correcto
Razón,sustrato biológico cerebro,cerebro
Razón,concebido humano,verdad
Razón,acción acontecimiento,causa
Razón,mente,mente
Ansiedad,impulso,impulso
Ansiedad,desear incontrolable frente acontecimiento evento,descontrol
Ansiedad,desesperación,desesperación
Ansiedad,producir efecto movimiento físico involuntario,cambio corporal
Ansiedad,novio boda presentar,boda
Ansiedad,generar acné tensión muscular tic nervioso,cambio corporal
Ansiedad,soler ocurrir previo importante,anticipación
Habilidad,capacidad,capacidad
Habilidad,destreza disciplina,destreza
Habilidad,facil,facilidad
Habilidad,esoecial característico,características
Habilidad,característica positivo destacar área,características
Habilidad,virtud,virtud
Habilidad,capacidad desarrollo artes manual,capacidad
Obsesión,preocupación extremo,preocupación
Obsesión,caús preocupación poseer,preocupación
Obsesión,permitir apartar pensamiento alguien,no peligro
Esperanza,pensar positivo pensar ocurrirar,pensamiento
Esperanza,creyent dio,Dios
Esperanza,suceder,saber
Esperanza,confianza hacer correcto,confianza
Esperanza,persona positivo,positivo
Seguridad,otorgar tranquilidad hogar,tranquilidad
Seguridad,padre otorgar hijo protección,padres
Seguridad,evitar asalto intranquilidad malestar daño,intranquilidad
Seguridad,certeza,certeza
Felicidad,alegría perdurar,alegría
Felicidad,ánimo positivo,ánimo
Felicidad,opuesto tristeza amargura,no tristeza
Felicidad,persona positivo,positivo
Felicidad,permitir disfrutar cosa vida,disfrute
Desesperación,angustiar frente,angustia
Desesperación,incapacidad tranquilo,incapacidad
Desesperación,producir estrés constantemente,estrés
Verdad,certero,certeza
Verdad,concebido real,real
Destreza,habilidad realización,habilidades
Destreza,capacidad promedio gente disciplina,capacidad
Destreza,desrrollo caracteristica positivo destacar dema,características
Esperanza,fé,fe
Esperanza,positivo,positivo
Esperanza,pensar cosa,pensamiento
Esperanza,rendir él,no rendición
Esperanza,confiar,confianza
Obligación,,hacer
Obligación,,no voluntad
Éxito,resultado,bien
Éxito,lograr cien ciento,logro
Éxito,satisfecho,satisfacción
Éxito,,tener
Éxito,realización,realización
Honestidad,,verdad
Honestidad,mentir,no mentir
Honestidad,pensar,decir
Honestidad,obtener confianza,confianza
Honestidad,real,real
Habilidad,capacidad,capacidad
Habilidad,,bien
Habilidad,persona,personal
Habilidad,abarcar distinto ambito,ambitos
Razón,,verdad
Razón,justificación,justificación
Razón,creer,cierto
Razón,pensamiento,pensamiento
Razón,creer persona,todos
Razón,contradecir,contradecir
Razón,opinión,opinión
Desesperación,perder calma,intranquilidad
Desesperación,inquieto,inquietud
Desesperación,ansioso,ansiedad
Desesperación,susto,susto
Desesperación,efecto miedo,miedo
Desesperación,impaciente,impaciencia
Desesperación,contrario pasivo,activo
Desesperación,lugar,fuera de lugar
Desesperación,perder control,incontrolable
Desesperación,pensamiento malo,pensamiento
Agradecimiento,gracia,gratitud
Agradecimiento,feliz recibir,felicidad
Agradecimiento,respetuoso,respeto
Agradecimiento,dá persona,bien
Agradecimiento,satisfecho,satisfacción
Agradecimiento,pedir cambio,no pedido
Peligro,malo,mal
Peligro,cuidado,cuidado
Peligro,advertencia,advertencia
Peligro,ocurrir situación futuro,futuro
Peligro,desastre,cuidado
Peligro,prevenir,prevención
Pensamiento,opinión,opinión
Pensamiento,mente,mente
Pensamiento,persona,lenguaje
Pensamiento,malo,bien/mal
Pensamiento,resto,diferentes
Pensamiento,dar,día a día
Pensamiento,creencia,creencia
Peligro,peligro,peligro
Peligro,auxilio,auxilio
Peligro,pasar,actual
Peligro,suceder,suceso
Peligro,alertar,alerta
Peligro,bomba,bomba
Peligro,terrorismo,terrorismo
Peligro,seguridad,seguridad
Peligro,vida persona,vida
Amenaza,peligro,peligro
Amenaza,auxilio,auxilio
Amenaza,pasar,actual
Amenaza,suceder,real
Amenaza,alertar,alerta
Amenaza,bomba,bomba
Amenaza,terrorismo,terrorismo
Amenaza,ataque,ataque
Amenaza,seguridad,seguridad
Amenaza,vida persona,vida
Destreza,habilidad,habilidades
Destreza,leonel messi,deporte
Destreza,rapidez,rápidez
Destreza,fisico,físico
Destreza,pensamiento rapido,rápidez
Destreza,habilidad correr,habilidades
Destreza,don,don
Destreza,destreza,destreza
Destreza,aptitud,aptitud
Destreza,genio,genialidad
Pensamiento,reflexion,reflexión
Pensamiento,inteligencia,inteligencia
Pensamiento,juicio,juicio
Pensamiento,idea,idea
Pensamiento,concepto,concepto
Pensamiento,plan,plan
Pensamiento,esperame,ejemplo
Pensamiento,dejame tiempo,insomnio
Seguridad,robo,no delincuencia
Seguridad,certeza,certeza
Seguridad,confianza,confianza
Seguridad,convencido,convencimiento
Seguridad,evidenciar,evidencia
Seguridad,consentimiento,consentimiento
Seguridad,sentir protegido,protección
Seguridad,carabinero,policias
Seguridad,pdi,policias
Agradecimiento,reconocimiento,reconocimiento
Agradecimiento,dio bendecir,Dios
Agradecimiento,satisfaccion,satisfacción
Agradecimiento,premio,premio
Agradecimiento,complacer él,complacencia
Agradecimiento,gracia favor,gratitud
Agradecimiento,retribucion,retribución
Peligro,inseguridad,inseguridad
Peligro,ataque,ataque
Peligro,bomba,bomba
Peligro,choque,choque
Peligro,velocidad excesivo,velocidad
Peligro,amenazar,amenaza
Peligro,exposicion,exposición
Peligro,accidente,accidente
Peligro,malo nota,mal
Esperanza,probablidad,probabilidad
Esperanza,estadístico,estadística
Esperanza,analisis numerico,análisisnumerico
Esperanza,año vida,vida
Esperanza,calidad vida,vida
Esperanza,confianza,confianza
Esperanza,seguridad,seguridad
Esperanza,certidumbre,certidumbre
Esperanza,ilusión,ilusión
Plan,proyecto,proyecto
Plan,proposito,propósito
Plan,intencion,intención
Plan,prototipo,prototipo
Plan,arduino,arduino
Plan,trabajar,trabajo
Plan,ingenierio,ingeniería
Plan,borrador,borrador
Plan,boceto,boceto
Ansiedad,codicia,codicia
Ansiedad,desear,deseo
Ansiedad,querer,querer
Ansiedad,necesidad,necesario
Ansiedad,impulsividad,impulsividad
Ansiedad,afán,afán
Ansiedad,anhelar,anhelo
Ansiedad,angustiar,angustia
Ansiedad,inquietud,inquietud
Acuerdo,totalmente,lado
Acuerdo,favor,a favor
Acuerdo,convenio,convenio
Acuerdo,pacto,pacto
Acuerdo,estrategia,estrategia
Acuerdo,mercado,mercado
Acuerdo,tratar,tratado
Acuerdo,transacción,transacción
Acuerdo,decision,decisión
Honestidad,veracidad,veracidad
Honestidad,,verdad
Honestidad,mentiroso,no mentir
Culpa,sentir responsable ocurrido,responsabilidad
Culpa,experimentar remordimiento,remordimiento
Culpa,sentar hier alguien,herir
Definición,significado palabra,significado
Definición,forma dar entender concepto,entendimiento
Definición,característica ayudar comprender palabra,caracterización
Peligro,estuviera incendio,incendio
Sugerencia ,recomendación,recomendación
Sugerencia ,forma aconsejar alguien llevar cabo,consejo
Desesperación,sentir persona lidiar fobia,fobia
Desesperación,sentiría estuviera sumergido agua salir,ahogamiento
Desesperación,sentiría dejar respirar,ahogamiento
Oportunidad,chance,chance
Oportunidad,momento exacto cabo,momento apropiado
Obligación,referir tener,no opción
Obligación,sentir tener quierar,no querer
Obligación,tarea colegio universidad,deber
Obligación,padre salir tener cuidar hermano,responsabilidad
Decisión,opta detener,optar
Decisión,referir elegir carrera universitario salir colegio,carrera
Verdad,afirmación creer real,real
Verdad,persona auténtico,autenticidad
Verdad,contrario falsedad,verdad
Oportunidad,opcion,opción
Oportunidad,presentar vida,durante la vida
Oportunidad,,no todos
Oportunidad,agradecer,gratitud
Oportunidad,alguien,dadas
Oportunidad,cometer error posibilidad enmendar él,enmendar
Oportunidad,camino,camino
Oportunidad,desafio,desafío
Oportunidad,repetir él,primera vez
Oportunidad,fortuna,fortuna
Peligro,provocar palpitación rapida,palpitaciones
Peligro,consecuencia,consecuencias
Peligro,miedo,miedo
Peligro,cuidado,cuidado
Peligro,advertencia,advertencia
Peligro,pensar actuar,anticipación
Peligro,evitar,evitación
Peligro,advertir riesgo,advertencia
Peligro,advertencia,advertencia
Peligro,evitar sufrimiento molestia,sufrimiento
Ganancia ,dinero,dinero
Ganancia ,fruto,fruto
Ganancia ,niño tener,escasez en la niñes
Ganancia ,ganar trabajo,trabajo
Ganancia ,capital,capital
Ganancia ,billete,dinero
Ganancia ,satisfactorio,satisfacción
Felicidad,amor,amor
Felicidad,realizacion personal,realización
Felicidad,unobjetivo vida,objetivos
Felicidad,mision,misión
Felicidad,deseo,deseo
Felicidad,constante,breve
Felicidad,requerir esfuerzo,esfuerzo
Felicidad,depender,uno mismo
Felicidad,emocional,emoción
Felicidad,gratificante,gratificante
Razón,logico,lógica
Razón,pensamiento,pensamiento
Razón,mente crea,mente
Razón,permitir críticar,permitir
Razón,permitir crear argumento,argumentación
Razón,capacidad humano,humano
Razón,especie,humano
Razón,logico critico,lógica
Razón,permitir comunicación,permitir
Obligación,deber,deber
Obligación,imposicion,imposición
Obligación,accion inmediato,acción
Obligación,tiempo determinado,tiempo determinado
Obligación,decir él,no voluntad
Obligación,mama,madres
Obligación,implicar responsabilidad,responsabilidad
Obligación,tarea,tareas
Obligación,secar ropa,quehaceres
Obligación,rendimiento,rendimiento
Habilidad,capacidad,capacidad
Habilidad,blandas,blandas
Habilidad,intrinsica,intrínseco
Habilidad,poder desarrollar,desarrollo
Habilidad,matematica,matemáticas
Habilidad,labia,labia
Habilidad,especie don,don
Habilidad,facilitadora objetivo,facilidad
Seguridad,confort,confort
Seguridad,mama,padres
Seguridad,comodiad absoluto,comodidad
Seguridad,proteccion,protección
Seguridad,sient lugar,lugar
Seguridad,sient persona,persona
Seguridad,poder,uno mismo
Seguridad,trabajar tener,trabajable
Seguridad,construir experiencia,experiencia
Seguridad,reconfortante,real
Pensamiento,logico deductivo etc,lógica
Pensamiento,critico,crítica
Pensamiento,permitir comunicación,comunicación
Pensamiento,creer opinion,opinión
Pensamiento,idea,idea
Pensamiento,representación mental,mente
Pensamiento,imaginacion,imaginación
Pensamiento,positivo negativo,positivo/negativo
Pensamiento,tener,presente
Definición,concepto,concepto
Definición,concreto,concreto
Definición,abstracto,concreto
Definición,palabra,palabra
Definición,permitir entender,entendimiento
Definición,conocimiento,conocimiento
Definición,estipulada,estipulación
Definición,real academia español,diccionario
Definición,avez costar entender él,entendimiento
Definición,1000000 mundo,muchos
Obsesión,adicción,adicción
Obsesión,desear,deseo
Obsesión,constante,constante
Obsesión,soler provocar malo resultado,mal
Obsesión,dificíl controlar,descontrol
Obsesión,generar placer desencadenar,placer
Obsesión,obstinación,observación
Culpa,sensación molesto,molestia
Culpa,acción situación involucrar autorresponsabilidad,responsabilidad
Culpa,malestar,malestar
Culpa,incomodidad,incomodidad
Culpa,generar ansiedad,ansiedad
Culpa,tender sentir producir algun daño,daño
Culpa,forma remediar él arreglar motivo causante,remediar
Desesperación,sensación producir disgusto,disgusto
Desesperación,angustiar,angustia
Desesperación,persona sienta nervioso,nerviosismo
Desesperación,necesidad solución inmediato,necesario
Desesperación,limite,limitación
Desesperación,busquedar ayuda,ayuda
Ganancia ,obtener acción,optención
Ganancia ,beneficiar obtener,beneficios
Ganancia ,material material,material
Ganancia ,recompensar,recompensa
Ganancia ,simular premio,premio
Acuerdo,persona,dos o más partes
Acuerdo,tratar,trato
Acuerdo,desición,decisión
Acuerdo,parte involucrado conforme resultado,conformidad
Acuerdo,conforme,conformidad
Habilidad,destresar,destreza
Habilidad,don,don
Habilidad,talento,talento
Habilidad,persona desarrollar actividad conocimiento,bien
Habilidad,desarrollar practica,práctica
Sugerencia ,recomendación,recomendación
Sugerencia ,consejo,concejo
Sugerencia ,persona tomar desición,preguntar
Sugerencia ,forma opinión,opinión
Sugerencia ,apoyo,apoyo
Sugerencia ,transmitir opción considerar,transmición
Felicidad,alegrio,alegría
Felicidad,  sensación placentero,placer
Felicidad,sonrisa,sonrisa
Felicidad,dicho,dicha
Felicidad,emoción,emoción
Felicidad,bienestar,bienestar
Felicidad,salud,salud
Felicidad,animo,ánimo
Felicidad,respuesta esperar,respuesta
Éxito,triunfo,triunfo
Éxito,meta logrado,meta
Éxito,esforzar él alcanzar él,esfuerzo
Éxito,producir felicidad,felicidad
Éxito,lograr sentir satisfacción,satisfacción
Razón,motivo,motivación
Razón,desencadenar suceder,causa
Razón,ser humano caracterizar poseer capacidad,humano
Razón,desarrollar pensamiento,pensamiento
Acuerdo,consensir,consenso
Acuerdo,beneficiar ambos parte,dos o más partes
Acuerdo,requerir compromiso ambos parte,compromiso
Acuerdo,alianza,alianza
Acuerdo,colaborar alguien,colaborar
Desesperación,histeria,histeria
Desesperación,falta control sentimiento,incontrolable
Desesperación,presion,presión
