Concepto,respuesta,Code
fairness,inconsistant,unreliable
fairness,purchase able,corruption
fairness,mythical,illusory
fairness,prize,valuable
fairness,fleeting,temporary
fairness,some democracy more fair than other,relative justice
fairness,most democracy certainly more fair than dictatorship or theocracy,relative justice
fairness,still a spectrum,relative justice
fairness,not guarantee and easily to lose sight of in the midst of propaganda,precarious justice
fairness,mean something different to every damn person thank to say propaganda,subjective justice
fairness,should mean everyone get a vote,universal voting
fairness,the right to plead your case,legal recourse
fairness,tolerance and respect to everyone,mutual respect
fairness,willingness to listen and hear other 's opinion,open-mindedness
fairness,fairness be affect by what be legal,legal influence
fairness,fairness change over time and affect the people,evolving justice
fairness,what be consider fair be not always easy to tell,subjective justice
fairness,democracy should make life fair for all people live in america,social justice
fairness,democracy be base in fairness,foundation of justice
fairness,a democracy have aim to be fair to all of it be people,equality
fairness,fairness be critical to the health of a democracy,essential for democracy
fairness,fairness mean all voice be hear,inclusivity
fairness,fairness do not discriminate base on any attribute of people,impartiality
fairness,balance,balanced
fairness,even,balanced
fairness,match,equality
fairness,give all side their say,inclusivity
fairness,unattainable in some situation,unreachable
fairness,equal,balanced
fairness,justice,justice
fairness,treat other the way you would want to be treat,golden rule
fairness,no favoritism,impartiality
fairness,equality,equality
fairness,the golden rule,golden rule
fairness,treat people as equal,impartiality
fairness,democracy mean fairness,democratic justice
fairness,democracy mean accountability that should be maintain,accountability
fairness,the way people can share their opinion,free expression
fairness,fairness prevent corruption,anti-corruption
fairness,it be get justice,justice
fairness,it mean protect minority right,minority rights
fairness,equal among all citizen,social parity
fairness,right for all people of color,inclusivity
fairness,support for people of all income,economic inclusivity
fairness,every voice be hear,inclusivity
fairness,equal access to education,educational access
fairness,fair chance of be able to chase dream,opportunity for success
fairness,equal,balanced
fairness,non discriminatory,impartiality
fairness,respectful,mutual respect
fairness,treat justly,justice
fairness,impartial,unbiased
fairness,not show favoritism,unbiased
fairness,equal opportunity for all,opportunity for all
fairness,fair election,transparent elections
fairness,equality and truth,equality
fairness,anti racism,non-discrimination
fairness,second chance,redemption
fairness,justice,justice
fairness,equal voting right,universal voting
fairness,election be conduct in a fair matter,transparent elections
fairness,all citizen should have equal opportunity to run for office,open political access
fairness,law be equally apply to all citizen,impartial law enforcement
fairness,all citizen should have equal access to information,inclusivity
fairness,there should be no discrimination,non-discrimination
fairness,ensure equal right and opportunity,ensures opportunity
fairness,encourage open dialogue and diverse perspective,encourages dialogue
fairness,support independent judiciary and rule of law,judiciary
fairness,foster just and equitable distribution of resource,resource equity
fairness,level playing field for political competition,balanced competition
fairness,guarantee fair representation and voice,guarantees representation
fairness,give everyone what they deserve,merit-based
fairness,without discrimination,non-discrimination
fairness,without favoritism,impartiality
fairness,just treatment,justice
fairness,treat people equally,impartiality
fairness,free from bias,unbiased
fairness,transparency,transparency
fairness,accountability,accountability
fairness,non discrimination,non-discrimination
fairness,impartiality,unbiased
fairness,opportunity of participation for everyone,inclusivity
fairness,equal voting right,universal voting rights
fairness,very need in democracy,critical for democracy
fairness,need for equality in society,essential for balance
fairness,show equity,equity
fairness,judge in an upright manner,just evaluation
fairness,keep the society in a good pace,social stability
fairness,need for a free state,necessary for freedom
fairness,impartiality,unbiased
fairness,equal opportunity,opportunity for all
fairness,fair electoral process,transparent elections
fairness,justice,justice
fairness,protection of all individual right,individual rights protection
fairness,non discrimination,non-discrimination
fairness,equal right,social parity
fairness,access to voting,voting access
fairness,broad demographic,inclusivity
fairness,every vote be weigh equally,uniform voting weight
fairness,no big money interest,anti-corruption
fairness,no corruption,anti-corruption
fairness,voting right,universal voting rights
fairness,fair election,transparent elections
fairness,access to justice,legal access
fairness,opportunity of participation,inclusivity
fairness,fair representation in the medium,balanced media representation
fairness,protection of civil liberty,civil liberties
fairness,every citizen 's vote should have equal weight ensure that all vote be count equally in election,voting rights
fairness,elect official and government institution should be accountable to the people this include mechanism for citizen to hold leader responsible for their action and decision through regular election and check and balance,accountability
fairness,citizen should have the right to freely express their opinion criticize the government and engage in political discourse without fear of retribution,freedom of expression
fairness,the law should apply equally to all citizen include those in position of power legal process and decision should be fair and impartial,impartial law
fairness,official and government institution should be accountable to the people this include mechanism for citizen to hold leader responsible for their action and decision through regular election and check and balance,accountability
fairness,all eligible citizen should have the right to participate in the democratic process include voting and run for office this imply the removal of barrier such as discrimination base on race gender socioeconomic status or disability,inclusivity
fairness,be the right to love,universal love
fairness,unity,solidarity
fairness,togetherness,solidarity
fairness,love,compassion
fairness,happiness,contentment
fairness,love,compassion
fairness,lead by elect people,elected leadership
fairness,everyone deserve fair treatment,just treatment
fairness,right of the people,civil rights
fairness,enshrine in constitution,constitution
fairness,no discrimination,non-discrimination
fairness,always present in every action,omnipresent justice
fairness,one person one vote,universal suffrage
fairness,rank choice voting for the true desire candidate,preferential voting
fairness,electoral security,secure elections
fairness,publicly fund election with no external money or fundraising,transparent funding
fairness,equal air time or advertisement for all candidate,balanced media access
fairness,accessible voting,voting accessibility
fairness,equality,equality
fairness,equal voting right,universal voting rights
fairness,freedom of speech,free expression
fairness,freedom of press,press freedom
fairness,due process,legal recourse
fairness,equal opportunity,opportunity for all
freedom,available,access
freedom,universal,universal
freedom,ok,good
freedom,giddy,positive emotion
freedom,selectively enforce,enforcement
freedom,mythical,not real
freedom,individual right,rights
freedom,autonomy,autonomy
freedom,expression,expression
freedom,participation,engagement
freedom,civil liberty,rights
freedom,legal protection,protection
freedom,be a give,assumed
freedom,be a right,right
freedom,liberty,autonomy
freedom,political independance,sovereignty
freedom,people be able to choose for themselves,autonomy
freedom,people take for grant,assumed
freedom,not control,autonomy
freedom,ability to live,existence
freedom,ability to choose,autonomy
freedom,ability to make decision,autonomy
freedom,happy,positive emotion
freedom,peaceful,positive emotion
freedom,happy,positive emotion
freedom,all people should have,right
freedom,a hope of peace,peace
freedom,to have one own mind,autonomy
freedom,non slavery,abolition
freedom,liberty,autonomy
freedom,freedom be a fundamental part of democracy,autonomy
freedom,most people strive for freedom in society,rights
freedom,the freedom of speech and expression be important to democracy,speech
freedom,our country be found on the concept of heighten freedom for the people,rights
freedom,freedom be the ability to choose how one should live their life,autonomy
freedom,people have differ idea of what should or should not be a freedom example freedom to bear arm,bear arms
freedom,able to do what I want when I want and how I want,autonomy
freedom,to be able to speak whatever I want without worry of offend anyone,speech
freedom,to breathe clean air,environment
freedom,to live without oppression,opression
freedom,democrats lie and take away our freedom,democracts are against
freedom,democrats will tell we everything we want to hear but then sit on their ass and do nothing,politics
freedom,free,unrestricted
freedom,make your own decision,autonomy
freedom,do as you want to a limit,autonomy
freedom,every country should be,universality
freedom,right to your own,rights
freedom,no slavery,abolition
freedom,america,America
freedom,opportunity,equality
freedom,fainess,equality
freedom,united states armed force,Armed Forces
freedom,opportunity,equality
freedom,woman 's right,rights
freedom,balance individual right with collective responsibility,balanced
freedom,fundamental human right,rights
freedom,promote autonomy and self determination,autonomy
freedom,allow individual to make choice and decision,autonomy
freedom,enable political participation and voting,engagement
freedom,safeguards individual privacy and security,privacy
freedom,freedom of speech,speech
freedom,freedom of choice,autonomy
freedom,freedom of legal right,rights
freedom,freedom of movement,autonomy
freedom,freedom of vote choice,engagement
freedom,freedom of choice of government,engagement
freedom,free speech,speech
freedom,freedom of religion,religion
freedom,freedom of expression,expression
freedom,the right to buy what product I want,consumer rights
freedom,get to choose what I do and where I go,autonomy
freedom,know someone can not simply take my right away and that my right be my right,protection
freedom,vital,necessity
freedom,morally right,ethical
freedom,equal,equality
freedom,we be entitle to it,right
freedom,necessary,necessity
freedom,happiness,positive emotion
freedom,america,America
freedom,press,press
freedom,speech,speech
freedom,religion,religion
freedom,equality,equality
freedom,diversity,diversity
freedom,freedom of speech,speech
freedom,freedom of assembly,assembly
freedom,freedom of associasion,association
freedom,freedom of the press,press
freedom,freedom of choice,autonomy
freedom,autonomy and self determination,autonomy
freedom,ability to choose,autonomy
freedom,ability to live without interference from government,autonomy
freedom,right to vote,voting
freedom,civil right for all,rights
freedom,right to protest and advocate,protest
freedom,life liberty and the pursuit of happiness,rights
freedom,speech,speech
freedom,press,press
freedom,assembly,assembly
freedom,vote,voting
freedom,fair trial,justice
freedom,privacy,privacy
freedom,free speech,speech
freedom,free speech,speech
freedom,a set of right give to the public,rights
freedom,free will,autonomy
freedom,equal opportunity,equality
freedom,the ability to do what we want,autonomy
freedom,citizen can express opinion without government censorship,speech
freedom,people can gather and protest peacefully,protest
freedom,individual can practice any religion or none at all,religion
freedom,medium can operate independently from government control,press
freedom,citizen have the right to vote and run for office,voting
freedom,individual can make personal choice without undue interference,autonomy
freedom,choice,autonomy
freedom,freedom,unrestricted
freedom,people opinion,opinion
freedom,no dictitor,sovereignty
freedom,peace,peace
freedom,abraham lincoln,Abraham Lincoln
freedom,own choice be make within reason,autonomy
freedom,live free within reason law etc,unrestricted
freedom,to marry who you want,couple choice
freedom,love what gender you want,choosing couple
freedom,pick and choose where I send my child to school,autonomy
freedom,old white man should not get to dictate or regulate what it teach in school etc,metacommentary
government,choose by the people,elected
government,work for the people,representative
government,choose leader,elected leaders
government,can be corrupt,corruption
government,should look for the good interest of the nation,national interest
government,control the land,governance
government,a mess,inefficiency
government,untrustworthy,deception
government,liar,deception
government,scamme people,fraud
government,unfair,inequality
government,control,control
government,give the people right,rights protection
government,freedom,freedom
government,republican or democrat,political party
government,should be spread throughout the world,global governance
government,everyone should have a government,universal governance
government,leader,leaders
government,it mean elect representative,elected representatives
government,it mean that the decision be make base on the majority vote,majority rule
government,it protect fundamental right,rights protection
government,accountability be the main part of a governement,accountability
government,here citizen be free to choose their representative,voter choice
government,here the judiciary operate independently,judiciary
government,corrupt,corruption
government,spend to much tax payer money,overspending
government,have to much power,overreach
government,should care for the little man but does'ent,neglect of the public
government,2 side,bipartisanship
government,to many old people run country,old leaders
government,they be in charge,leadership
government,make decision for the people,decision-making
government,create new law,legislation
government,make big decision,decision-making
government,be responsible for a lot,responsibility
government,have to decide,decision-making
government,elect by people,elected
government,must guard against corruption,anti-corruption
government,represent people,representation
government,do not represent everyone equally,unequal representation
government,sometimes beholden to corporation,corporate influence
government,peaceful transfer of power,peaceful transition
government,we elect leader in the us,elections
government,it should be by the people for the people,public representation
government,corruption be rampant in the us,corruption
government,too many politician mislead the people about what democracy really mean,misleading
government,although elect by the people official often do what they want,political autonomy
government,in the us we have 3 equal branch of government,separation of powers
government,how many be choose,election process
government,supreme court play a role in choose,judiciary
government,freedom of religion press amendment,constitutional rights
government,hold accountable or at least attempt to be that way,accountability
government,not always representative of why they be elect,misleading
government,fair election,fair election
government,corrupt,corruption
government,run by the president,presidential leadership
government,run by the party in office,party control
government,elect official,elected officials
government,frustrating,negative emotion
government,control the economy,economic control
government,transparency,transparency
government,transparency,transparency
government,president,president
government,elect official,elected officials
government,legal framework,legal framework
government,check and balance,checks and balances
government,people,voting
government,vote,taxation
government,taxis,elections
government,election,elections
government,democracy,democracy
government,represent by the masse,representative
government,law,law
government,peace,peace
government,happiness,positive emotion
government,oneness,unity
government,unity,unity
government,peace,peace
government,elect official,elected officials
government,separation of power,separation of powers
government,rule of law,rule of law
government,accountability,accountability
government,protection of right,rights protection
government,process,processes
government,international relation government engage in diplomacy and international relation represent the nation 's interest,diplomacy
government,regulation government regulate to ensure public safety health and welfare,regulation
government,protection of property government protect property right and individual ownership,property rights
government,citizen participation government encourage citizen participation through voting engagement and feedback,citizen participation
government,adherence to constitution government adhere to a constitution or found document,constitutional adherence
government,promotion of common good government work for the common good balance individual and collective interest,common good
government,a body that maintain the law,law enforcement
government,legislative,legislative
government,judicial,judiciary
government,executive,executive
government,implement the collection of taxis,taxation
government,implement conduct the execution of project for the welfare of the public,public welfare
government,system president state local,government system
government,of the people democracy communism marxist russia,government forms
government,three branch executive legislative judicial,separation of powers
government,vote majority rule citizen,democracy
government,law bill representative congress,legislation
government,supreme court attorney general house senate,judiciary
government,rule,ruling
government,multiple party,multiparty system
government,freedom,freedom
government,parliament,parliament
government,government,parliament
government,people opinion,public opinion
government,represent the people,representation
government,law maker,lawmakers
government,adhere to separation of power,separation of powers
government,ensure accountability,accountability
government,ruler of the country,leadership
government,policy maker,policymakers
government,for the people,public interest
government,just,justice
government,strong,strong
government,trustworthy,trustworthy
government,helpful,helpful
government,listen,listening
justice,sometimes more present in some democracy than other,variation
justice,more justice in most democracy than in a theocracy,democracy
justice,sometimes there be none,absence
justice,fair in some democracy in other powerful rich criminal get to walk scott free while pot offender rot in for profit prison   and then maybe the rich offender run for president,injustice
justice,maybe just not possible in a democracy with a supreme court that have lifetime appointment and no accountability,limited
justice,certainly a spectrum,variation
justice,justice be determine by the law,law
justice,justice change depend on the context of the democracy,contextual
justice,have level,variation
justice,a limited few decide justice- whether it be a jury or law maker,few make decisions
justice,different priority affect what justice look life,priorities
justice,some democracy be more forgiving than other,variation
justice,fairness,fairness
justice,rule of law,rule of law
justice,accountability,accountability
justice,impartiality,impartiality
justice,equal right,equality
justice,due process,due process
justice,an ideal,ideal
justice,fairness,fairness
justice,an ideal,ideal
justice,a doctrine of fairness,fairness
justice,something to strive for,aspiration
justice,a foundational concept,foundation
justice,blind,impartiality
justice,well as technology increase,progress
justice,final say,authority
justice,bi partisan,neutrality
justice,not concerned with the politic just the law,neutrality
justice,balance,balanced
justice,uphold the law,law
justice,fairness,fairness
justice,stand up for oneself,self-defense
justice,attonement,atonement
justice,order,order
justice,pay the price for unlawfulness,consequences
justice,should be for all,equality
justice,judge,judiciary
justice,court,courts
justice,law implement,law
justice,fair case,fairness
justice,fairly judge,fairness
justice,justice be blind,impartiality
justice,must be fair,fairness
justice,have equal chance,equality
justice,jury of pier,jury
justice,justice for all,equality
justice,not one side,impartiality
justice,today 's justice be flawed,criticism
justice,criminal be free and innocent be fine,injustice
justice,there be not justice today,absence
justice,the justice will come when people right the wrong of the last 4 year,metacommentary
justice,justice need to come fast,urgency
justice,there be no sense of justice right now,absence
justice,not always give,absence
justice,sometimes unfair,injustice
justice,different meaning to different group,subjectivity
justice,should be a goal,aspiration
justice,hard to achieve,hard to achieve
justice,more be need,necessity
justice,fair,fairness
justice,consequence,consequence
justice,punish,penalty
justice,legal,law
justice,great,ideal
justice,american,America
justice,truth,truth
justice,honesty,honesty
justice,law,law
justice,rule,rules
justice,court,courts
justice,fair,fairness
justice,give someone what they deserve,justice
justice,someone on the supreme court,judiciary
justice,do what be right for the people regard a crime,morality
justice,should be fair,fairness
justice,morally correct,morality
justice,fairness for protect our right,fairness
justice,can be subjective,subjectivity
justice,must be outline by rule set in place,structure
justice,base on a system of government in place,structure
justice,may not always be democratic,variation
justice,can be evade,evasion
justice,can be hard to determine,hard to define
justice,court,courts
justice,supreme court justice,judiciary
justice,president decide,authority
justice,party specific,partisanship
justice,should be trustworthy often be not,criticism
justice,unjust,injustice
justice,love,positive emotion
justice,peace,positive emotion
justice,unity,unity
justice,love,positive emotion
justice,happiness,positive emotion
justice,togetherness,togetherness
justice,equal treatment,equality
justice,fair legal process,due process
justice,due process,due process
justice,rule of law,rule of law
justice,protection of right,rights
justice,accountability,accountability
justice,well for everyone,equity
justice,not necessarily the most popular idea,controversy
justice,justice should apply to everyone equally,equality
justice,base on law,law
justice,the supreme court,judiciary
justice,not political,neutrality
justice,its base on rule of law,rule of law
justice,equal protection,equality
justice,impartial judiciary,impartiality
justice,access to justice,access
justice,accountability,accountability
justice,transparent,transparency
justice,equal justice,equality
justice,freedom,freedom
justice,respect for human right,rights
justice,have women right,rights
justice,corrupt justice system,corruption
justice,social inequality among the people,injustice
justice,rule of law,rule of law
justice,accountability,accountability
justice,protection of human right,rights
justice,impartial judiciary,impartiality
justice,access to counsel,access
justice,fair and equal treatment under the law,equality
law,ensure that legal decision be make base on the law,rule of law
law,public participation,participation
law,separation of power,separation of powers
law,protection of right and freedom,rights
law,apply equally to all individual,equality
law,ensure no one be above the law,rule of law
law,law be guide by societal opinion,societal influence
law,they may change over time,changeable
law,they can divide people,divisive
law,they have the power to drastically change life,impactful
law,they show societal belief over time,societal reflection
law,change in law can easily show the end of democracy,straying
law,right,rights
law,fair,fairness
law,balanced,balanced
law,rule,rules
law,sue,legal action
law,lawyer,legal representation
law,should be apply fairly,fairness
law,write to provide guardrail for a country,structure
law,what prevent anarchy,order
law,form by consensus and compromise,consensus
law,mean nothing if not enforce,enforcement
law,a guide for how thing operate,structure
law,way by which we live,structure
law,keep order,order
law,guide policy,policy guidance
law,organize a society,structure
law,tell people what to do,authority
law,create structure,structure
law,necessary,necessity
law,ethical,ethical
law,peace,peace
law,harsh if necessary,strictness
law,must be abide by,enforcement
law,pertain to everyone,equality
law,strict,strictness
law,unchanging,unchangeable
law,scary for certain group of people,fear
law,not enforce equally on all,injustice
law,big need for it,necessity
law,essential in run a country,necessity
law,must uphold consitution,constitutional
law,can be corrupt,corruption
law,must be uphold,rule of law
law,fair chance to everyone,equality
law,human right,rights
law,due process,due process
law,fair,fairness
law,considerate of all citizen,inclusivity
law,to be enforce without discrimination,equality
law,equality,equality
law,effective,effectiveness
law,practical,practicality
law,constitution,constitution
law,amendment,constitution
law,court,courts
law,justice system,justice system
law,rule for the country,rules
law,can be fair,fairness
law,mean to preserve order,order
law,mean to protect the innocent,protection
law,mean to punish or jail the guilty,penalty
law,fallible,fallibility
law,changeable base on society,changeable
law,generally need citizenry to agree,consensus
law,fair,fairness
law,just,justice
law,high standard,standards
law,innocent until prove guilty,presumption of innocence
law,reasonable doubt,reasonable doubt
law,equal,equality
law,support the people,protection
law,protect the people,protection
law,be uphold by the judicial system,judiciary
law,can be unjust,injustice
law,can be change by the people,changeable
law,can be improve upon,improvable
law,police,police
law,speed,speed
law,justice,justice
law,rule,rules
law,for the people,inclusivity
law,equality,equality
law,legal equality,equality
law,rule,rules
law,political freedom,freedom
law,foundational characteristic,foundation
law,well function,effectiveness
law,democracy,democracy
law,law bide people,law
law,provide togetherness,togetherness
law,provide unity,unity
law,embrace a country,nationalism
law,help solve conflict,conflict resolution
law,provide oneness,unity
law,foundation of democracy,foundation
law,keep chaos at bay,order
law,necessary evil,necessity
law,police,police
law,court,courts
law,keep we from anarchy,order
law,unjust,injustice
law,lie,deception
law,use it to their favor,exploitation
law,hide,deception
law,deceptive practice,deception
law,no law,lawlessness
law,promise,promises
law,understand,understanding
law,sympathetic,sympathy
law,decisive,decisiveness
law,listen,understanding
law,creative,creativity
law,design to oppress the low class,oppression
law,necessary in some respect but way over use,overused
law,will be the tool use to end democracy in america,democracy threat
law,acab,metacommentary
law,over enforce by violent agitator police,police brutality
law,a charade of order and pageantry for the judge to feel special about themselves,charade
law,legal equality,equality
law,political freedom,freedom
law,general legislation,legislation
law,government power,government
law,criminal justice,criminal justice
law,civil justice,civil justice
people,people hold their leader accountable,accountability
people,people have equal right under the law,equality
people,people have the right to vote,voting rights
people,people can express their opinion freely,free speech
people,people participate in decision make process,participation
people,people enjoy protection of their civil liberty,civil rights
people,easily manipulate,manipulable
people,hysterical,hysteria
people,happy to elect a fascist,misinformation
people,stupid,ignorance
people,brainwash,brainwashed
people,still sometimes hopeful,positive emotion
people,untrustworthy,deception
people,annoying,annoying
people,unconsiderate,selfishness
people,people be usually different in apperence then one another,diversity
people,self center,selfishness
people,cold,indifferent
people,people choose to have a democracy,democratic choice
people,people be the base of our democracy,democratic foundation
people,people 's voice should be hear and count in a democracy,representation
people,people select representative to do their will in a democracy,representative democracy
people,a democracy be fundamentally the will of the people who live in it,will of the people
people,people should have the power in a democracy,power to the people
people,people vote in a democracy,voting
people,people shape policy,policy influence
people,people register to vote,voter registration
people,people elect leader,elections
people,people be voter,voters
people,people influence policy,policy influence
people,people do not always exercise their right to vote,voter apathy
people,people try to prevent other from vote,voter suppression
people,need of the people should drive democratic decision,public needs
people,people be necessary for a democracy,democratic foundation
people,people believe democracy be be threaten,democracy threat
people,people defend democracy incorrectly,misinformation
people,citizen have the right and responsibility to vote in election,civic duty
people,ultimate power and authority rest with the people,sovereignty
people,their view and opinion influence government decision and policy,public opinion
people,engage in civic activity such as voting protest or volunteer,civic engagement
people,enjoy protect civil liberty such as freedom of speech and assembly,civil liberties
people,represent a wide range of background belief and interest within society,diversity
people,civic duty to vote,civic duty
people,civic duty to be inform,civic literacy
people,use their vote to promote social issue they care about,social issues
people,often uninformed,uninformed
people,often more concerned with immediate problem than government,short-term focus
people,often feel oppress by any government,oppression
people,equal,equality
people,honest,honesty
people,fair,fairness
people,just,justice
people,hard working,diligence
people,honest,honesty
people,equality,equality
people,difference,diversity
people,argument,debate
people,law and rule,rule of law
people,justice,justice
people,vocal,expression
people,people run for office,candidates
people,people cast their vote,voting
people,people should always root for the good outcome of election even if their candidate do not win,electoral fairness
people,people who vote should be citizen of the country,citizenship
people,people cheat,corruption
people,people who run for office often desire power,power-seeking
people,they can voice their opinion,expression
people,they have right,rights
people,they have equal right,equality
people,they contribute to their community,community involvement
people,they have the right to protest,protest rights
people,they can participate in debate,debate
people,vote and voice,voting
people,power and direct election,sovereignty
people,ability to overthrow when necessary,rebellion
people,many choose not to participate,voter apathy
people,all people regardless of background have the same voice,equality
people,meeting city wide representative,representation
people,voter,voters
people,over 18,age eligibility
people,engage,engagement
people,multicultural,diversity
people,the population of a nation,citizenship
people,citizen,citizenship
people,very intelligent,intelligence
people,have love for each other,compassion
people,follow rule regulation,law-abiding
people,walk upright with both leg,humans
people,mostly educate,educated
people,have companion,social beings
people,critical thinking,critical thinking
people,vote as a duty,civic duty
people,respect for the rule of law,rule of law
people,sense of community,community
people,political awareness,political awareness
people,civic literacy,civic literacy
people,voter,voters
people,activist,activists
people,public opinion,public opinion
people,citizen,citizenship
people,population,population
people,taxpayer,taxpayers
people,the voice mass,masses
people,no democracy without people in it,democratic foundation
people,elect and voting representative,elections
people,exercise civil right and duty by vote,civic duty
people,inform and educate,educated
people,critical thinking,critical thinking
people,people give the power,sovereignty
people,individual voice allow to be herd,expression
people,masse can be influence and sway,manipulable
people,heartbeat of democracy,democratic foundation
people,grassroots support,grassroots
people,can be candidate and voter,civic engagement
people,the foundation,foundation
people,self rule,self-governance
people,uniformed,uninformed
people,selfish,selfishness
people,vote for personal intrest,self-interest
people,mislead by leader,misled
people,power,power
people,exercise vote,voting
people,participate in civic live,civic engagement
people,enjoy freedom,freedom
people,respect for rule of law,rule of law
people,influence policy,policy influence
people,sovereignty,sovereignty
people,participation,participation
people,responsibility,responsibility
people,social contract,social contract
people,civil right,civil rights
people,access to information,information access
politics,be annoying,annoying
politics,be a neccessity for a goverment to work,necessity
politics,need for a country to work,necessity
politics,be how group tipically make desicion,decision-making
politics,how the many choose,majority rule
politics,be a way to reach a result or solution to a problem peacefully,peaceful resolution
politics,have people pay taxis,taxation
politics,have national aid,national aid
politics,rely on law and order,law and order
politics,shape our society,societal development
politics,people can vote for what they believe in and for change,voting rights
politics,branch of government,government structure
politics,political leader be choose through fair election,fair elections
politics,decision be often make base on the majority vote,majority rule
politics,fundamental right such as freedom of speech be well protect,civil rights
politics,elect member be hold accountable to the public through election,accountability
politics,government action and decision be open by the public and the medium,transparency
politics,electoral process be design to be competitive and fair,fair elections
politics,news,media
politics,world,global affairs
politics,medium,media
politics,leader,political leaders
politics,senetor,senators
politics,president,president
politics,pot selfforward first,self-interest
politics,lose some integrity try to please everyone,compromise
politics,charisma count,charisma
politics,insincerity,deception
politics,dog eat dog affair,competition
politics,generally back concept of help america,national interest
politics,governance of a country,governance
politics,debate about power,power struggle
politics,member of law make organization,law making
politics,influence how a country be govern,political influence
politics,manage a state or government,governance
politics,govern citizen,governance
politics,regular free and fair election be a cornerston,fair elections
politics,citizen elect representative to make decision on their behalf,representation
politics,open public debate and discourse be encourage and protect,public discourse
politics,citizen participation in the political process be vital,citizen participation
politics,law be apply equally to all include those in power,rule of law
politics,power be divide among branch of government to prevent abuse,checks and balances
politics,lie from politician,dishonesty
politics,party line less variety of choice,limited choice
politics,biased medium or lean medium,media bias
politics,unclear view or standpoint no clear answer at time,uncertainty
politics,can make the importance of democracy non existent,straying
politics,many politician forget about democracy,neglect of democracy
politics,involve competition for power and representation,competition
politics,evolve through election reform and social change,evolution
politics,center around governance and decision making,governance
politics,require accountability transparency and ethic,accountability
politics,include political party ideology and interest,political parties
politics,addresses social economic and environmental issue,socioeconomic issues
politics,fair,fairness
politics,informative,information
politics,discussion,discussion
politics,debate,debate
politics,moral,morality
politics,philosophy,philosophy
politics,tie together,common fate
politics,democracy be a form of politic,democracy
politics,must be uphold,democracy protection
politics,can be subjective,subjectivity
politics,can be polarize,polarization
politics,often a hot topic,controversy
politics,confuse,confusion
politics,anxiety induce,negative emotion
politics,should be fair but often be not,injustice
politics,corrupt,corruption
politics,voter,voters
politics,america,America
politics,citizen participation,citizen participation
politics,policy making,policy making
politics,check and balance,checks and balances
politics,constituent representation,representation
politics,political campaigning,political campaigning
politics,freedom of the press,press freedom
politics,difference of opinion,differences
politics,leverage position to promote an agenda,agenda promotion
politics,dirty,dirty politics
politics,can be righteous depend on the circumstance,situational righteousness
politics,conflict party,conflict
politics,division,divided
politics,leader be choose through election,elections
politics,citizen engage in voting and campaigning,citizen engagement
politics,diverse viewpoint be openly discuss and debate,public discourse
politics,party organize to represent different interest and viewpoint,political parties
politics,government action be base on establish law,rule of law
politics,government action and decision be open to public scrutiny,transparency
politics,collective,collective
politics,divisive,divided
politics,contest,contestation
politics,elite,elite
politics,non inclusive,exclusion
politics,emotional,emotional
politics,voice of people,public voice
politics,corruption,corruption
politics,election,elections
politics,propaganda,propaganda
politics,manipulation,manipulation
politics,poeple,people
politics,democrat republican independent,political parties
politics,vote election electoral college,elections
politics,president senator house member congress,government structure
politics,supreme court law bill,legal system
politics,three branch legislative executive judicial,government structure
politics,law and order constitution amenment,rule of law
politics,election,elections
politics,medium bias,media bias
politics,debate,debates
politics,lobby,lobbying
politics,negotiation,negotiation
politics,sometimes people bend the truth,dishonesty
politics,association,association
politics,consent of the govern,consent of the governed
politics,voting right,voting rights
politics,freedom of assembly,freedom of assembly
politics,personal property,property rights
politics,freedom of religion and speech,civil rights
politics,debate,debates
politics,dialogue,dialogues
politics,openly ensure public scrutiny and trust,transparency
politics,group represent a wide range of viewpoint,diversity
politics,policy making,policy making
politics,lie and deception sometimes to public,dishonesty
politics,ideology,ideology
politics,party,political parties
politics,different view on topic,differences
politics,election,elections
politics,rule of law,rule of law
politics,political participation,citizen participation
president,elect,elected
president,universal,universal
president,check and balance,checks and balances
president,impeachable,impeachable
president,unimpaeachable,unimpeachable
president,see,visible
president,power,power
president,leader,leader
president,liar,deception
president,charisma,charismatic
president,speech,public speaking
president,top,highest authority
president,elect position,elected
president,head of state,head of state
president,head of government,head of state
president,term limit,term limits
president,executive power,executive powers
president,accountability,accountability
president,leader,leader
president,choose by citizen,elected
president,suppose to have the people 's interest in mind,public interest
president,often not the sole individual in power,shared power
president,influence by other,influenced
president,high authority,highest authority
president,a father of the nation,national leader
president,president can make the country peace,peaceful leadership
president,he she be head of state,head of state
president,the president have the authority to reject bill,veto power
president,the president represent the country in foreign affair,foreign policy leadership
president,the president can issue executive order,executive orders
president,leader,leader
president,charismatic,charismatic
president,powerful,powerful
president,war criminal,war criminal
president,firm with their word,firm
president,family guy,family-oriented
president,the president be the leader of a country,leader
president,a president be the top level of command within the government,highest authority
president,the president be vote in by the people,elected
president,the president be of a political party most country have multiple party with different ideology,party leader
president,president have limit term set by the constitution of the country they reside,term limits
president,president help draft bill that form the law of the country,legislative role
president,a strong and charismatic leader,charismatic leader
president,a leader who be love and respect,respected
president,a person with solid character,strong character
president,a leader who can be trust to act with integrity,trustworthy
president,a person that be faithful to their country,loyal
president,loyalty,loyalty
president,non discriminatory,fairness
president,leader,leader
president,trustworthy,trustworthy
president,accountable,accountability
president,morally right,ethical
president,fair and balanced,fairness
