ID;Concepto;respuesta;Code
660c0b7feec9d15f01e4fec4;bird;worms;feeding
660c0b7feec9d15f01e4fec4;bird;beautifuil;beauty
663bb0d5572a24c8014255e0;bird;all birds sing;singing
663bb0d5572a24c8014255e0;bird;birds lay eggs;egg-laying
663bb0d5572a24c8014255e0;bird;birds have flying patterns;flight
663bb0d5572a24c8014255e0;bird;birds adapt to their environment;adaptability
663bb0d5572a24c8014255e0;bird;there are many different kinds;diversity
663bb0d5572a24c8014255e0;bird;some migrate;migration
66460c94a036f2e37950994d;bird;feathers;feathers
66460c94a036f2e37950994d;bird;beak;beak
66460c94a036f2e37950994d;bird;movement;movement
66460c94a036f2e37950994d;bird;vision;vision
66460c94a036f2e37950994d;bird;eggs;egg-laying
66460c94a036f2e37950994d;bird;ability to build nests;nesting
6670c1f3b2f38a44e95e40e9;bird;they fly;flight
6670c1f3b2f38a44e95e40e9;bird;they have feathers;feathers
6670c1f3b2f38a44e95e40e9;bird;they have beaks;beak
6670c1f3b2f38a44e95e40e9;bird;many of them sing;singing
6670c1f3b2f38a44e95e40e9;bird;they come in all different shapes and sizes;diversity
6670c1f3b2f38a44e95e40e9;bird;the evolve to the environment around them;adaptability
6672e829cad8cb996c7fb2f5;bird;chirps;singing
6672e829cad8cb996c7fb2f5;bird;flies;flight
6672e829cad8cb996c7fb2f5;bird;nests;nesting
6672e829cad8cb996c7fb2f5;bird;pollinators;ecological role
6672e829cad8cb996c7fb2f5;bird;beautiful;beauty
6672e829cad8cb996c7fb2f5;bird;animal;animal
6676a7163e8ac376937ab791;bird;Nesting;nesting
6676a7163e8ac376937ab791;bird;Petting;interaction
6676a7163e8ac376937ab791;bird;capable of flying;flight
6676a7163e8ac376937ab791;bird;Colorful;color
6676a7163e8ac376937ab791;bird;Adapts to different habitats;adaptability
6676a7163e8ac376937ab791;bird;Migrates across far distance;migration
667829b2f9e8b9279fe737e9;bird;most fly, although not all;flight
667829b2f9e8b9279fe737e9;bird;feathers;feathers
667829b2f9e8b9279fe737e9;bird;beaks;beak
667829b2f9e8b9279fe737e9;bird;build nests;nesting
667829b2f9e8b9279fe737e9;bird;lay eggs;egg-laying
667829b2f9e8b9279fe737e9;bird;wings;wings
6682815cb709d276088344b9;bird;fly;flight
6682815cb709d276088344b9;bird;feed;feeding
6682815cb709d276088344b9;bird;drink;feeding
6682815cb709d276088344b9;bird;love;positive emotion
6682815cb709d276088344b9;bird;peace;positive emotion
6682815cb709d276088344b9;bird;Fulfillment;positive emotion
6683c3090fada48d73372b3f;bird;Feathers;feathers
6683c3090fada48d73372b3f;bird;Beaks;beak
6683c3090fada48d73372b3f;bird;Egg-Laying;egg-laying
6683c3090fada48d73372b3f;bird;Flight;flight
6683c3090fada48d73372b3f;bird;Warm-Blooded;warm-blooded
6683c3090fada48d73372b3f;bird;Migration;migration
6690658efa35318b0683ce00;bird;flies;flight
6690658efa35318b0683ce00;bird;sings;singing
6690658efa35318b0683ce00;bird;small creature;animal
6690658efa35318b0683ce00;bird;last of the dinosaurs;dinosaurs
6690658efa35318b0683ce00;bird;feathered;feathers
6690658efa35318b0683ce00;bird;millions of species;diversity
669136cff0507cfbfa7db59c;bird;feathers;feathers
669136cff0507cfbfa7db59c;bird;beaks;beak
669136cff0507cfbfa7db59c;bird;eggs;egg-laying
669136cff0507cfbfa7db59c;bird;flight;flight
669136cff0507cfbfa7db59c;bird;migration;migration
669136cff0507cfbfa7db59c;bird;social behaviour;social
66a1b8558cf45402c2231f1d;bird;They can fly;flight
66a1b8558cf45402c2231f1d;bird;They have wings;wings
66a1b8558cf45402c2231f1d;bird;They cover the sky;flight
66a1b8558cf45402c2231f1d;bird;They use trees as their homes;nesting
66a1b8558cf45402c2231f1d;bird;They indicate a healthy wildlife;ecological role
66a1b8558cf45402c2231f1d;bird;They are the music of nature;singing
66b635dca3342be8bcf8a928;bird;feathers;feathers
66b635dca3342be8bcf8a928;bird;beak;beak
66b635dca3342be8bcf8a928;bird;warm-blooded;warm-blooded
66b635dca3342be8bcf8a928;bird;capable of flight;flight
66b635dca3342be8bcf8a928;bird;lay eggs;egg-laying
66b635dca3342be8bcf8a928;bird;sing to communicate;singing
66c65480c7bbaea3315697a1;bird;noise maker;singing
66c65480c7bbaea3315697a1;bird;alarm system;protection
66c65480c7bbaea3315697a1;bird;protector;protection
66c65480c7bbaea3315697a1;bird;flying creature;flight
66c65480c7bbaea3315697a1;bird;egg layers;egg-laying
66c65480c7bbaea3315697a1;bird;food;feeding
66c8d703a9dde9cf7ab92edf;bird;feathers;feathers
66c8d703a9dde9cf7ab92edf;bird;toothless;toothless
66c8d703a9dde9cf7ab92edf;bird;beaked jaws;beak
66c8d703a9dde9cf7ab92edf;bird;laying of hard shelled eggs;egg-laying
66c8d703a9dde9cf7ab92edf;bird;a four chambered heart;heart
66c8d703a9dde9cf7ab92edf;bird;a strong yet lightweight skeleton;bones
66cb3c445f437327d8953c0b;bird;freedom;freedom
66cb3c445f437327d8953c0b;bird;colourful;color
66cb3c445f437327d8953c0b;bird;freespirit;freedom
66cb3c445f437327d8953c0b;bird;hunter;hunting
66cb3c445f437327d8953c0b;bird;flying;flight
66cb3c445f437327d8953c0b;bird;beauty;beauty
5b2812458ecf3f000161aca7;earth;can be described as one complex organism;biosphere
5b2812458ecf3f000161aca7;earth;contains many many distinct species;biodiversity
5b2812458ecf3f000161aca7;earth;mostly water;water
5b2812458ecf3f000161aca7;earth;ever changing;dynamics
5b2812458ecf3f000161aca7;earth;quite big;size
5b2812458ecf3f000161aca7;earth;mostly bacteria;bacteria
5c952f252e2e320019b1aa7b;earth;Biosphere;biosphere
5c952f252e2e320019b1aa7b;earth;Geological Layers;geology
5c952f252e2e320019b1aa7b;earth;Water Bodies;water
5c952f252e2e320019b1aa7b;earth;Atmosphere;atmosphere
5c952f252e2e320019b1aa7b;earth;Climate Zones;climate
5c952f252e2e320019b1aa7b;earth;Tectonic Activity;geology
60bae09961af203bacbbd937;earth;large;size
60bae09961af203bacbbd937;earth;fragil;fragility
60bae09961af203bacbbd937;earth;round;shape
60bae09961af203bacbbd937;earth;life giving;life-support
60bae09961af203bacbbd937;earth;home;habitat
60bae09961af203bacbbd937;earth;full;abundance
633123ac6586455bafd87628;earth;The earth is the ground beneath us;ground
633123ac6586455bafd87628;earth;The earth is comprised of many layers;geology
633123ac6586455bafd87628;earth;There are rocks and other minerals inside the earth;minerals
633123ac6586455bafd87628;earth;The earth is necessary for plants to grow.;life-support
633123ac6586455bafd87628;earth;The world we live in is called Earth.;planet
633123ac6586455bafd87628;earth;The earth stretches for thousands of miles below us, much of which is too deep to be accessible.;deep
63614f71fa75fcbcee84f2ac;earth;nature can be very wild on earth;wild
63614f71fa75fcbcee84f2ac;earth;nature can be very passive on earth;passive
63614f71fa75fcbcee84f2ac;earth;nature works in a pattern on earth.;working
63614f71fa75fcbcee84f2ac;earth;if its hotter one summer then it will be cooler that winter.;climate
63614f71fa75fcbcee84f2ac;earth;the earth has water on it which is a natural resourse;water
63614f71fa75fcbcee84f2ac;earth;the earth has oxygen on it which is a natural resource.;oxygen
64bdfd7695f5559fff6d6817;earth;third planet from the sun;planet
64bdfd7695f5559fff6d6817;earth;fifth largest planet;size
64bdfd7695f5559fff6d6817;earth;only planet that has living things;life-support
64bdfd7695f5559fff6d6817;earth;more than 4 billion years old;age
64bdfd7695f5559fff6d6817;earth;"part of ""The Milky Way""";solar system
64bdfd7695f5559fff6d6817;earth;Has 1 moon;moon
656083eb366411e4a862f58c;earth;Earth contains all kinds of nature;biodiversity
656083eb366411e4a862f58c;earth;A healthy nature helps the Earth stay healthy;ecological role
656083eb366411e4a862f58c;earth;A lot of work has been done to find nature on a planet that isn't Earth.;exploration
656083eb366411e4a862f58c;earth;Without nature, humans could not survive on Earth.;life-support
656083eb366411e4a862f58c;earth;Earth has beautiful nature.;nature
656083eb366411e4a862f58c;earth;Nature can cause destruction on Earth.;natural disasters
65ce5d8d0219b79ced7729cd;earth;sphere;shape
65ce5d8d0219b79ced7729cd;earth;ocean;water
65ce5d8d0219b79ced7729cd;earth;land;land
65ce5d8d0219b79ced7729cd;earth;volcanoes;volvano
65ce5d8d0219b79ced7729cd;earth;mountains;mountains
65ce5d8d0219b79ced7729cd;earth;forests;forest
660c0b7feec9d15f01e4fec4;earth;trees;trees
660c0b7feec9d15f01e4fec4;earth;grass;vegetation
660c0b7feec9d15f01e4fec4;earth;rain and water;water
660c0b7feec9d15f01e4fec4;earth;rivers;water
660c0b7feec9d15f01e4fec4;earth;ocean and land;geography
660c0b7feec9d15f01e4fec4;earth;blue and green;color
660f47622d59323a7b9d0aef;earth;Water;water
660f47622d59323a7b9d0aef;earth;Grass;vegetation
660f47622d59323a7b9d0aef;earth;Sunshine;sun
660f47622d59323a7b9d0aef;earth;Warmth;sun
660f47622d59323a7b9d0aef;earth;Vitamin D;sun
660f47622d59323a7b9d0aef;earth;Growth of Trees, flowers, etc.;vegetation
665fdbc8f864a0981f7704c4;earth;air;atmosphere
665fdbc8f864a0981f7704c4;earth;water;water
665fdbc8f864a0981f7704c4;earth;soil;soil
665fdbc8f864a0981f7704c4;earth;minerals;minerals
665fdbc8f864a0981f7704c4;earth;biodiversity;biodiversity
665fdbc8f864a0981f7704c4;earth;living things;life
667829b2f9e8b9279fe737e9;earth;round;shape
667829b2f9e8b9279fe737e9;earth;has land;land
667829b2f9e8b9279fe737e9;earth;has water;water
667829b2f9e8b9279fe737e9;earth;Part of the solar system;solar system
667829b2f9e8b9279fe737e9;earth;rotates on an axis;rotation
667829b2f9e8b9279fe737e9;earth;orbits;orbit
667c3d7b1869236fd5e924d1;earth;mountains and valleys;geography
667c3d7b1869236fd5e924d1;earth;erosion;erosion
667c3d7b1869236fd5e924d1;earth;natural disasters;natural disasters
667c3d7b1869236fd5e924d1;earth;habitats for living organisms;habitat
667c3d7b1869236fd5e924d1;earth;mineral resources;minerals
667c3d7b1869236fd5e924d1;earth;supports lif;life-support
667e981e0487e84f8b2e31da;earth;human beings threshold;human life
667e981e0487e84f8b2e31da;earth;weather and climate;climate
667e981e0487e84f8b2e31da;earth;planet;planet
667e981e0487e84f8b2e31da;earth;filled with natural resources;natural resources
667e981e0487e84f8b2e31da;earth;disasters that are human and natural;natural disasters
667e981e0487e84f8b2e31da;earth;environment and weather change;climate influence
66844cc133a4d360bca29862;earth;Biodiversity;biodiversity
66844cc133a4d360bca29862;earth;Natural resources;natural resources
66844cc133a4d360bca29862;earth;Ecosystems;ecosystem
66844cc133a4d360bca29862;earth;Climate;climate
66844cc133a4d360bca29862;earth;Weather;weather
66844cc133a4d360bca29862;earth;Atmosphere;atmosphere
669fb915167d6c4b8e71dbfb;earth;Unique features: Earth has unique features, such as the Grand Canyon, Mount Everest, and the Great Barrier Reef.;unique
669fb915167d6c4b8e71dbfb;earth;Constant change: Earth's surface and climate are constantly changing due to natural processes.;change
669fb915167d6c4b8e71dbfb;earth;Supports life: Earth supports a vast array of life forms, from microorganisms to complex organisms.;life-support
669fb915167d6c4b8e71dbfb;earth;Soil formation: Earth's soil forms over time through weathering, erosion, and deposition.;soil
669fb915167d6c4b8e71dbfb;earth;Rotates and revolves: Earth rotates on its axis and revolves around the Sun, creating day and night cycles and seasons.;rotation
669fb915167d6c4b8e71dbfb;earth;Ecosystems: Earth has complex ecosystems, supporting a wide range of plant and animal species.;ecosystem
66a1b8558cf45402c2231f1d;earth;It is a solid mass;geology
66a1b8558cf45402c2231f1d;earth;It is our home;habitat
66a1b8558cf45402c2231f1d;earth;It is made from different materials;minerals
66a1b8558cf45402c2231f1d;earth;It creates life;life-support
66a1b8558cf45402c2231f1d;earth;It is where we lay the foundation of our structures;ground
66a1b8558cf45402c2231f1d;earth;It is where we lay our ancestors to rest;ground
66b38dfd2ee8833d736e4eb4;earth;gives life;life-support
66b38dfd2ee8833d736e4eb4;earth;has more water than land;water
66b38dfd2ee8833d736e4eb4;earth;forests are green;forest
66b38dfd2ee8833d736e4eb4;earth;is spherical;shape
66b38dfd2ee8833d736e4eb4;earth;is oxygen and nitrogen rich;atmosphere
66b38dfd2ee8833d736e4eb4;earth;provides resources for life;natural resources
66b8a7b81de82a46557b0943;earth;contains huge volume of water;water
66b8a7b81de82a46557b0943;earth;spherical in shape;shape
66b8a7b81de82a46557b0943;earth;contains both human and animal;life
66b8a7b81de82a46557b0943;earth;revolves around the sun;orbit
66b8a7b81de82a46557b0943;earth;It has a lot of element like oxygen;atmosphere
66b8a7b81de82a46557b0943;earth;It has gravity;gravity
66bce9c6697172946d3ec031;earth;Beuatiful;beauty
66bce9c6697172946d3ec031;earth;Fascinating;wonder
66bce9c6697172946d3ec031;earth;Covered in water;water
66bce9c6697172946d3ec031;earth;Varied, lush rainforests to barren deserts;diversity
66bce9c6697172946d3ec031;earth;Sheer vastness is amazing;size
66bce9c6697172946d3ec031;earth;Varieties of animals and individual adaptations is fascinating;biodiversity
66c1ff89945b7ffe7bc8bdfd;earth;round;shape
66c1ff89945b7ffe7bc8bdfd;earth;moving;dynamics
66c1ff89945b7ffe7bc8bdfd;earth;dying;fragility
66c1ff89945b7ffe7bc8bdfd;earth;colorful;color
66c1ff89945b7ffe7bc8bdfd;earth;wide;size
66c1ff89945b7ffe7bc8bdfd;earth;livable;habitability
66c65480c7bbaea3315697a1;earth;ground;ground
66c65480c7bbaea3315697a1;earth;residential area for all living thigs;habitat
66c65480c7bbaea3315697a1;earth;dirt;soil
66c65480c7bbaea3315697a1;earth;water;water
66c65480c7bbaea3315697a1;earth;mountains;mountains
66c65480c7bbaea3315697a1;earth;valleys;valleys
5cb489ff0cd1ed0017465d19;flower;pretty;beauty
5cb489ff0cd1ed0017465d19;flower;nice smelling;fragance
5cb489ff0cd1ed0017465d19;flower;bright colors;color
5cb489ff0cd1ed0017465d19;flower;spring time;spring
5cb489ff0cd1ed0017465d19;flower;calming;positive emotion
5cb489ff0cd1ed0017465d19;flower;annual;cycle
5dd405ab80123f3eaae9af80;flower;A body a plant produces that can be attractive.;beauty
5dd405ab80123f3eaae9af80;flower;A part of a plant that is used for reproduction.;reproduction
5dd405ab80123f3eaae9af80;flower;Usually has a scent.;fragance
5dd405ab80123f3eaae9af80;flower;Most flowers have a scent that humans find pleasant.;fragance
5dd405ab80123f3eaae9af80;flower;Flowers attract insects to pollinate them.;pollination
5dd405ab80123f3eaae9af80;flower;Flowers produce fruiting bodies.;reproduction
5de56b9deda9320ecb83f522;flower;natural;natural
5de56b9deda9320ecb83f522;flower;beautiful;beauty
5de56b9deda9320ecb83f522;flower;can smell good;fragance
5de56b9deda9320ecb83f522;flower;used to show appreciation;symbolism
5de56b9deda9320ecb83f522;flower;used to decorate houses;decoration
5de56b9deda9320ecb83f522;flower;plant;plant
60f764081e56258bdc779cc4;flower;Beautiful;beauty
60f764081e56258bdc779cc4;flower;Gives us honey through bee pollination;honey
60f764081e56258bdc779cc4;flower;Necessary for some species to survive;ecological role
60f764081e56258bdc779cc4;flower;Used to manicure lawns;decoration
60f764081e56258bdc779cc4;flower;Delicate;fragility
60f764081e56258bdc779cc4;flower;Perinnial;perennial
611e99910d64a6ea6d18b0a6;flower;beauty;beauty
611e99910d64a6ea6d18b0a6;flower;grow naturally;natural
611e99910d64a6ea6d18b0a6;flower;help with pollination;pollination
611e99910d64a6ea6d18b0a6;flower;have many different species;diversity
611e99910d64a6ea6d18b0a6;flower;is a living organism;life
611e99910d64a6ea6d18b0a6;flower;provide sustenance for the bee population;pollination
62aa325191aac4ab446f13e6;flower;come from seeds;seeds
62aa325191aac4ab446f13e6;flower;different colors;color
62aa325191aac4ab446f13e6;flower;beautiful;beauty
62aa325191aac4ab446f13e6;flower;smells good;fragance
62aa325191aac4ab446f13e6;flower;lovely to look at;beauty
62aa325191aac4ab446f13e6;flower;good for animals;ecological role
62c63c653a49b220cb390bdb;flower;beautiful flowers;beauty
62c63c653a49b220cb390bdb;flower;Weddings;symbolism
62c63c653a49b220cb390bdb;flower;smells great;fragance
62c63c653a49b220cb390bdb;flower;many colors;color
62c63c653a49b220cb390bdb;flower;A guy gives to his date;symbolism
62c63c653a49b220cb390bdb;flower;birthday;symbolism
65bdfc6f682b5c9af4b633b1;flower;Flowers bloom at specific times, often influenced by the season;bloom
65bdfc6f682b5c9af4b633b1;flower;Plays a key role in the reproduction of plants, often attracting insects like bees;reproduction
65bdfc6f682b5c9af4b633b1;flower;Typically has vibrant colors to attract pollinators;color
65bdfc6f682b5c9af4b633b1;flower;Many flowers produce scents, which can vary from sweet to subtle;fragance
65bdfc6f682b5c9af4b633b1;flower;Delicate and short-lived, often requiring specific conditions to thrive;fragility
65bdfc6f682b5c9af4b633b1;flower;Comes in a wide range of shapes, sizes, and species;diversity
65ce5d8d0219b79ced7729cd;flower;bloom;cycle
65ce5d8d0219b79ced7729cd;flower;pollen;pollination
65ce5d8d0219b79ced7729cd;flower;thorns;thorns
65ce5d8d0219b79ced7729cd;flower;water;water
65ce5d8d0219b79ced7729cd;flower;spring;spring
65ce5d8d0219b79ced7729cd;flower;different kinds;diversity
660995c628f9390d8b2ba235;flower;Beautiful;beauty
660995c628f9390d8b2ba235;flower;Good smelling;fragance
660995c628f9390d8b2ba235;flower;Colorful;color
660995c628f9390d8b2ba235;flower;Natural;natural
660995c628f9390d8b2ba235;flower;Grows;growth
660995c628f9390d8b2ba235;flower;Life source;life
66294cab168fcf0983e95f42;flower;beautiful;beauty
66294cab168fcf0983e95f42;flower;smells good;fragance
66294cab168fcf0983e95f42;flower;begin as seeds;reproduction
66294cab168fcf0983e95f42;flower;comes in different colors;color
66294cab168fcf0983e95f42;flower;growth;growth
66294cab168fcf0983e95f42;flower;spring and summer;spring
662e50cf3365a5b0f91e89e5;flower;Petals;petals
662e50cf3365a5b0f91e89e5;flower;Stems;stems
662e50cf3365a5b0f91e89e5;flower;Roots;roots
662e50cf3365a5b0f91e89e5;flower;Photosynthesis;life
662e50cf3365a5b0f91e89e5;flower;Pollen;pollination
662e50cf3365a5b0f91e89e5;flower;Aesthetic;beauty
663a6faaa98b09578f6ba791;flower;help bees pollinate;pollination
663a6faaa98b09578f6ba791;flower;food for herbivores;ecological role
663a6faaa98b09578f6ba791;flower;homes to bugs;ecological role
663a6faaa98b09578f6ba791;flower;coloful;color
663a6faaa98b09578f6ba791;flower;smell good;fragance
663a6faaa98b09578f6ba791;flower;attract bugs;pollination
66659e3342b581f199e47a4d;flower;beauty of color;color
66659e3342b581f199e47a4d;flower;frangrance and scent;fragance
66659e3342b581f199e47a4d;flower;pollination and attraction;pollination
66659e3342b581f199e47a4d;flower;growth and development;growth
66659e3342b581f199e47a4d;flower;nectar and reward;nectar
66659e3342b581f199e47a4d;flower;sensory experience;sensation
667e981e0487e84f8b2e31da;flower;very beautiful;beauty
667e981e0487e84f8b2e31da;flower;comes in various shades;color
667e981e0487e84f8b2e31da;flower;some can be poisonous too;toxic
667e981e0487e84f8b2e31da;flower;bright colors like red, yellow;color
667e981e0487e84f8b2e31da;flower;can be used to produce perfume, scents;fragance
667e981e0487e84f8b2e31da;flower;hibiscus used to produce juice extracts;juice
66ae4e1667d582012b15e0e9;flower;good smell;fragance
66ae4e1667d582012b15e0e9;flower;colorful;color
66ae4e1667d582012b15e0e9;flower;in bunches;group
66ae4e1667d582012b15e0e9;flower;by the roadside;location
66ae4e1667d582012b15e0e9;flower;visited by bees;pollination
66ae4e1667d582012b15e0e9;flower;can be used in teas;tea
66afdf5757a1da7fe13a8dbe;flower;Beautify nature;beauty
66afdf5757a1da7fe13a8dbe;flower;Beautify enviroment;beauty
66afdf5757a1da7fe13a8dbe;flower;Shows love;symbolism
66afdf5757a1da7fe13a8dbe;flower;Flower is a sign for happiness;symbolism
66afdf5757a1da7fe13a8dbe;flower;Flower shows sadness sometimes;symbolism
66afdf5757a1da7fe13a8dbe;flower;Flower provides a suger liquid;nectar
66b8a7b81de82a46557b0943;flower;Flowers do pollinate;pollination
66b8a7b81de82a46557b0943;flower;Have seeds and ovules;reproduction
66b8a7b81de82a46557b0943;flower;They have sepals;sepals
66b8a7b81de82a46557b0943;flower;They have petals;petals
66b8a7b81de82a46557b0943;flower;They have reproductive organs;reproduction
66b8a7b81de82a46557b0943;flower;can be used as gifts during ceremonies;symbolism
66bd6df5c20bfcfccf9219da;flower;beautiful;beauty
66bd6df5c20bfcfccf9219da;flower;lovely;beauty
66bd6df5c20bfcfccf9219da;flower;smells nice;fragance
66bd6df5c20bfcfccf9219da;flower;landscape appeal;decoration
66bd6df5c20bfcfccf9219da;flower;bees pollinate;pollination
66bd6df5c20bfcfccf9219da;flower;flowering leads to fruit;reproduction
66c4b8e02c143fb187f32b91;flower;Bee food;pollination
66c4b8e02c143fb187f32b91;flower;Pops of color in a green landscape;color
66c4b8e02c143fb187f32b91;flower;a soft scent on the air;fragance
66c4b8e02c143fb187f32b91;flower;beautiful;beauty
66c4b8e02c143fb187f32b91;flower;a way to reproduce for plants;reproduction
66c4b8e02c143fb187f32b91;flower;they use color to attract pollinators;color
66c8d703a9dde9cf7ab92edf;flower;attract pollinators to make seeds;pollination
66c8d703a9dde9cf7ab92edf;flower;helping plants to reproduce;reproduction
66c8d703a9dde9cf7ab92edf;flower;flowers are vital to soil conservation;ecological role
66c8d703a9dde9cf7ab92edf;flower;Scent;fragance
66c8d703a9dde9cf7ab92edf;flower;color;color
66c8d703a9dde9cf7ab92edf;flower;stamens;stamens
66cb97897f96f55dc61a0213;flower;Some flowers are carnivorous;carnivorous
66cb97897f96f55dc61a0213;flower;Flowers attract bees for pollination;pollination
66cb97897f96f55dc61a0213;flower;flowers are very colorful;color
66cb97897f96f55dc61a0213;flower;Some flowers smell really good;fragance
66cb97897f96f55dc61a0213;flower;Some flowers smell bad;fragance
66cb97897f96f55dc61a0213;flower;Some flowers are indigenous to certain parts of the world;location
5de56b9deda9320ecb83f522;forest;filled with life;life
5de56b9deda9320ecb83f522;forest;degrading;environmental degradation
5de56b9deda9320ecb83f522;forest;used for profit;exploitation
5de56b9deda9320ecb83f522;forest;needs to be protcted;conservation
5de56b9deda9320ecb83f522;forest;needed for life;life
5de56b9deda9320ecb83f522;forest;rural;rural
611e99910d64a6ea6d18b0a6;forest;Should be preserved at all costs;conservation
611e99910d64a6ea6d18b0a6;forest;ancient trees;trees
611e99910d64a6ea6d18b0a6;forest;ecosystem;ecosystem
611e99910d64a6ea6d18b0a6;forest;natural resources;natural resources
611e99910d64a6ea6d18b0a6;forest;animals and foliage;biodiversity
611e99910d64a6ea6d18b0a6;forest;sacred;sacred
632e2c66680515d1715945a7;forest;lost of animals , bugs and plant life;biodiversity
632e2c66680515d1715945a7;forest;can be dangerous;dangerous
632e2c66680515d1715945a7;forest;fun to hike in;recreation
632e2c66680515d1715945a7;forest;is green;green
632e2c66680515d1715945a7;forest;can have edible things to eat;edible
632e2c66680515d1715945a7;forest;can get lost;dangerous
633123ac6586455bafd87628;forest;Forests are dense and thick with trees;dense vegetation
633123ac6586455bafd87628;forest;Forests house many animals and species;animals
633123ac6586455bafd87628;forest;Forests are comprised of many different types of trees;biodiversity
633123ac6586455bafd87628;forest;A forest can look different depending on the location and climate;diversity
633123ac6586455bafd87628;forest;Forests provide oxygen in our atmosphere which is needed for survival.;oxygen
633123ac6586455bafd87628;forest;Forests are lush and green.;green
64bdfd7695f5559fff6d6817;forest;surrounded by trees;trees
64bdfd7695f5559fff6d6817;forest;home to many animals;animals
64bdfd7695f5559fff6d6817;forest;help to regulate water supply;water regulation
64bdfd7695f5559fff6d6817;forest;absorb carbon dioxide;carbon storage
64bdfd7695f5559fff6d6817;forest;home to many plants;biodiversity
64bdfd7695f5559fff6d6817;forest;vital to the health of the planet;planetary health
65cb7daf7a0c6cb131efe491;forest;scary;dangerous
65cb7daf7a0c6cb131efe491;forest;camping;recreation
65cb7daf7a0c6cb131efe491;forest;lots of trees;trees
65cb7daf7a0c6cb131efe491;forest;located all over the world;global
65cb7daf7a0c6cb131efe491;forest;bears;bear
65cb7daf7a0c6cb131efe491;forest;fresh air;air quality
662e50cf3365a5b0f91e89e5;forest;Trees;trees
662e50cf3365a5b0f91e89e5;forest;Animals;animals
662e50cf3365a5b0f91e89e5;forest;Fallen Leaves;leaves
662e50cf3365a5b0f91e89e5;forest;Peaceful;peace
662e50cf3365a5b0f91e89e5;forest;Alive;life
662e50cf3365a5b0f91e89e5;forest;Feels like home;home
663f1b06f604d9297d8d9d17;forest;Dangerous and spooky;dangerous
663f1b06f604d9297d8d9d17;forest;Trees, a lot of them;trees
663f1b06f604d9297d8d9d17;forest;Animals home;wildlife habitat
663f1b06f604d9297d8d9d17;forest;Trails;recreation
663f1b06f604d9297d8d9d17;forest;Bears and rivers;bear
663f1b06f604d9297d8d9d17;forest;mud and mess;mud
66460c94a036f2e37950994d;forest;dense trees;dense vegetation
66460c94a036f2e37950994d;forest;biodiversity;biodiversity
66460c94a036f2e37950994d;forest;provide ecosystem service;ecological role
66460c94a036f2e37950994d;forest;has multi layered structure;structure
66460c94a036f2e37950994d;forest;has complex nutrient cycling system;nutrient cycling
66460c94a036f2e37950994d;forest;home of diverse animals;animals
664d1b368228bb6de28e1808;forest;full of trees;trees
664d1b368228bb6de28e1808;forest;many insects and animals homes;biodiversity
664d1b368228bb6de28e1808;forest;vast amount of plant species;biodiversity
664d1b368228bb6de28e1808;forest;vast amount of animal and insect species;animals
664d1b368228bb6de28e1808;forest;help keep the air clean;air quality
664d1b368228bb6de28e1808;forest;are needed in order for life on earth;life
665fdbc8f864a0981f7704c4;forest;trees, soil, oxygen;trees
665fdbc8f864a0981f7704c4;forest;shade, natural beauty, water;natural resources
665fdbc8f864a0981f7704c4;forest;grass, nature, animals;ecosystem
665fdbc8f864a0981f7704c4;forest;carbon dioxide, fresh air;carbon storage
665fdbc8f864a0981f7704c4;forest;fertility, landscape;fertility
665fdbc8f864a0981f7704c4;forest;plants, flowers, fungi grow;plant life
66686fb41f69d46386c65fce;forest;Greenery;green
66686fb41f69d46386c65fce;forest;Trees;trees
66686fb41f69d46386c65fce;forest;Bushes;vegetation
66686fb41f69d46386c65fce;forest;Wildlife;wildlife
66686fb41f69d46386c65fce;forest;Biodiversity;biodiversity
66686fb41f69d46386c65fce;forest;Air;air quality
6672e829cad8cb996c7fb2f5;forest;Woodsy;forest
6672e829cad8cb996c7fb2f5;forest;Smells good;scent
6672e829cad8cb996c7fb2f5;forest;intimidating;dangerous
6672e829cad8cb996c7fb2f5;forest;full of trees;trees
6672e829cad8cb996c7fb2f5;forest;full of animals;wildlife
6672e829cad8cb996c7fb2f5;forest;animals home;wildlife habitat
667c3d7b1869236fd5e924d1;forest;trees;trees
667c3d7b1869236fd5e924d1;forest;deforestation;deforestation
667c3d7b1869236fd5e924d1;forest;plants;plant life
667c3d7b1869236fd5e924d1;forest;animals;wildlife
667c3d7b1869236fd5e924d1;forest;carbon storage;carbon storage
667c3d7b1869236fd5e924d1;forest;variety of plants and animal species;biodiversity
6683c3090fada48d73372b3f;forest;Dense Tree Cover;dense vegetation
6683c3090fada48d73372b3f;forest;Biodiversity;biodiversity
6683c3090fada48d73372b3f;forest;Climate Regulation;climate influence
6683c3090fada48d73372b3f;forest;Soil Conservation;soil conservation
6683c3090fada48d73372b3f;forest;Nutrient Cycling;nutrient cycling
6683c3090fada48d73372b3f;forest;Natural Succession;ecological succession
669136cff0507cfbfa7db59c;forest;dense vegetation;dense vegetation
669136cff0507cfbfa7db59c;forest;biodiversity;biodiversity
669136cff0507cfbfa7db59c;forest;soil composition;soil
669136cff0507cfbfa7db59c;forest;water cycle vegetation;water cycle
669136cff0507cfbfa7db59c;forest;micro climates;microclimates
669136cff0507cfbfa7db59c;forest;ecological succession;ecological succession
