ID;Concepto;respuesta;Code
5dd405ab80123f3eaae9af80;constitution;The constitution outlines the rights of the people in a democracy.;rights and freedoms
5dd405ab80123f3eaae9af80;constitution;The constitution guides our democracy.;democratic principles
5dd405ab80123f3eaae9af80;constitution;The constitution is a foundation for our democracy.;democratic principles
61bb370140db417c1a138984;constitution;A fundamental part of the democracy;democratic principles
61bb370140db417c1a138984;constitution;"It is called the ""Supreme Law""";supreme law
61bb370140db417c1a138984;constitution;It is the 'Rule of Law';rule of law
61bb370140db417c1a138984;constitution;The constitution reflects democratic principles;democratic principles
61bb370140db417c1a138984;constitution;It establishes the rules for conducting elections;election rules
61bb370140db417c1a138984;constitution;It protects civil and political rights;civil rights
63614f71fa75fcbcee84f2ac;constitution;the constitution holds the laws of the people.;rule of law
63614f71fa75fcbcee84f2ac;constitution;it is often not upheld because of cheating democrats.;partisan criticism
63614f71fa75fcbcee84f2ac;constitution;does not mean as much as it did 25 years ago.;declining
63614f71fa75fcbcee84f2ac;constitution;it was written by smart people;historical authorship
63614f71fa75fcbcee84f2ac;constitution;it is supposed to hold the political system in a higher standard.;political standard
63614f71fa75fcbcee84f2ac;constitution;i do not think anyone knows what it says anymore.;misunderstood
63e5257dc5aceb22cee2ddf1;constitution;Freedom;freedom
63e5257dc5aceb22cee2ddf1;constitution;Justice;justice
63e5257dc5aceb22cee2ddf1;constitution;Right to be heard and voice one's opinion.;freedom of speech
63e5257dc5aceb22cee2ddf1;constitution;A judge that grants every citizen a fair trial.;fair trial
63e5257dc5aceb22cee2ddf1;constitution;Liberty;liberty
63e5257dc5aceb22cee2ddf1;constitution;Equal rights;equal rights
65cb7daf7a0c6cb131efe491;constitution;rules;rules
65cb7daf7a0c6cb131efe491;constitution;goverment;government
65cb7daf7a0c6cb131efe491;constitution;we all have a right;rights
65cb7daf7a0c6cb131efe491;constitution;president;president
65cb7daf7a0c6cb131efe491;constitution;we must have it in place to keep order;law and order
65cb7daf7a0c6cb131efe491;constitution;democracy;democracy
660c0b7feec9d15f01e4fec4;constitution;wordy;wordy
660c0b7feec9d15f01e4fec4;constitution;rules;rules
660c0b7feec9d15f01e4fec4;constitution;fair lawx;laws
660c0b7feec9d15f01e4fec4;constitution;punishment;punishment
660c0b7feec9d15f01e4fec4;constitution;crime;crime
660c0b7feec9d15f01e4fec4;constitution;people written;human authorship
660f47622d59323a7b9d0aef;constitution;Generations;generations
660f47622d59323a7b9d0aef;constitution;American Rights;american rights
660f47622d59323a7b9d0aef;constitution;American Rules and Regulations;american laws
660f47622d59323a7b9d0aef;constitution;Fainess;fairness
660f47622d59323a7b9d0aef;constitution;Amendments;amendment process
660f47622d59323a7b9d0aef;constitution;Greatest County in the World;national pride
663a6faaa98b09578f6ba791;constitution;written with the people in mind;representation
663a6faaa98b09578f6ba791;constitution;upheld by the judicial system;judiciary
663a6faaa98b09578f6ba791;constitution;outdated;outdated
663a6faaa98b09578f6ba791;constitution;uninclusive;uninclusive
663a6faaa98b09578f6ba791;constitution;ensures the rights of the people;rights and freedoms
663a6faaa98b09578f6ba791;constitution;written long ago;historical document
663bb0d5572a24c8014255e0;constitution;it hold rights and freedoms;rights and freedoms
663bb0d5572a24c8014255e0;constitution;it creates structure in the government;government structure
663bb0d5572a24c8014255e0;constitution;it separates powers;separation of powers
663bb0d5572a24c8014255e0;constitution;it holds people accountable;accountability
663bb0d5572a24c8014255e0;constitution;it holds people accountable;accountability
663bb0d5572a24c8014255e0;constitution;courts often refer back to it;judiciary
66460c94a036f2e37950994d;constitution;easy amendment;amendment process
66460c94a036f2e37950994d;constitution;checks and balances;checks and balances
66460c94a036f2e37950994d;constitution;able to protect rights;rights protection
66460c94a036f2e37950994d;constitution;to be accountable;accountability
66460c94a036f2e37950994d;constitution;a must for all to obey;rule of law
66460c94a036f2e37950994d;constitution;it states the level of power;government power
664a4648a07bac3059d69442;constitution;Freedom of speech;freedom of speech
664a4648a07bac3059d69442;constitution;The right to freedom;freedom
664a4648a07bac3059d69442;constitution;Rules and regulations for how society works;societal rules
664a4648a07bac3059d69442;constitution;Structure of government;government structure
664a4648a07bac3059d69442;constitution;freedom of religion;freedom of religion
664a4648a07bac3059d69442;constitution;The right to learn;right to education
664d1b368228bb6de28e1808;constitution;used to create a government;government foundation
664d1b368228bb6de28e1808;constitution;gives the people power to vote for their leaders;voting rights
664d1b368228bb6de28e1808;constitution;separates church from state;separation of church and state
664d1b368228bb6de28e1808;constitution;has equally balanced government branches;checks and balances
664d1b368228bb6de28e1808;constitution;lays out framework for how laws can be created;legal framework
664d1b368228bb6de28e1808;constitution;a countries laws;legal system
66659e3342b581f199e47a4d;constitution;written document;written document
66659e3342b581f199e47a4d;constitution;seperation of power;separation of powers
66659e3342b581f199e47a4d;constitution;check of balance;checks and balances
66659e3342b581f199e47a4d;constitution;federalism;federalism
66659e3342b581f199e47a4d;constitution;protection of minority rights;minority rights
66659e3342b581f199e47a4d;constitution;popular sovereignty;popular sovereignty
6667f51b2d41bb1d4f8be618;constitution;Supreme law of the land;supreme law
6667f51b2d41bb1d4f8be618;constitution;Limitations of government;government limitations
6667f51b2d41bb1d4f8be618;constitution;Freedom of speech;freedom of speech
6667f51b2d41bb1d4f8be618;constitution;Enumeration of fundamental human rights;human rights
6667f51b2d41bb1d4f8be618;constitution;Framework of governance;governance framework
6667f51b2d41bb1d4f8be618;constitution;Protection of individual right;individual rights protection
667829b2f9e8b9279fe737e9;constitution;Written document;written document
667829b2f9e8b9279fe737e9;constitution;Guides our government and our laws;governance framework
667829b2f9e8b9279fe737e9;constitution;Provides foundation for our governmental system;government foundation
667829b2f9e8b9279fe737e9;constitution;Outlines basic rights of society;rights and freedoms
667829b2f9e8b9279fe737e9;constitution;Outlines basic responsibilities of members of society;civic duty
667829b2f9e8b9279fe737e9;constitution;"Provides basic ""mission/vision statement"" for the country";national vision
6682815cb709d276088344b9;constitution;Is a law;law
6682815cb709d276088344b9;constitution;Governs a country;governance
6682815cb709d276088344b9;constitution;Togetherness;togetherness
6682815cb709d276088344b9;constitution;Unity;unity
6682815cb709d276088344b9;constitution;Love;love
6682815cb709d276088344b9;constitution;Peace;peace
66a94c224273fab59f0b2c71;constitution;Outlines the organization and powers of government branches.;government structure
66a94c224273fab59f0b2c71;constitution;Guarantees fundamental civil rights and liberties.;civil rights
66a94c224273fab59f0b2c71;constitution;Ensures laws apply equally to all individuals.;equality under law
66a94c224273fab59f0b2c71;constitution;Distributes authority among different branches of government.;separation of powers
66a94c224273fab59f0b2c71;constitution;Sets rules for fair and free electoral processes.;election rules
66a94c224273fab59f0b2c71;constitution;Process: Allows for changes and updates to the Constitution.;amendment process
66be73fb77e4690f2ba1e7ee;constitution;Freedom, civil rights, system;civil rights
66be73fb77e4690f2ba1e7ee;constitution;Court, judges, clerks, lawyers, defendants;judiciary
66be73fb77e4690f2ba1e7ee;constitution;Country, fairness, equality;fairness
66be73fb77e4690f2ba1e7ee;constitution;Self-determination, Majority rule, law, justice;democracy
66be73fb77e4690f2ba1e7ee;constitution;Three branches, government, assembly, local, state;government structure
66be73fb77e4690f2ba1e7ee;constitution;Council, president, Senators, legislation, legislature, capitalism;government structure
59d52d7821977e0001d63082;democrat;stalwart;loyal
59d52d7821977e0001d63082;democrat;believer;loyal
59d52d7821977e0001d63082;democrat;champion;advocacy
59d52d7821977e0001d63082;democrat;intellectual;intellectual
59d52d7821977e0001d63082;democrat;educated voter;informed voter
59d52d7821977e0001d63082;democrat;dedicated citizen;civic-minded
5c3a865019ceb400010c914a;democrat;good;morality
5c3a865019ceb400010c914a;democrat;honest;trustworthy
5c3a865019ceb400010c914a;democrat;true;trustworthy
5c3a865019ceb400010c914a;democrat;right;morality
5c3a865019ceb400010c914a;democrat;great;morality
5c3a865019ceb400010c914a;democrat;left;left-leaning
5de56b9deda9320ecb83f522;democrat;social issues;social justice
5de56b9deda9320ecb83f522;democrat;sending forgein aid;foreign aid
5de56b9deda9320ecb83f522;democrat;donkey;donkey
5de56b9deda9320ecb83f522;democrat;blue;blue
5de56b9deda9320ecb83f522;democrat;Joe biden;political leader
5de56b9deda9320ecb83f522;democrat;Kamala harris;Kamala Harris
60bae09961af203bacbbd937;democrat;warm;empathetic
60bae09961af203bacbbd937;democrat;peaceful;peace
60bae09961af203bacbbd937;democrat;everyday people;working class
60bae09961af203bacbbd937;democrat;hard workers;working class
60bae09961af203bacbbd937;democrat;trusting;trustworthy
60bae09961af203bacbbd937;democrat;strong;strong
60f764081e56258bdc779cc4;democrat;Not Republic;democracy
60f764081e56258bdc779cc4;democrat;Current wing in power in the United States;democratic party
60f764081e56258bdc779cc4;democrat;Supposed to work for the people;democratic principles
60f764081e56258bdc779cc4;democrat;Not letting big companies trod on the public;regulation
60f764081e56258bdc779cc4;democrat;Equality among peoples;equality
60f764081e56258bdc779cc4;democrat;Higher taxes;higher taxes
63af5c586c05eee8c3d03730;democrat;Believes in balance of power;balance of power
63af5c586c05eee8c3d03730;democrat;Feels less privileged should have a say;inclusivity
63af5c586c05eee8c3d03730;democrat;Value of social networks;social support
63af5c586c05eee8c3d03730;democrat;Balance of power;balance of power
63af5c586c05eee8c3d03730;democrat;For the people;representation
63af5c586c05eee8c3d03730;democrat;Non discriminatory;inclusivity
63e5257dc5aceb22cee2ddf1;democrat;compassionate;empathetic
63e5257dc5aceb22cee2ddf1;democrat;empathetic;empathetic
63e5257dc5aceb22cee2ddf1;democrat;a person that is inclusive of others;inclusivity
63e5257dc5aceb22cee2ddf1;democrat;a person with liberal ideas and beliefs;liberal
63e5257dc5aceb22cee2ddf1;democrat;A politician that is considerate of all people from different backgrounds.;inclusivity
63e5257dc5aceb22cee2ddf1;democrat;A person that tends to be more sensitive.;empathetic
65bdfc6f682b5c9af4b633b1;democrat;Advocates for progressive social and economic policies;progressive
65bdfc6f682b5c9af4b633b1;democrat;Prioritizes issues like equality, civil rights, and social welfare;progressive
65bdfc6f682b5c9af4b633b1;democrat;Supports a more active role of government in addressing societal issues;big government
65bdfc6f682b5c9af4b633b1;democrat;Often emphasizes the importance of environmental sustainability;climate activism
65bdfc6f682b5c9af4b633b1;democrat;Represents a wide range of demographic groups, including minorities and urban populations;inclusivity
65bdfc6f682b5c9af4b633b1;democrat;Generally supports labor unions and workers' rights;worker rights
663a6faaa98b09578f6ba791;democrat;is progressive;progressive
663a6faaa98b09578f6ba791;democrat;focused on human rights;human rights
663a6faaa98b09578f6ba791;democrat;supports women;women's rights
663a6faaa98b09578f6ba791;democrat;accepting of different cultures;inclusivity
663a6faaa98b09578f6ba791;democrat;promotes diversity;diversity
663a6faaa98b09578f6ba791;democrat;seeks equality;equality
663ba8cfb0cabd4cfa5bf598;democrat;support of democratic principle;democratic principles
663ba8cfb0cabd4cfa5bf598;democrat;advocacy for individual right;individual rights
663ba8cfb0cabd4cfa5bf598;democrat;commitment of equality;equality
663ba8cfb0cabd4cfa5bf598;democrat;respect  for rule of law;rule of law
663ba8cfb0cabd4cfa5bf598;democrat;promotion of accountability;accountability
663ba8cfb0cabd4cfa5bf598;democrat;support of popular sovereignty;popular sovereignty
66460c94a036f2e37950994d;democrat;loyalty;loyalty
66460c94a036f2e37950994d;democrat;sincerity;trustworthy
66460c94a036f2e37950994d;democrat;transparent;transparency
66460c94a036f2e37950994d;democrat;trustworthy;trustworthy
66460c94a036f2e37950994d;democrat;must have the grassroots at heart;civic-minded
66460c94a036f2e37950994d;democrat;must relate to the challenges of the grassroot;civic-minded
665fc8123159edac3b65bd62;democrat;corrupt;corruption
665fc8123159edac3b65bd62;democrat;"""free""";freedom
665fc8123159edac3b65bd62;democrat;power;power
665fc8123159edac3b65bd62;democrat;rich;elite
665fc8123159edac3b65bd62;democrat;diverse;diversity
665fc8123159edac3b65bd62;democrat;women empowerment;women's rights
667829b2f9e8b9279fe737e9;democrat;Liberal in most issues;liberal
667829b2f9e8b9279fe737e9;democrat;Cares to civil rights for all;civil rights
667829b2f9e8b9279fe737e9;democrat;Seeks social justice;social justice
667829b2f9e8b9279fe737e9;democrat;Seeks accessibility for all;accessibility
667829b2f9e8b9279fe737e9;democrat;Believes in separation of church and state;separation of church and state
667829b2f9e8b9279fe737e9;democrat;Believes in social supports;social support
6679905506808a522a2451f2;democrat;harris;political leader
6679905506808a522a2451f2;democrat;flipflop;inconsistent
6679905506808a522a2451f2;democrat;immigration;immigration
6679905506808a522a2451f2;democrat;electoral votes;electoral process
6679905506808a522a2451f2;democrat;media;media
6679905506808a522a2451f2;democrat;teleprompter;politics
667c3d7b1869236fd5e924d1;democrat;blue;blue
667c3d7b1869236fd5e924d1;democrat;progressive;progressive
667c3d7b1869236fd5e924d1;democrat;liberal;liberal
667c3d7b1869236fd5e924d1;democrat;party platform;party platform
667c3d7b1869236fd5e924d1;democrat;left leaning;left-leaning
667c3d7b1869236fd5e924d1;democrat;policies;policies
6683c3090fada48d73372b3f;democrat;Free and Fair Elections;democratic principles
6683c3090fada48d73372b3f;democrat;Individual rights and freedom;individual rights
6683c3090fada48d73372b3f;democrat;Transparency;transparency
6683c3090fada48d73372b3f;democrat;Equality before the law;equality
6683c3090fada48d73372b3f;democrat;Participatory Governance;democratic governance
6683c3090fada48d73372b3f;democrat;Rule of law;rule of law
66a94c224273fab59f0b2c71;democrat;Supports democratic institutions.;democratic institutions
66a94c224273fab59f0b2c71;democrat;Champions civil rights and liberties.;civil rights
66a94c224273fab59f0b2c71;democrat;Believes in majority rule with minority rights.;majority rule
66a94c224273fab59f0b2c71;democrat;Promotes equality and social justice.;social justice
66a94c224273fab59f0b2c71;democrat;Advocates for progressive reforms.;progressive
66a94c224273fab59f0b2c71;democrat;Supports inclusivity and diverse representation.;inclusivity
66afdf5757a1da7fe13a8dbe;democrat;Rule people;democratic governance
66afdf5757a1da7fe13a8dbe;democrat;Unity;unity
66afdf5757a1da7fe13a8dbe;democrat;Togetherness;togetherness
66afdf5757a1da7fe13a8dbe;democrat;Oneness;oneness
66afdf5757a1da7fe13a8dbe;democrat;Love;love
66afdf5757a1da7fe13a8dbe;democrat;Peace;peace
66b635dca3342be8bcf8a928;democrat;progressive and liberal ideologies;progressive
66b635dca3342be8bcf8a928;democrat;belief in majority rule;majority rule
66b635dca3342be8bcf8a928;democrat;advocate for human rights;human rights
66b635dca3342be8bcf8a928;democrat;abide by the rule of law;rule of law
66b635dca3342be8bcf8a928;democrat;support free and fair elections;democratic principles
66b635dca3342be8bcf8a928;democrat;push for more transparency;transparency
66bce9c6697172946d3ec031;democrat;Donkey;donkey
66bce9c6697172946d3ec031;democrat;Big government;big government
66bce9c6697172946d3ec031;democrat;high taxes;higher taxes
66bce9c6697172946d3ec031;democrat;big bureaucracy;bureaucracy
66bce9c6697172946d3ec031;democrat;dishonest;dishonesty
66bce9c6697172946d3ec031;democrat;interested in control, not helping me;state control
66bd6df5c20bfcfccf9219da;democrat;left;left-leaning
66bd6df5c20bfcfccf9219da;democrat;sociolism;socialism
66bd6df5c20bfcfccf9219da;democrat;liar;deception
66bd6df5c20bfcfccf9219da;democrat;elite;elite
66bd6df5c20bfcfccf9219da;democrat;unequal;inequality
66bd6df5c20bfcfccf9219da;democrat;hypocrit;hypocrisy
66c1ff89945b7ffe7bc8bdfd;democrat;decision making;decision making
66c1ff89945b7ffe7bc8bdfd;democrat;listens;open-minded
66c1ff89945b7ffe7bc8bdfd;democrat;flexible;adaptable
66c1ff89945b7ffe7bc8bdfd;democrat;open minded;open-minded
66c1ff89945b7ffe7bc8bdfd;democrat;adaptable;adaptable
66c1ff89945b7ffe7bc8bdfd;democrat;inclusive;inclusivity
66c4ef5e494f7f3b8fb3e78a;democrat;More Government Regulation/Oversight;big government
66c4ef5e494f7f3b8fb3e78a;democrat;Social Justice;social justice
66c4ef5e494f7f3b8fb3e78a;democrat;Climate Activism;climate activism
66c4ef5e494f7f3b8fb3e78a;democrat;Supports Universal healthcare;universal healthcare
66c4ef5e494f7f3b8fb3e78a;democrat;Welfare;welfare
66c4ef5e494f7f3b8fb3e78a;democrat;For gun control;gun control
66cb3c445f437327d8953c0b;democrat;freedom;freedom
66cb3c445f437327d8953c0b;democrat;self reliant;self-reliance
66cb3c445f437327d8953c0b;democrat;leader;leader
66cb3c445f437327d8953c0b;democrat;they say thier mind;straightforward
66cb3c445f437327d8953c0b;democrat;they know democracy;informed
66cb3c445f437327d8953c0b;democrat;freedom;freedom
5cb489ff0cd1ed0017465d19;election;democracy;democracy
5cb489ff0cd1ed0017465d19;election;tense;negative emotion
5cb489ff0cd1ed0017465d19;election;will of the people;democracy
5cb489ff0cd1ed0017465d19;election;patriotic;patriotism
5cb489ff0cd1ed0017465d19;election;democratic;democracy
5cb489ff0cd1ed0017465d19;election;clear;clarity
5eaf585e8a9edb65a576c008;election;mayority wins;majority rule
5eaf585e8a9edb65a576c008;election;is a choice;choice
5eaf585e8a9edb65a576c008;election;should be fare;fairness
5eaf585e8a9edb65a576c008;election;preference;choice
5eaf585e8a9edb65a576c008;election;option to choose your leaders;choice
5eaf585e8a9edb65a576c008;election;choice made by the mayority of the people;majority rule
611e99910d64a6ea6d18b0a6;election;voting;voting
611e99910d64a6ea6d18b0a6;election;polls;elections
611e99910d64a6ea6d18b0a6;election;campaigning;campaigning
611e99910d64a6ea6d18b0a6;election;politicians;politicians
611e99910d64a6ea6d18b0a6;election;primaries;elections
611e99910d64a6ea6d18b0a6;election;choosing leaders;elections
62c63c653a49b220cb390bdb;election;vote;voting
62c63c653a49b220cb390bdb;election;to choose a candidate for presidency;voting
62c63c653a49b220cb390bdb;election;non taxed;non-taxed
62c63c653a49b220cb390bdb;election;suspected to be unfair;unfair
62c63c653a49b220cb390bdb;election;for the people canditates;democracy
62c63c653a49b220cb390bdb;election;November;election time
633123ac6586455bafd87628;election;An election is held to determine who the people vote for to be in office.;elections
633123ac6586455bafd87628;election;Elections are held regularly, often every few years (4);held regularly
633123ac6586455bafd87628;election;An election is used to promote democracy.;democracy
633123ac6586455bafd87628;election;An election is meant to give power to the people in a countries decisions.;democracy
633123ac6586455bafd87628;election;Elections are important in democracy.;democracy
633123ac6586455bafd87628;election;Elections are designed to be secure.;secure elections
63af5c586c05eee8c3d03730;election;Fair;fairness
63af5c586c05eee8c3d03730;election;Impartial;impartial
63af5c586c05eee8c3d03730;election;Inclusive;inclusivity
63af5c586c05eee8c3d03730;election;Gives some power to everyone;empowerment
63af5c586c05eee8c3d03730;election;Citizen responsibility;citizenship
63af5c586c05eee8c3d03730;election;Gives one a voice;voter empowerment
6501fa22f5070cd868ef3555;election;Fair;fairness
6501fa22f5070cd868ef3555;election;Voters decide;voter empowerment
6501fa22f5070cd868ef3555;election;Popular vote decides, not electors;popular vote
6501fa22f5070cd868ef3555;election;Can be rigged;unfair
6501fa22f5070cd868ef3555;election;One with the most money usually wins;financial influence
6501fa22f5070cd868ef3555;election;Influenced by media;media influence
656083eb366411e4a862f58c;election;Fair elections are part of a democracy;democracy
656083eb366411e4a862f58c;election;Trump wanting to end elections would end democracy;democracy
656083eb366411e4a862f58c;election;Elections are how people engage in democracy;democracy
656083eb366411e4a862f58c;election;Elections should be won by those who hold up democracy;democracy
656083eb366411e4a862f58c;election;Elections should not be tampered with in a fair democracy.;fairness
656083eb366411e4a862f58c;election;Leaders are elected based on strengths;meritocracy
65cb7daf7a0c6cb131efe491;election;govern;governance
65cb7daf7a0c6cb131efe491;election;an option to make yourself heard;choice
65cb7daf7a0c6cb131efe491;election;debates;debates
65cb7daf7a0c6cb131efe491;election;laws;laws
65cb7daf7a0c6cb131efe491;election;vote;voting
65cb7daf7a0c6cb131efe491;election;decisions;decision making
660c0b7feec9d15f01e4fec4;election;unfair;unfair
660c0b7feec9d15f01e4fec4;election;electoral collage;Electoral College
660c0b7feec9d15f01e4fec4;election;popular vote;popular vote
660c0b7feec9d15f01e4fec4;election;differences;differences
660c0b7feec9d15f01e4fec4;election;red and blue;political parties
660c0b7feec9d15f01e4fec4;election;presidents;presidents
660f47622d59323a7b9d0aef;election;Republicans;political party
660f47622d59323a7b9d0aef;election;Democrats;political party
660f47622d59323a7b9d0aef;election;Electoral College;Electoral College
660f47622d59323a7b9d0aef;election;American Voices;voter empowerment
660f47622d59323a7b9d0aef;election;Freedom of Speech;freedom of speech
660f47622d59323a7b9d0aef;election;Voting;voting
66294cab168fcf0983e95f42;election;handled at a local level;local elections
66294cab168fcf0983e95f42;election;"citizens ""fill out"" ballots to vote";ballots
66294cab168fcf0983e95f42;election;various people and political parties run for office;candidate selection
66294cab168fcf0983e95f42;election;there are local elections;local elections
66294cab168fcf0983e95f42;election;there are state elections;state elections
66294cab168fcf0983e95f42;election;there are federal elections;federal elections
664cd2ad9890dd0635623687;election;should be fair;fairness
664cd2ad9890dd0635623687;election;our right as citizens;citizenship
664cd2ad9890dd0635623687;election;should be free of fraud;secure elections
664cd2ad9890dd0635623687;election;voting;voting
664cd2ad9890dd0635623687;election;vital for a free country;democracy
664cd2ad9890dd0635623687;election;our choice;choice
665fdbc8f864a0981f7704c4;election;decision;choice
665fdbc8f864a0981f7704c4;election;freedom to choose;choice
665fdbc8f864a0981f7704c4;election;laws;laws
665fdbc8f864a0981f7704c4;election;rights making a choice;choice
665fdbc8f864a0981f7704c4;election;democracy;democracy
665fdbc8f864a0981f7704c4;election;following rules;rule of law
667c3d7b1869236fd5e924d1;election;voting;voting
667c3d7b1869236fd5e924d1;election;candidates;candidate selection
667c3d7b1869236fd5e924d1;election;campaigns;campaigning
667c3d7b1869236fd5e924d1;election;political parties;political parties
667c3d7b1869236fd5e924d1;election;representation;representation
667c3d7b1869236fd5e924d1;election;polling stations;polling stations
6682815cb709d276088344b9;election;Peace;peace
6682815cb709d276088344b9;election;Oneness;unity
6682815cb709d276088344b9;election;Unity;unity
6682815cb709d276088344b9;election;Oneness;unity
6682815cb709d276088344b9;election;Togetherness;togetherness
6682815cb709d276088344b9;election;Unity;unity
6690658efa35318b0683ce00;election;fair;fairness
6690658efa35318b0683ce00;election;free;free
6690658efa35318b0683ce00;election;electoral college decides them;Electoral College
6690658efa35318b0683ce00;election;western states don't have an equal say because the election is over before the polls close;electoral inequality
6690658efa35318b0683ce00;election;absentee ballots should not replace going to the polls;absentee voting
6690658efa35318b0683ce00;election;voters should have the right to vote for candidates based on merit rather than choosing a political affiliation;meritocracy
66afdf5757a1da7fe13a8dbe;election;Happiness;positive emotion
66afdf5757a1da7fe13a8dbe;election;Togetherness;togetherness
66afdf5757a1da7fe13a8dbe;election;Unity;unity
66afdf5757a1da7fe13a8dbe;election;Oneness;unity
66afdf5757a1da7fe13a8dbe;election;Peace;peace
66afdf5757a1da7fe13a8dbe;election;Happiness;positive emotion
66b635dca3342be8bcf8a928;election;all adult citizens have the right to vote;voting rights
66b635dca3342be8bcf8a928;election;Candidates and political parties;candidate selection
66b635dca3342be8bcf8a928;election;secret ballot;secret ballot
66b635dca3342be8bcf8a928;election;electoral commission;Electoral College
66b635dca3342be8bcf8a928;election;electoral fraud;electoral fraud
66b635dca3342be8bcf8a928;election;incumbents and challengers;political candidates
66b8a7b81de82a46557b0943;election;Is a periodic events;regular elections
66b8a7b81de82a46557b0943;election;Involves secret balloting;secret ballot
66b8a7b81de82a46557b0943;election;It transparent;transparency
66b8a7b81de82a46557b0943;election;Its free and fair;free and fair elections
66b8a7b81de82a46557b0943;election;Volter participant;voter participation
66b8a7b81de82a46557b0943;election;It involves representations of leaders;representation
66bce9c6697172946d3ec031;election;Propaganda;propaganda
66bce9c6697172946d3ec031;election;mud-slinging;negative campaigning
66bce9c6697172946d3ec031;election;Rallies for each candidate;campaigning
66bce9c6697172946d3ec031;election;Media manipulation;media influence
66bce9c6697172946d3ec031;election;Everyone feels as though they are clearly right;political bias
66bce9c6697172946d3ec031;election;Parties play on fears of the people;fear-based campaigning
66c65480c7bbaea3315697a1;election;the opportunity to vote your choice;choice
66c65480c7bbaea3315697a1;election;an annual opportunity to vote your choice your voice;elections
66c65480c7bbaea3315697a1;election;the ability to listen to the voice of the people;voter empowerment
66c65480c7bbaea3315697a1;election;a fair and just system of representing the country;democracy
66c65480c7bbaea3315697a1;election;the consent of the people to be represented by certain individuals;representation
66c65480c7bbaea3315697a1;election;a competitive race to represent the will and voice of the people;elections
66cb78f04ed4a1b1d34f276d;election;Kamala Harris 2024;Kamala Harris
66cb78f04ed4a1b1d34f276d;election;can vote independent, Dem or Repub;choice
66cb78f04ed4a1b1d34f276d;election;political garbage;political criticism
66cb78f04ed4a1b1d34f276d;election;They are never fair;unfair
66cb78f04ed4a1b1d34f276d;election;November is election time;election time
66cb78f04ed4a1b1d34f276d;election;18+ can vote;voting age
66cc941dd539def77aa507cd;election;equal;equality
66cc941dd539def77aa507cd;election;just;justice
66cc941dd539def77aa507cd;election;fair;fairness
66cc941dd539def77aa507cd;election;doesn't cheat;integrity
66cc941dd539def77aa507cd;election;for the people;representation
66cc941dd539def77aa507cd;election;by the people;representation
5b44d567eb64c200015baca0;equality;equality is hard to implement;challenging
5b44d567eb64c200015baca0;equality;equality looks differently to different people;subjective
5b44d567eb64c200015baca0;equality;laws help to enforce equality;laws
5b44d567eb64c200015baca0;equality;the public must do their part to help enforce equality;social responsibility
5b44d567eb64c200015baca0;equality;equality helps to ensure that a democracy stays together;unity
5b44d567eb64c200015baca0;equality;everyone has a right to the basic needs of life;basic rights
5c3a865019ceb400010c914a;equality;good;goodness
5c3a865019ceb400010c914a;equality;same;uniformity
5c3a865019ceb400010c914a;equality;fair;fairness
5c3a865019ceb400010c914a;equality;right;justice
5c3a865019ceb400010c914a;equality;balanced;balanced
5c3a865019ceb400010c914a;equality;equal;fairness
5cb489ff0cd1ed0017465d19;equality;equal for all;fairness
5cb489ff0cd1ed0017465d19;equality;everyone gets the same chance;resource sufficiency
5cb489ff0cd1ed0017465d19;equality;there is enough for everyone;social parity
5cb489ff0cd1ed0017465d19;equality;no one is below another person;harmony
5cb489ff0cd1ed0017465d19;equality;happiness due to others not being looked down on;positive emotion
5cb489ff0cd1ed0017465d19;equality;ability to put differences aside and move forward as one;unity
5de56b9deda9320ecb83f522;equality;everybody gets a place;inclusivity
5de56b9deda9320ecb83f522;equality;open boards;transparency
5de56b9deda9320ecb83f522;equality;social justice;social justice
5de56b9deda9320ecb83f522;equality;racial issues;discrimination
5de56b9deda9320ecb83f522;equality;discrimination towards minorities;discrimination
5de56b9deda9320ecb83f522;equality;having the same opportunities regardless of background;fairness
6044dfc230e44b5793804ba6;equality;an ideal;ideal
6044dfc230e44b5793804ba6;equality;something to strive for;aspiration
6044dfc230e44b5793804ba6;equality;the ideal of democracy;ideal
6044dfc230e44b5793804ba6;equality;equal treatment for all;fairness
6044dfc230e44b5793804ba6;equality;leveling the playing field;fairness
6044dfc230e44b5793804ba6;equality;what we should strive for;aspiration
62c63c653a49b220cb390bdb;equality;All people are equal;universal parity
62c63c653a49b220cb390bdb;equality;given the same privileges;shared privileges
62c63c653a49b220cb390bdb;equality;everyone treated fairly;fairness
62c63c653a49b220cb390bdb;equality;equal rights;universal rights
62c63c653a49b220cb390bdb;equality;freedom;freedom
62c63c653a49b220cb390bdb;equality;to be allowed to have the seem opportunities;fairness
63af5c586c05eee8c3d03730;equality;Citizens over certain age can vote;voting rights
63af5c586c05eee8c3d03730;equality;Each vote counts the same;voting rights
63af5c586c05eee8c3d03730;equality;Polls open all day;voting accessibility
63af5c586c05eee8c3d03730;equality;Even powerful only have one vote;voting rights
63af5c586c05eee8c3d03730;equality;One can have. Their say;representation
63af5c586c05eee8c3d03730;equality;Non discriminatory;non-discrimination
6501fa22f5070cd868ef3555;equality;No segregation;inclusivity
6501fa22f5070cd868ef3555;equality;Rights for every race, gender and religion;social parity
6501fa22f5070cd868ef3555;equality;fair representian;impartial representation
